Name,URL,Image,Size,Color,RPM,Airflow,Noise Level,PWM,Price
Deepcool XFAN,https://pcpartpicker.com/product/xRm323/deepcool-xfan-200rd-8657-cfm-200-mm-fan-xfan-200rd,https://cdna.pcpartpicker.com/static/forever/images/product/f5431f73e40bb7172437fbb69a93616f.256p.jpg,200 mm,Black,700 RPM,86.57 CFM,26.3 dB,No,
Deepcool MF S 3-Pack,https://pcpartpicker.com/product/Tz3H99/deepcool-mf120s-371-cfm-120-mm-fans-3-pack-mf120s,/static/forever/img/no-image.png,120 mm,Silver / Black,400 - 1500 RPM,37.1 CFM,26 dB,Yes,
Rosewill RFA-BL1201,https://pcpartpicker.com/product/BL66Mp/rosewill-rfa-bl1201-352-cfm-120-mm-fan-rfa-bl1201,https://cdna.pcpartpicker.com/static/forever/images/product/47886ced768bc6bc41f71eab1bebd146.256p.jpg,120 mm,Black,1800 RPM,35.2 CFM,26.8 dB,Yes,
Cooler Master MasterFan SFR,https://pcpartpicker.com/product/6PyV3C/cooler-master-masterfan-sf120r-59-cfm-120-mm-fan-mfx-b2nn-20npk-r1,https://cdna.pcpartpicker.com/static/forever/images/product/b0c74f194e0022fbebd71ba002ac1930.256p.jpg,120 mm,Black,650 - 2000 RPM,59 CFM,8 - 30 dB,Yes,
Cougar VORTEX SPB,https://pcpartpicker.com/product/CXH8TW/cougar-vortex-rgb-spb-120-4354-cfm-120-mm-fan-cf-v12spb-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/6f0bb7e30c6a4c3402d9f0185fb7bb6d.256p.jpg,120 mm,Black,600 - 1500 RPM,43.54 CFM,26 dB,Yes,
Cougar VORTEX FCB,https://pcpartpicker.com/product/KXPgXL/cougar-vortex-rgb-fcb-120-3672-cfm-fan-cf-v12fb-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/c50c9cfb6c12e6c534bf79536f23b420.256p.jpg,120 mm,Black,1200 RPM,36.72 CFM,24.3 dB,No,
ARCTIC F8,https://pcpartpicker.com/product/cxgQzy/arctic-f8-pwm-pst-31-cfm-80-mm-fan-f8-pwm-pst,https://cdna.pcpartpicker.com/static/forever/images/product/0a5453b47ca91c9cd7c5095a975cea6a.256p.jpg,80 mm,Black / White,2000 RPM,31 CFM,22.5 dB,Yes,
Silverstone FN,https://pcpartpicker.com/product/jGsmP6/silverstone-sst-fn124-2506-cfm-120-mm-fan-sst-fn124,https://cdna.pcpartpicker.com/static/forever/images/product/499c27b68bcb52471a70acb5bd4e152a.256p.jpg,120 mm,Black,1500 RPM,25.06 CFM,18 dB,No,
Silverstone FW,https://pcpartpicker.com/product/zvzkcf/silverstone-sst-fw124-argb-326-cfm-120-mm-fan-sst-fw124-argb,https://cdna.pcpartpicker.com/static/forever/images/product/2441d5ab93c6b3ba339b83d5697445e8.256p.jpg,120 mm,Black / Transparent,800 - 2000 RPM,13.1 - 32.6 CFM,14.7 - 24.6 dB,Yes,30.85
Cooler Master MasterFan MFL RGB,https://pcpartpicker.com/product/rX2bt6/cooler-master-masterfan-mf120l-rgb-325-cfm-fan-r4-c1ds-12fc-r1,https://cdna.pcpartpicker.com/static/forever/images/product/9a71f05f4b13a269dfdb21cdfb21387d.256p.jpg,120 mm,Black,1200 RPM,32.5 CFM,25 dB,No,
MagniumGear Skiron,https://pcpartpicker.com/product/k7pmP6/metallic-gear-skiron-rgb-120-50-cfm-120-mm-fan-mg-f120prgb_bk,https://m.media-amazon.com/images/I/41d0FydN+qL.jpg,120 mm,Black / White,1500 RPM,50 CFM,29 dB,Yes,
MagniumGear Skiron,https://pcpartpicker.com/product/rLwkcf/metallic-gear-skiron-d-rgb-120-50-cfm-120-mm-fan-mg-f120pdrgb_bk,https://m.media-amazon.com/images/I/41n+LT165rL.jpg,120 mm,Black / White,1500 RPM,50 CFM,29 dB,Yes,
MagniumGear Skiron,https://pcpartpicker.com/product/2YQfrH/metallic-gear-skiron-rgb-140-85-cfm-140-mm-fan-mg-f140prgb_bk,https://m.media-amazon.com/images/I/41P3kOHU8AL.jpg,140 mm,Black / White,1500 RPM,85 CFM,29 dB,Yes,
MagniumGear Skiron,https://pcpartpicker.com/product/brYQzy/metallic-gear-skiron-d-rgb-140-85-cfm-140-mm-fan-mg-f140pdrgb_bk,https://m.media-amazon.com/images/I/41P3kOHU8AL.jpg,140 mm,Black / White,1500 RPM,85 CFM,29 dB,Yes,
Scythe Kaze Flex RGB,https://pcpartpicker.com/product/CZGnTW/scythe-su1225fd12mr-rhp-5117-cfm-120-mm-fan-su1225fd12mr-rhp,https://cdna.pcpartpicker.com/static/forever/images/product/5fa0003c1bd4f3a2267569c34ce05c02.256p.jpg,120 mm,Black / White,300 - 1200 RPM,16.6 - 51.17 CFM,4 - 24.9 dB,Yes,16.95
In Win Sirius Loop ASL,https://pcpartpicker.com/product/ZXWBD3/in-win-sirius-loop-asl120-50-cfm-120-mm-fan-asl120fan-1pk,https://cdna.pcpartpicker.com/static/forever/images/product/e5446b3eb0acfbe50c2dd87a2f029fa9.256p.jpg,120 mm,Black,500 - 1800 RPM,50 CFM,27 dB,Yes,
SilentiumPC Sigma Pro 140,https://pcpartpicker.com/product/y8CFf7/silentiumpc-sigma-pro-140-786-cfm-140-mm-fan-spc137,https://cdna.pcpartpicker.com/static/forever/images/product/0af71b1614b6d04834ce1ffa896fe5c3.256p.jpg,140 mm,Black,500 - 1400 RPM,78.6 CFM,,Yes,
MagniumGear Skiron,https://pcpartpicker.com/product/gRbCmG/metallic-gear-skiron-120-50-cfm-fan-mg-f120p_bbk,https://m.media-amazon.com/images/I/51xhQ4tTbNL.jpg,120 mm,Black,1500 RPM,50 CFM,29 dB,Yes,
Enermax D.F. VEGAS,https://pcpartpicker.com/product/9hJmP6/enermax-df-vegas-12-6192-cfm-120-mm-fan-ucdfv12p-bl,https://m.media-amazon.com/images/I/514B4oBvvyL.jpg,120 mm,Black / Blue,800 - 1500 RPM,33.21 - 61.92 CFM,16 - 22 dB,Yes,
ARCTIC BioniX P140,https://pcpartpicker.com/product/JCn8TW/arctic-bionix-p140-776-cfm-140-mm-fan-acfan00160a,https://cdna.pcpartpicker.com/static/forever/images/product/4e9ef6041805f765a284273452021ce3.256p.jpg,140 mm,White / Gray,200 - 1950 RPM,77.6 CFM,,Yes,27.87
Enermax D.F. Pressure,https://pcpartpicker.com/product/LZ7p99/enermax-ucdfp12p-8543-cfm-120-mm-fan-ucdfp12p,https://m.media-amazon.com/images/I/31IaJUv6JiL.jpg,120 mm,Black,800 - 2000 RPM,33.69 - 85.43 CFM,16 - 27 dB,Yes,
Enermax T.B. Silence,https://pcpartpicker.com/product/C8cRsY/enermax-uctb9-2718-cfm-92-mm-fan-uctb9,https://cdna.pcpartpicker.com/static/forever/images/product/4aedfc109b9bb936ba23b5b3fb415e67.256p.jpg,92 mm,Black,1400 RPM,27.18 CFM,13 dB,No,
Antec SPARK,https://pcpartpicker.com/product/9cK2FT/antec-spark-120-4503-cfm-120-mm-fan-spark-120-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/c446fac347d72c58d40fcdfaa5c90968.256p.jpg,120 mm,Black,2000 RPM,45.03 CFM,32.6 dB,Yes,
RAIJINTEK IRIS 12 RBW ADD-1,https://pcpartpicker.com/product/Pg7p99/raijintek-iris-12-rbw-add-1-358-cfm-120-mm-fan-0r40b00110,https://cdna.pcpartpicker.com/static/forever/images/product/f366379e5323ee88e668869831fd0ed2.256p.jpg,120 mm,White / Black,400 - 1800 RPM,35.8 CFM,28 dB,Yes,
RAIJINTEK IRIS 12 RBW ADD-2 2-Pack,https://pcpartpicker.com/product/JmTzK8/raijintek-iris-12-rbw-add-2-358-cfm-120-mm-fans-2-pack-0r40b00111,https://cdna.pcpartpicker.com/static/forever/images/product/3300da17c67bc5eb49f28ef578d4cb0c.256p.jpg,120 mm,White / Black,400 - 1800 RPM,35.8 CFM,28 dB,Yes,
Scythe Kaze Flex Slim,https://pcpartpicker.com/product/TBK2FT/scythe-kaze-flex-slim-3386-cfm-120-mm-fan-kf1215fd12,https://cdna.pcpartpicker.com/static/forever/images/product/7da5e85ac46fabd9185277eab2ae6672.256p.jpg,120 mm,Gray / Black,1200 RPM,33.86 CFM,23.9 dB,Yes,
Scythe Kaze Flex Slim,https://pcpartpicker.com/product/ZRdrxr/scythe-kaze-flex-slim-5079-cfm-120-mm-fan-kf1215fd18,https://cdna.pcpartpicker.com/static/forever/images/product/9084f9c340c9a0c18ca80a2c968ef2ca.256p.jpg,120 mm,Gray / Black,1800 RPM,50.79 CFM,30 dB,Yes,
Scythe Kaze Flex Slim,https://pcpartpicker.com/product/YTLwrH/scythe-kaze-flex-slim-3386-cfm-120-mm-fan-kf1215fd12-p,https://cdna.pcpartpicker.com/static/forever/images/product/381e2c918c931298cc4b3d8858b3e0b4.256p.jpg,120 mm,Gray / Black,300 - 1200 RPM,8.28 - 33.86 CFM,2.7 - 23.9 dB,Yes,
Scythe Kaze Flex Slim,https://pcpartpicker.com/product/4qvqqs/scythe-kaze-flex-slim-5079-cfm-120-mm-fan-kf1215fd18-p,https://cdna.pcpartpicker.com/static/forever/images/product/9e6b037cb60c532314f4dd880091ba1d.256p.jpg,120 mm,Gray / Black,300 - 1800 RPM,8.28 - 50.79 CFM,2.7 - 30 dB,Yes,
Thermaltake Pure Duo 2-Pack,https://pcpartpicker.com/product/pLGnTW/thermaltake-pure-duo-8223-cfm-140-mm-fans-2-pack-cl-f116-pl14sw-b,https://cdna.pcpartpicker.com/static/forever/images/product/8ee807cbe6de17d094c73aae771b6d33.256p.jpg,140 mm,Black,500 - 1500 RPM,,33.5 dB,Yes,
In Win Saturn ASN120,https://pcpartpicker.com/product/KVkgXL/in-win-saturn-asn120-7717-cfm-120-mm-fan-asn120-1pk,https://cdna.pcpartpicker.com/static/forever/images/product/f00f1d4ba386993abe0606aee3f2c6ca.256p.jpg,120 mm,White / Black,500 - 1800 RPM,,,Yes,
In Win Saturn ASN120 3-Pack,https://pcpartpicker.com/product/Q2JmP6/in-win-saturn-asn120-7717-cfm-120-mm-fans-3-pack-asn120-3pk,https://cdna.pcpartpicker.com/static/forever/images/product/4e93b05ae7cd5cbbd55c267d46f475da.256p.jpg,120 mm,White / Black,500 - 1800 RPM,,,Yes,
EK Vardar X3M 120ER,https://pcpartpicker.com/product/KD9tt6/ek-vardar-x3m-120er-67-cfm-120-mm-fan-3830046996442,https://cdna.pcpartpicker.com/static/forever/images/product/5d4a03b1a27a0cb620dfcf46486fbc7f.256p.jpg,120 mm,Black,,,,Yes,
Scythe Kaze Flex Slim,https://pcpartpicker.com/product/8bBhP6/scythe-kaze-flex-slim-3386-cfm-120-mm-fan-kf1215fd12r-p,/static/forever/img/no-image.png,120 mm,Black / White,300 - 1200 RPM,8.28 - 33.86 CFM,2.7 - 23.9 dB,Yes,
Enermax SquA RGB 3-Pack,https://pcpartpicker.com/product/gx7p99/enermax-squa-rgb-6827-cfm-120-mm-fans-3-pack-ucsqargb12p-w-bp3,https://cdna.pcpartpicker.com/static/forever/images/product/b89972d7e87854de6f66cb4684c147e9.256p.jpg,120 mm,White,300 - 1500 RPM,24.53 - 68.27 CFM,12 - 23 dB,Yes,60.28
CRYORIG Crona,https://pcpartpicker.com/product/7ZkgXL/cryorig-crona-606-cfm-120-mm-fan-cr-crona-s-1,/static/forever/img/no-image.png,120 mm,Black,400 - 1700 RPM,,16.5 - 29.7 dB,Yes,
CRYORIG Crona 3-Pack,https://pcpartpicker.com/product/VCfFf7/cryorig-crona-606-cfm-120-mm-fans-3-pack-cr-crona-s-3,/static/forever/img/no-image.png,120 mm,Black,400 - 1700 RPM,,16.5 - 29.7 dB,Yes,
CRYORIG Crona,https://pcpartpicker.com/product/mWVG3C/cryorig-crona-606-cfm-120-mm-fan-cr-crona-x-1,/static/forever/img/no-image.png,120 mm,White,400 - 1700 RPM,,16.5 - 29.7 dB,Yes,
CRYORIG Crona 3-Pack,https://pcpartpicker.com/product/8XgQzy/cryorig-crona-606-cfm-120-mm-fans-3-pack-cr-crona-x-3,/static/forever/img/no-image.png,120 mm,White,400 - 1700 RPM,,16.5 - 29.7 dB,Yes,
ID-COOLING DF-12025 3-Pack,https://pcpartpicker.com/product/DBsnTW/id-cooling-df-12025-565-cfm-120-mm-fans-3-pack-df-12025-argb-trio,https://m.media-amazon.com/images/I/415cMupTRmL.jpg,120 mm,Black / White,900 - 2000 RPM,56.5 CFM,16.2 - 31.5 dB,Yes,
ID-COOLING DF-12025 3-Pack,https://pcpartpicker.com/product/CjPgXL/id-cooling-df-12025-565-cfm-120-mm-fans-3-pack-df-12025-argb-trio-snow,https://m.media-amazon.com/images/I/41KvRXYIvnL.jpg,120 mm,Black / White,900 - 2000 RPM,56.5 CFM,16.2 - 31.5 dB,Yes,
Cooler Master Silencio FP,https://pcpartpicker.com/product/DkkgXL/cooler-master-silencio-fp-38-cfm-120-mm-fan-r4-sfnl-12fk-r1,https://cdna.pcpartpicker.com/static/forever/images/product/05040467efb52d122db1dd7f286b23bc.256p.jpg,120 mm,Black,1200 RPM,38 CFM,11 dB,No,
Scythe Kaze Flex,https://pcpartpicker.com/product/FbQfrH/scythe-kaze-flex-672-cfm-140-mm-fan-kf1425fd12r-p,/static/forever/img/no-image.png,140 mm,Black / White,300 - 1200 RPM,16.8 - 67.2 CFM,4.19 - 19.4 dB,Yes,
Scythe Kaze Flex,https://pcpartpicker.com/product/3gcRsY/scythe-kaze-flex-1008-cfm-140-mm-fan-kf1425fd18r-p,https://cdna.pcpartpicker.com/static/forever/images/product/91e77215f98574e6169108d8a453190c.256p.jpg,140 mm,Black / White,300 - 1800 RPM,16.8 - 100.8 CFM,4.19 - 26.45 dB,Yes,
Akasa Soho AR,https://pcpartpicker.com/product/FzfnTW/akasa-soho-ar-5291-cfm-120-mm-fan-ak-fn108,https://cdna.pcpartpicker.com/static/forever/images/product/c407c406f2595d4f479d766d90b9b166.256p.jpg,120 mm,Black,500 - 2000 RPM,52.91 CFM,14.2 - 31.8 dB,Yes,29.76
ID-COOLING NO-12015-XT,https://pcpartpicker.com/product/nfnypg/id-cooling-no-12015-xt-546-cfm-120-mm-fan-no-12015-xt,https://cdna.pcpartpicker.com/static/forever/images/product/d7248103b55a500ebf7ccec99ce1af0a.256p.jpg,120 mm,Black,500 - 2000 RPM,54.6 CFM,13.8 - 31.2 dB,Yes,
EK Furious Vardar EVO BB,https://pcpartpicker.com/product/dxxRsY/ek-furious-vardar-evo-bb-144-cfm-140-mm-fan-3831109880074,https://cdna.pcpartpicker.com/static/forever/images/product/55d659f529e328af1439457ee4cfd8f8.256p.jpg,140 mm,Black,2500 RPM,144 CFM,48.4 dB,Yes,
Iceberg Thermal IceGALE,https://pcpartpicker.com/product/V2Tp99/iceberg-thermal-icegale-29-cfm-80-mm-fan-icegale08-b0a,https://cdna.pcpartpicker.com/static/forever/images/product/687b7e93743181ca3cc23b5a08e2d913.256p.jpg,80 mm,Gray / White,800 - 2000 RPM,29 CFM,0 - 26 dB,Yes,
Iceberg Thermal IceGALE,https://pcpartpicker.com/product/kHrRsY/iceberg-thermal-icegale-76-cfm-120-mm-fan-icegale12-c0a,https://cdna.pcpartpicker.com/static/forever/images/product/000d29d4f4e16c70973bb240797252e9.256p.jpg,120 mm,Black / White,500 - 1850 RPM,76 CFM,0 - 35 dB,Yes,
Iceberg Thermal IceGALE,https://pcpartpicker.com/product/bRH7YJ/iceberg-thermal-icegale-96-cfm-140-mm-fan-icegale14-c0a,https://cdna.pcpartpicker.com/static/forever/images/product/889ed49d6760727f609612cabf00e1ef.256p.jpg,140 mm,Black / White,500 - 1600 RPM,96 CFM,0 - 36 dB,Yes,
Iceberg Thermal IceGALE Xtra,https://pcpartpicker.com/product/jRH7YJ/iceberg-thermal-icegale-xtra-37-cfm-80-mm-fan-icegale08d-c0a,https://cdna.pcpartpicker.com/static/forever/images/product/14c17516fe43e9ef66c4faa5258774b2.256p.jpg,80 mm,Black / White,800 - 3000 RPM,37 CFM,0 - 29 dB,Yes,
Iceberg Thermal IceGALE Xtra,https://pcpartpicker.com/product/zXFbt6/iceberg-thermal-icegale-xtra-127-cfm-120-mm-fan-icegale12d-a0a,https://cdna.pcpartpicker.com/static/forever/images/product/f868ab94c7708b092c97212562ab16e0.256p.jpg,120 mm,Teal / White,500 - 3000 RPM,127 CFM,0 - 44 dB,Yes,
Iceberg Thermal IceGALE Xtra,https://pcpartpicker.com/product/BzWzK8/iceberg-thermal-icegale-xtra-127-cfm-120-mm-fan-icegale12d-b0a,https://cdna.pcpartpicker.com/static/forever/images/product/70f36a37d0a4c0b379693308768f7392.256p.jpg,120 mm,Gray / White,500 - 3000 RPM,127 CFM,0 - 44 dB,Yes,
Iceberg Thermal IceGALE Xtra,https://pcpartpicker.com/product/YRH7YJ/iceberg-thermal-icegale-xtra-169-cfm-140-mm-fan-icegale14d-b0a,https://cdna.pcpartpicker.com/static/forever/images/product/2460fbc488abca115de688f3aa915531.256p.jpg,140 mm,Gray / White,500 - 2500 RPM,169 CFM,0 - 47 dB,Yes,
Iceberg Thermal IceGALE ARGB,https://pcpartpicker.com/product/fxt9TW/iceberg-thermal-icegale-argb-94-cfm-120-mm-fan-icegale12a-d0a,https://cdna.pcpartpicker.com/static/forever/images/product/3cdd84feaf7934e9c04c834fa6a8ea57.256p.jpg,120 mm,Teal / White,500 - 2200 RPM,94 CFM,0 - 38 dB,Yes,
Iceberg Thermal IceGALE ARGB,https://pcpartpicker.com/product/NYwypg/iceberg-thermal-icegale-argb-96-cfm-140-mm-fan-icegale14a-d0a,https://cdna.pcpartpicker.com/static/forever/images/product/cbdfc5905ce756de56a6df8136773873.256p.jpg,140 mm,Teal / White,500 - 1600 RPM,96 CFM,0 - 36 dB,Yes,
Iceberg Thermal IceGALE ARGB,https://pcpartpicker.com/product/LdgFf7/iceberg-thermal-icegale-argb-96-cfm-140-mm-fan-icegale14a-e0a,https://cdna.pcpartpicker.com/static/forever/images/product/b2038efc55eef32a3705afc8f4787575.256p.jpg,140 mm,Black / Teal,500 - 1600 RPM,96 CFM,0 - 36 dB,Yes,
Fractal Design Aspect 14 RGB,https://pcpartpicker.com/product/WRzhP6/fractal-design-aspect-14-rgb-41-cfm-140-mm-fan-fd-f-as1-1404,https://cdna.pcpartpicker.com/static/forever/images/product/7651b261b19054e6c9bc67eb219cef4d.256p.jpg,140 mm,Black,1000 RPM,41 CFM,19.5 dB,No,
be quiet! Pure Wings 2,https://pcpartpicker.com/product/xd2WGX/be-quiet-pure-wings-2-6551-cfm-120-mm-fan-bl080,https://cdna.pcpartpicker.com/static/forever/images/product/2775fd8ed54352ad5942046598ebd1bd.256p.jpg,120 mm,Black,2000 RPM,65.51 CFM,35.9 dB,No,
Corsair AF140 ELITE,https://pcpartpicker.com/product/3CQcCJ/corsair-af140-elite-845-cfm-140-mm-fan-co-9050143-ww,https://cdna.pcpartpicker.com/static/forever/images/product/e4abfe694820890b399886832ec8bd55.256p.jpg,140 mm,White / Gray,400 - 1600 RPM,15.3 - 84.5 CFM,31 dB,Yes,
Enermax HF120 3-Pack,https://pcpartpicker.com/product/T4Tp99/enermax-uchf12pargb-wp3-721-cfm-120-mm-fans-3-pack-uchf12pargb-wp3,https://m.media-amazon.com/images/I/41Rw6LenW8S.jpg,120 mm,White,500 - 1600 RPM,22.5 - 72.1 CFM,14 - 27 dB,Yes,
Enermax UCHF12PARGB-W-BP3 3-Pack,https://pcpartpicker.com/product/ZBRYcf/enermax-uchf12pargb-w-bp3-721-cfm-120-mm-fans-3-pack-uchf12pargb-w-bp3,https://cdna.pcpartpicker.com/static/forever/images/product/2cb0dee46c912813cf0e763c75b6ad02.256p.jpg,120 mm,White,500 - 1600 RPM,22.5 - 72.1 CFM,14 - 27 dB,Yes,
Scythe Kaze Flex,https://pcpartpicker.com/product/gQ2bt6/scythe-kaze-flex-5117-cfm-120-mm-fan-su1225fd12mr-rh,https://cdna.pcpartpicker.com/static/forever/images/product/b5b8a7377e0f2d68ee42ab8cd2dcd9e9.256p.jpg,120 mm,Black,1200 RPM,51.17 CFM,24.9 dB,No,
Scythe Kaze Flex,https://pcpartpicker.com/product/K2MTwP/scythe-kaze-flex-4303-cfm-120-mm-fan-su1225fd12lr-rdp,https://cdna.pcpartpicker.com/static/forever/images/product/32e0830ce37fc28c0341c3000834f2c0.256p.jpg,120 mm,Black,300 - 800 RPM,16.6 - 43.03 CFM,4 - 14.05 dB,Yes,
Scythe Kaze Flex,https://pcpartpicker.com/product/QfgQzy/scythe-kaze-flex-7976-cfm-120-mm-fan-su1225fd12hr-rnp,https://m.media-amazon.com/images/I/31fxcpV8oIL.jpg,120 mm,Black,300 - 1800 RPM,16.6 - 79.76 CFM,4 - 35.8 dB,Yes,
In Win Sirius Pure ASP120-1PK,https://pcpartpicker.com/product/dFD7YJ/in-win-sirius-pure-asp120-1pk-50-cfm-120-mm-fan-asp120fan-1pk,/static/forever/img/no-image.png,120 mm,White,500 - 1800 RPM,50 CFM,13 - 27 dB,Yes,
In Win Sirius Pure ASP120-3PK 3-Pack,https://pcpartpicker.com/product/PzVmP6/in-win-sirius-pure-asp120-3pk-50-cfm-120-mm-fans-3-pack-asp120fan-3pk,https://cdna.pcpartpicker.com/static/forever/images/product/ffa56b12c867e4a11e9015317d67c9c8.256p.jpg,120 mm,White,500 - 1800 RPM,50 CFM,13 - 27 dB,Yes,
NZXT F140P (2022),https://pcpartpicker.com/product/ms3gXL/nzxt-f140p-2022-9968-cfm-140-mm-fan-rf-p14ff-w1,https://cdna.pcpartpicker.com/static/forever/images/product/697a251dbd622553477eb40116da097e.256p.jpg,140 mm,White,500 - 1500 RPM,33.22 - 99.68 CFM,19.4 - 32.1 dB,Yes,
NZXT F140Q (2022),https://pcpartpicker.com/product/7LmmP6/nzxt-f140q-2022-101-cfm-140-mm-fan-rf-q14sf-w1,https://cdna.pcpartpicker.com/static/forever/images/product/c518e545490340f19e3deee35cda9773.256p.jpg,140 mm,White,500 - 1200 RPM,42.92 - 101 CFM,18 - 23 dB,Yes,
Thermaltake Pure A12,https://pcpartpicker.com/product/rPPgXL/thermaltake-pure-a12-5645-cfm-120-mm-fan-cl-f109-pl12bu-b,https://m.media-amazon.com/images/I/41ajOHp0cpL.jpg,120 mm,Black,500 - 1500 RPM,,,Yes,
Thermaltake Pure A12,https://pcpartpicker.com/product/2ZhmP6/thermaltake-pure-a12-5645-cfm-120-mm-fan-cl-f109-pl12gr-b,https://m.media-amazon.com/images/I/41qe4Rk2wGL.jpg,120 mm,Black,500 - 1500 RPM,,,Yes,
Thermaltake Pure A12,https://pcpartpicker.com/product/bGyqqs/thermaltake-pure-a12-5645-cfm-120-mm-fan-cl-f109-pl12re-b,https://m.media-amazon.com/images/I/41kHBzZVGiL.jpg,120 mm,Black,500 - 1500 RPM,,,Yes,
Thermaltake Pure A12,https://pcpartpicker.com/product/WjmFf7/thermaltake-pure-a12-5645-cfm-120-mm-fan-cl-f109-pl12wt-b,https://m.media-amazon.com/images/I/41UBLrWsq0L.jpg,120 mm,Black,500 - 1500 RPM,,,Yes,
Thermaltake Pure A14,https://pcpartpicker.com/product/6PPgXL/thermaltake-pure-a14-9315-cfm-140-mm-fan-cl-f110-pl14bu-b,https://m.media-amazon.com/images/I/41ajOHp0cpL.jpg,140 mm,Black,500 - 1500 RPM,,32 dB,Yes,
Thermaltake Pure A14,https://pcpartpicker.com/product/jswkcf/thermaltake-pure-a14-9315-cfm-140-mm-fan-cl-f110-pl14gr-b,https://m.media-amazon.com/images/I/41qe4Rk2wGL.jpg,140 mm,Black,500 - 1500 RPM,,32 dB,Yes,
Thermaltake Pure A14,https://pcpartpicker.com/product/B7K2FT/thermaltake-pure-a14-9315-cfm-140-mm-fan-cl-f110-pl14wt-b,https://m.media-amazon.com/images/I/41UBLrWsq0L.jpg,140 mm,Black,500 - 1500 RPM,,32 dB,Yes,
In Win Sirius Extreme ASE120P,https://pcpartpicker.com/product/nYD7YJ/in-win-sirius-extreme-ase120p-54-cfm-120-mm-fan-iw-fn-ase120-1pk,/static/forever/img/no-image.png,120 mm,Black,400 - 1500 RPM,54 CFM,21 - 25 dB,Yes,
In Win Sirius Extreme ASE120P 3-Pack,https://pcpartpicker.com/product/NKt9TW/in-win-sirius-extreme-ase120p-54-cfm-120-mm-fans-3-pack-iw-fn-ase120-3pk,https://m.media-amazon.com/images/I/41k3aPWlEhL.jpg,120 mm,Black,400 - 1500 RPM,54 CFM,21 - 25 dB,Yes,
In Win Sirius Extreme Pure ASE120P,https://pcpartpicker.com/product/LzVmP6/in-win-sirius-extreme-pure-ase120p-54-cfm-120-mm-fan-iw-fn-ase120p-1pk,/static/forever/img/no-image.png,120 mm,White,400 - 1500 RPM,54 CFM,21 - 25 dB,Yes,
ID-COOLING XF-12025-SW,https://pcpartpicker.com/product/nJLFf7/id-cooling-xf-12025-sw-745-cfm-120-mm-fan-xf-12025-sw,https://cdna.pcpartpicker.com/static/forever/images/product/371b99cdbd188a52d3bca066715241f4.256p.jpg,120 mm,White,700 - 1800 RPM,74.5 CFM,18 - 35.2 dB,Yes,
Scythe Kaze Flex ARGB,https://pcpartpicker.com/product/YVNxFT/scythe-kaze-flex-argb-5117-cfm-120-mm-fan-kf1225fd12ar-p,https://cdna.pcpartpicker.com/static/forever/images/product/482a24d9a8e662799bda6adbdd5cdc69.256p.jpg,120 mm,Black / White,300 - 1200 RPM,16.6 - 51.17 CFM,4 - 24.9 dB,Yes,
Scythe Kaze Flex ARGB,https://pcpartpicker.com/product/4KjBD3/scythe-kaze-flex-argb-6647-cfm-120-mm-fan-kf1225fd15ar-p,/static/forever/img/no-image.png,120 mm,Black / White,300 - 1500 RPM,16.6 - 66.47 CFM,4 - 29.75 dB,Yes,
Scythe Kaze Flex ARGB,https://pcpartpicker.com/product/fJLFf7/scythe-kaze-flex-argb-7976-cfm-120-mm-fan-kf1225fd18ar-p,https://cdna.pcpartpicker.com/static/forever/images/product/482a24d9a8e662799bda6adbdd5cdc69.256p.jpg,120 mm,Black / White,300 - 1800 RPM,16.6 - 79.76 CFM,4 - 35.8 dB,Yes,19.95
Gelid Solutions Silent Pro 14 PWM,https://pcpartpicker.com/product/BMstt6/gelid-solutions-silent-pro-14-pwm-140-mm-fan-fn-px14p-15,https://m.media-amazon.com/images/I/414P49bqCML.jpg,140 mm,Black / White,450 - 1500 RPM,,27.8 dB,Yes,
ID-COOLING CRYSTAL 120 WHITE,https://pcpartpicker.com/product/4WFbt6/id-cooling-crystal-120-white-682-cfm-120-mm-fan-crystal-120-white,https://cdna.pcpartpicker.com/static/forever/images/product/d509d2e924133896dde91ea14fdf4726.256p.jpg,120 mm,White,500 - 1500 RPM,68.2 CFM,13.8 - 30.5 dB,Yes,
ID-COOLING DF-12025-ARGB,https://pcpartpicker.com/product/ktzhP6/id-cooling-df-12025-argb-565-cfm-120-mm-fan-df-12025-argb,https://cdna.pcpartpicker.com/static/forever/images/product/524e7ee157868562a30274f8697818f0.256p.jpg,120 mm,Black,900 - 2000 RPM,56.5 CFM,16.2 - 31.5 dB,Yes,
ID-COOLING DF-12025-ARGB-XT,https://pcpartpicker.com/product/xM92FT/id-cooling-df-12025-argb-xt-565-cfm-120-mm-fan-df-12025-argb-xt,https://cdna.pcpartpicker.com/static/forever/images/product/0949cb1a2af80f042fb2b28d6291ed47.256p.jpg,120 mm,Black / White,900 - 2000 RPM,56.5 CFM,16.2 - 31.5 dB,Yes,
