Name,URL,Image,Size,Color,RPM,Airflow,Noise Level,PWM,Price
Noctua A12x25 PWM,https://pcpartpicker.com/product/zxx2FT/noctua-nf-a12x25-pwm-601-cfm-120mm-fan-nf-a12x25-pwm,https://cdna.pcpartpicker.com/static/forever/images/product/0678f7edda3cb1ccb18c4ae46ae94dce.256p.jpg,120 mm,Brown,450 - 2000 RPM,49.73 - 60.1 CFM,18.8 - 22.6 dB,Yes,34.90
Lian Li UNI FAN CL Wireless 3-Pack,https://pcpartpicker.com/product/4pQwrH/lian-li-uni-fan-cl-wireless-723-cfm-120-mm-fans-3-pack-12rcl1w3b,https://cdna.pcpartpicker.com/static/forever/images/product/ac806547023b0bc7ebf4a5e03ae9946f.256p.jpg,120 mm,Black,250 - 2100 RPM,72.3 CFM,30.8 dB,Yes,54.99
Thermalright TL-S12 X3 3-Pack,https://pcpartpicker.com/product/4zkH99/thermalright-tl-s12-x3-476-cfm-120-mm-fans-3-pack-tl-s12-x3,https://m.media-amazon.com/images/I/41BVJ6HFh5L.jpg,120 mm,Black,1500 RPM,47.6 CFM,23.2 dB,Yes,16.79
Thermalright TL-M12R,https://pcpartpicker.com/product/nfFCmG/thermalright-tl-m12r-426-cfm-120-mm-fan-tl-m12r,https://m.media-amazon.com/images/I/410nnwcySzL.jpg,120 mm,Black,1500 RPM,42.6 CFM,23.2 dB,Yes,7.29
NZXT F120Q (2024),https://pcpartpicker.com/product/DbJp99/nzxt-f120q-2024-7426-cfm-120-mm-fan-rf-q12sf-b2,https://cdna.pcpartpicker.com/static/forever/images/product/61cdf469b35dce9132380aa21e5bf19b.256p.jpg,120 mm,Black,500 - 1700 RPM,74.26 CFM,25.1 dB,Yes,14.99
ARCTIC P12 Pro PST,https://pcpartpicker.com/product/zMrp99/arctic-p12-pro-pst-77-cfm-120-mm-fan-acfan00308a,https://cdna.pcpartpicker.com/static/forever/images/product/5586bdca82f8d5f31423d08f1d73ca24.256p.jpg,120 mm,White,600 - 3000 RPM,77 CFM,,Yes,9.99
Noctua A12x15 PWM,https://pcpartpicker.com/product/rhQRsY/noctua-nf-a12x15-pwm-942-cfm-120mm-fan-nf-a12x15-pwm,https://m.media-amazon.com/images/I/514gIm4VMOL.jpg,120 mm,Brown,450 - 1850 RPM,41.67 - 55.44 CFM,16.8 - 23.9 dB,Yes,23.95
Corsair iCUE LINK QX120 RGB Starter Kit 3-Pack,https://pcpartpicker.com/product/LgP8TW/corsair-icue-link-qx120-rgb-starter-kit-631-cfm-120-mm-fans-3-pack-co-9051006-ww,https://cdna.pcpartpicker.com/static/forever/images/product/8f3438eda9d37525b52ab2be44037569.256p.jpg,120 mm,White,480 - 2400 RPM,16.44 - 63.1 CFM,,Yes,109.99
be quiet! Pure Wings 3,https://pcpartpicker.com/product/RRMMnQ/be-quiet-pure-wings-3-574-cfm-140-mm-fan-bl108,https://cdna.pcpartpicker.com/static/forever/images/product/20e2d98082b9902b2c1fda7345bd797c.256p.jpg,140 mm,Black,1200 RPM,57.4 CFM,21.9 dB,Yes,13.50
ARCTIC P14 Pro A-RGB,https://pcpartpicker.com/product/hWy8TW/arctic-p14-pro-a-rgb-110-cfm-140-mm-fan-acfan00315a,https://m.media-amazon.com/images/I/41xM9nvUf9L.jpg,140 mm,Black,400 - 2500 RPM,110 CFM,,Yes,14.49
ARCTIC P12 Pro Reverse,https://pcpartpicker.com/product/bmZWGX/arctic-p12-pro-reverse-73-cfm-120-mm-fan-acfan00331a,https://cdna.pcpartpicker.com/static/forever/images/product/f3dd497766467409f3d505e7433364b8.256p.jpg,120 mm,Black,500 - 3000 RPM,73 CFM,,Yes,8.99
Phanteks M25G2-120 D-RGB Reverse 3-Pack,https://pcpartpicker.com/product/CL2j4D/phanteks-m25g2-120-d-rgb-reverse-7369-cfm-120-mm-fans-3-pack-ph-f120m25r_g2_dbk01_3p,https://cdna.pcpartpicker.com/static/forever/images/product/0046c2d734c1d6351e091b207daaf00f.256p.jpg,120 mm,Black,350 - 2000 RPM,73.69 CFM,39.28 dB,Yes,42.98
Corsair RS120-R 3-Pack,https://pcpartpicker.com/product/kjvscf/corsair-rs120-r-6582-cfm-120-mm-fans-3-pack-co-9050196-ww,https://cdna.pcpartpicker.com/static/forever/images/product/82573a109a4cbdb97e3a4ff228b22d04.256p.jpg,120 mm,Black,420 - 2100 RPM,13.33 - 65.82 CFM,10 - 34.6 dB,Yes,44.99
Phanteks T30-120,https://pcpartpicker.com/product/LqrRsY/phanteks-t30-120-101-cfm-120-mm-fan-ph-f120t30_bg,https://cdna.pcpartpicker.com/static/forever/images/product/8c344cdb49ed49922789f78b1c9bac98.256p.jpg,120 mm,Black,,0 - 101 CFM,0 - 39.7 dB,Yes,36.98
Thermalright TL-M12R-S,https://pcpartpicker.com/product/Wpbypg/thermalright-tl-m12r-s-476-cfm-120-mm-fan-tl-m12r-s,https://m.media-amazon.com/images/I/41i2fIQs7bL.jpg,120 mm,Black,1500 RPM,47.6 CFM,23.2 dB,Yes,10.59
Corsair RS120,https://pcpartpicker.com/product/DqCZxr/corsair-rs120-728-cfm-120-mm-fan-co-9050188-ww,https://cdna.pcpartpicker.com/static/forever/images/product/1bfd7cf44d0aec51971c7cb5282c78f6.256p.jpg,120 mm,Black,420 - 2100 RPM,13.3 - 72.8 CFM,10 - 36 dB,Yes,14.99
ARCTIC P12 Pro A-RGB,https://pcpartpicker.com/product/L7gZxr/arctic-p12-pro-a-rgb-77-cfm-120-mm-fan-acfan00311a,https://cdna.pcpartpicker.com/static/forever/images/product/6b5e086110ed11bf92721519b72f9eb8.256p.jpg,120 mm,White,600 - 3000 RPM,77 CFM,,Yes,13.49
Lian Li UNI FAN SL Wireless LCD 3-Pack,https://pcpartpicker.com/product/c63NnQ/lian-li-uni-fan-sl-wireless-lcd-5145-cfm-120-mm-fans-3-pack-12rsllcd1w3w,https://cdna.pcpartpicker.com/static/forever/images/product/15baaf686102d1c7af31b4b9989e89be.256p.jpg,120 mm,White,350 - 1900 RPM,51.45 CFM,31 dB,Yes,129.99
Corsair iCUE LINK LX120 RGB 3-Pack,https://pcpartpicker.com/product/pfwmP6/corsair-icue-link-lx120-rgb-120-mm-fans-3-pack-co-9051030-ww,https://cdna.pcpartpicker.com/static/forever/images/product/8b8bf830957d0d3f8ba163129eb650a2.256p.jpg,120 mm,White,400 - 2400 RPM,,10 - 36 dB,Yes,114.99
NZXT F120 RGB Core,https://pcpartpicker.com/product/Rz6NnQ/nzxt-f120-rgb-core-7886-cfm-120-mm-fan-rf-c12sf-w1,https://m.media-amazon.com/images/I/31FyaRwrVCL.jpg,120 mm,White,500 - 1800 RPM,78.86 CFM,33.88 dB,Yes,25.48
Noctua A14 PWM,https://pcpartpicker.com/product/dwR48d/noctua-case-fan-nfa14pwm,https://images-eu.ssl-images-amazon.com/images/I/51WGw7ggbXL.jpg,140 mm,Brown,300 - 1500 RPM,68 - 82.5 CFM,19.2 - 24.6 dB,Yes,24.95
Lian Li UNI FAN SL Wireless LCD 3-Pack,https://pcpartpicker.com/product/CpZXsY/lian-li-uni-fan-sl-wireless-lcd-5145-cfm-120-mm-fans-3-pack-12rsllcd1w3b,https://cdna.pcpartpicker.com/static/forever/images/product/eb3a40e5f15060742f40f0f3e5d9d0d1.256p.jpg,120 mm,Black,350 - 1900 RPM,51.45 CFM,31 dB,Yes,129.99
Thermalright TL-C14C-S,https://pcpartpicker.com/product/HQxxFT/thermalright-tl-c14c-s-758-cfm-140-mm-fan-tl-c14c-s,https://m.media-amazon.com/images/I/41WNx4bdKOL.jpg,140 mm,Black,1500 RPM,75.8 CFM,26.4 dB,Yes,8.28
Thermalright TL-S12-S X3 3-Pack,https://pcpartpicker.com/product/4bV2FT/thermalright-tl-s12-s-x3-476-cfm-120-mm-fans-3-pack-tl-s12-s-x3,https://m.media-amazon.com/images/I/41dW0Qyl0iL.jpg,120 mm,Black,1500 RPM,47.6 CFM,23 - 23.2 dB,Yes,13.29
Thermalright TL-C12RB-S V2,https://pcpartpicker.com/product/gBzXsY/thermalright-tl-c12rb-s-v2-58-cfm-120-mm-fan-tl-c12rb-s-v2,https://m.media-amazon.com/images/I/41EVajn4ofL.jpg,120 mm,Black / White,1500 RPM,58 CFM,25.6 dB,Yes,8.90
Lian Li UNI FAN CL Wireless 3-Pack,https://pcpartpicker.com/product/ZcgZxr/lian-li-uni-fan-cl-wireless-7734-cfm-120-mm-fans-3-pack-12cl1w3b,https://cdna.pcpartpicker.com/static/forever/images/product/e9604a5bf19caebd6ae5424c0dfc8f69.256p.jpg,120 mm,Black,250 - 2150 RPM,77.34 CFM,29.8 dB,Yes,54.99
ARCTIC P12 Slim PWM PST,https://pcpartpicker.com/product/YCbTwP/arctic-p12-slim-pwm-pst-411-cfm-120-mm-fan-acfan00187a,https://cdna.pcpartpicker.com/static/forever/images/product/585539606f3c6e915473368a8855c26a.256p.jpg,120 mm,Black,300 - 2100 RPM,41.1 CFM,22.5 dB,Yes,9.99
NZXT F120 RGB 3-Pack,https://pcpartpicker.com/product/ptVmP6/nzxt-f120-rgb-5018-cfm-120-mm-fans-3-pack-rf-r12tf-b1,https://cdna.pcpartpicker.com/static/forever/images/product/599ca637ac99955d5bb39093be8517c8.256p.jpg,120 mm,Black,500 - 1800 RPM,13.94 - 50.18 CFM,17.2 - 27.5 dB,Yes,80.09
Lian Li UNI FAN TL Wireless 3-Pack,https://pcpartpicker.com/product/nGfV3C/lian-li-uni-fan-tl-wireless-901-cfm-120-mm-fans-3-pack-12tl1w3w,https://cdna.pcpartpicker.com/static/forever/images/product/e9f5d75f1f21eae858e9b45e7e40b594.256p.jpg,120 mm,White,200 - 2600 RPM,90.1 CFM,33 dB,Yes,94.99
DARKROCK F120 3-Pack,https://pcpartpicker.com/product/6WwD4D/darkrock-f120-120-mm-fans-3-pack-dr-fan-f120-bk-x3,https://m.media-amazon.com/images/I/41S4YoridrL.jpg,120 mm,Black,800 - 1600 RPM,,,Yes,14.99
Corsair iCUE LINK RX120 MAX RGB Starter Kit 3-Pack,https://pcpartpicker.com/product/2Q88TW/corsair-icue-link-rx120-max-rgb-starter-kit-713-cfm-120-mm-fans-3-pack-co-9051034-ww,https://cdna.pcpartpicker.com/static/forever/images/product/3965f89f55cc758a186c360ced3a04e6.256p.jpg,120 mm,Black,400 - 2000 RPM,16.3 - 71.3 CFM,10 - 29.5 dB,Yes,
Asiahorse Nyota,https://pcpartpicker.com/product/Y6ZWGX/asiahorse-nyota-615-cfm-120-mm-fan-nyota-a12-black-1pack-de,https://m.media-amazon.com/images/I/41r2IXOGy6L.jpg,120 mm,Black,800 - 2000 RPM,61.5 CFM,,Yes,
BGears b-Blaster,https://pcpartpicker.com/product/tQK2FT/bgears-b-blaster-140x38-308-cfm-140-mm-fan-b-blaster-140x38,https://cdna.pcpartpicker.com/static/forever/images/product/c7a2aa88cdeb6dbe80118c492a52d141.256p.jpg,140 mm,Black,5200 RPM,308 CFM,70 dB,No,31.99
Asus TUF Gaming TR120 ARGB 3-Pack,https://pcpartpicker.com/product/gvnXsY/asus-tuf-gaming-tr120-argb-774-cfm-120-mm-fans-3-pack-tuf-gaming-tr120-fan-argb-black-3in1,https://cdna.pcpartpicker.com/static/forever/images/product/bcbf23d68c3de917c0eb50cf2e162b46.256p.jpg,120 mm,Black,2000 RPM,77.4 CFM,29 dB,Yes,69.98
Thermalright TL-M12Q X3 3-Pack,https://pcpartpicker.com/product/kHqNnQ/thermalright-tl-m12q-x3-689-cfm-120-mm-fans-3-pack-tl-m12q-x3,https://cdna.pcpartpicker.com/static/forever/images/product/ab3e71c52aa2f953de5b1a84de81959e.256p.jpg,120 mm,Black,2000 RPM,68.9 CFM,28.2 dB,Yes,29.90
Noctua A9x14 HS-PWM chromax.Black.swap,https://pcpartpicker.com/product/NbpmP6/noctua-nf-a9x14-hs-pwm-chromaxblackswap-3384-cfm-92-mm-fan-nf-a9x14-hs-pwm-chromaxblackswap,https://m.media-amazon.com/images/I/410WTApJrLL.jpg,92 mm,Black / Multicolor,600 - 2500 RPM,33.84 CFM,23.6 dB,Yes,23.95
ARCTIC P14 Pro A-RGB 3-Pack,https://pcpartpicker.com/product/Hw8Pxr/arctic-p14-pro-a-rgb-110-cfm-140-mm-fans-3-pack-acfan00320a,https://m.media-amazon.com/images/I/415+88bjkRL.jpg,140 mm,Black,400 - 2500 RPM,110 CFM,,Yes,32.99
Lian Li UNI FAN TL LCD 120 Reverse Blade 3-Pack,https://pcpartpicker.com/product/G2n9TW/lian-li-uni-fan-tl-lcd-120-reverse-blade-834-cfm-120-mm-fans-3-pack-12rtllcd3b,https://cdna.pcpartpicker.com/static/forever/images/product/696db95601c70fe340bcf0387a198dcc.256p.jpg,120 mm,Black,,83.4 CFM,34 dB,Yes,
be quiet! Silent Wings 4,https://pcpartpicker.com/product/ZVpzK8/be-quiet-silent-wings-4-767-cfm-120-mm-fan-bl094,https://cdna.pcpartpicker.com/static/forever/images/product/0a976e588b9e1f78a411ff7123a511a9.256p.jpg,120 mm,Black,2500 RPM,76.7 CFM,32.1 - 31.2 dB,Yes,23.50
be quiet! Silent Wings 4,https://pcpartpicker.com/product/4Hytt6/be-quiet-silent-wings-4-513-cfm-140-mm-fan-bl096,https://cdna.pcpartpicker.com/static/forever/images/product/29f0237ef9e955fc60133b4ed4ccdf90.256p.jpg,140 mm,Black,1100 RPM,51.3 CFM,13.6 dB,Yes,24.88
Phanteks T30-120 3-Pack,https://pcpartpicker.com/product/YwmmP6/phanteks-t30-120-101-cfm-120-mm-fans-3-pack-ph-f120t30_bg_3p,https://cdna.pcpartpicker.com/static/forever/images/product/8bb52c1eb6f11b4eedf9846f3caad8e1.256p.jpg,120 mm,Black,,0 - 101 CFM,0 - 39.7 dB,Yes,114.99
Noctua A8 PWM,https://pcpartpicker.com/product/XK8H99/noctua-case-fan-nfa8pwm,https://m.media-amazon.com/images/I/41j4peCaNmL.jpg,80 mm,Brown,450 - 2200 RPM,25.84 - 32.66 CFM,13.8 - 17.7 dB,Yes,17.95
Thermalright TL-C12B-S V3 X3 3-Pack,https://pcpartpicker.com/product/yDmNnQ/thermalright-tl-c12b-s-v3-x3-6617-cfm-120-mm-fans-3-pack-tl-c12b-s-v3-x3,https://m.media-amazon.com/images/I/41UQRfs04qL.jpg,120 mm,Black,1500 RPM,66.17 CFM,25.6 dB,Yes,14.90
Thermalright TL-M12QRW X3 3-Pack,https://pcpartpicker.com/product/bRwD4D/thermalright-tl-m12qrw-x3-476-cfm-120-mm-fans-3-pack-tl-m12qrw-x3,https://cdna.pcpartpicker.com/static/forever/images/product/b7898ed6bae539b9e00bc603766b4eb8.256p.jpg,120 mm,White,1500 RPM,47.6 CFM,23.2 dB,Yes,29.90
be quiet! Pure Wings 3 PWM 3-Pack,https://pcpartpicker.com/product/x79nTW/be-quiet-pure-wings-3-pwm-471-cfm-120-mm-fans-3-pack-bl137,https://cdna.pcpartpicker.com/static/forever/images/product/1d13716e108f2e92d2d0632388a0a3eb.256p.jpg,120 mm,Black,1500 RPM,47.1 CFM,28.5 dB,Yes,32.90
be quiet! Light Wings PWM high-speed 3-Pack,https://pcpartpicker.com/product/KyZ9TW/be-quiet-light-wings-pwm-high-speed-523-cfm-120-mm-fans-3-pack-bl077,https://cdna.pcpartpicker.com/static/forever/images/product/4ae9ee05e9d1f1022f1c2a548a9f2244.256p.jpg,120 mm,Black,2500 RPM,52.3 CFM,31 dB,Yes,69.90
Corsair RS120-R 3-Pack,https://pcpartpicker.com/product/rm2j4D/corsair-rs120-r-6582-cfm-120-mm-fans-3-pack-co-9050197-ww,https://cdna.pcpartpicker.com/static/forever/images/product/bbfac85258868576898f0b71f61f218e.256p.jpg,120 mm,White,420 - 2100 RPM,13.33 - 65.82 CFM,10 - 34.6 dB,Yes,44.99
ARCTIC P14 Pro Reverse A-RGB 3-Pack,https://pcpartpicker.com/product/rKLp99/arctic-p14-pro-reverse-a-rgb-98-cfm-140-mm-fans-3-pack-acfan00327a,https://m.media-amazon.com/images/I/41NqR-YKeXL.jpg,140 mm,Black,400 - 2650 RPM,98 CFM,,Yes,33.99
Noctua F12 PWM,https://pcpartpicker.com/product/b2vRsY/noctua-nf-f12-pwm-5497-cfm-120-mm-fan-nf-f12-pwm,https://m.media-amazon.com/images/I/51XJUg1ka3L.jpg,120 mm,Brown,300 - 1500 RPM,43.73 - 54.97 CFM,18.6 - 22.4 dB,Yes,21.95
Lian Li UNI FAN SL-INF Wireless 3-Pack,https://pcpartpicker.com/product/fD7MnQ/lian-li-uni-fan-sl-inf-wireless-67-cfm-120-mm-fans-3-pack-12slin1w3w,https://cdna.pcpartpicker.com/static/forever/images/product/3e5e73e7f0832e7c69c1f5a9b9a0f386.256p.jpg,120 mm,White,200 - 2300 RPM,67 CFM,29.2 dB,Yes,99.99
Lian Li UNI FAN TL LCD Wireless 3-Pack,https://pcpartpicker.com/product/4NNscf/lian-li-uni-fan-tl-lcd-wireless-62-cfm-120-mm-fans-3-pack-12tllcd1w3w,https://cdna.pcpartpicker.com/static/forever/images/product/eaef77cb8e2e089a0c3ac81de38429e5.256p.jpg,120 mm,White,350 - 1900 RPM,62 CFM,27 dB,Yes,134.99
Phanteks M25G2-120 D-RGB 3-Pack,https://pcpartpicker.com/product/whgZxr/phanteks-m25g2-120-d-rgb-7272-cfm-120-mm-fans-3-pack-ph-f120m25_g2_dbk01-_3p,https://cdna.pcpartpicker.com/static/forever/images/product/0046c2d734c1d6351e091b207daaf00f.256p.jpg,120 mm,Black,350 - 2000 RPM,72.72 CFM,35.13 dB,Yes,36.99
DARKROCK BK3 3-Pack,https://pcpartpicker.com/product/WQxTwP/darkrock-bk3-478-cfm-120-mm-fans-3-pack-bk3,https://m.media-amazon.com/images/I/41VV8KbXiGL.jpg,120 mm,Black,1200 RPM,47.8 CFM,32.1 dB,No,8.99
Lian Li UNI FAN SL V2 120 Reverse,https://pcpartpicker.com/product/CvvD4D/lian-li-uni-fan-sl-v2-120-reverse-654-cfm-120-mm-fan-rsl120v2-1b,https://cdna.pcpartpicker.com/static/forever/images/product/f00eaf78eeb39a955822d953baa9b60d.256p.jpg,120 mm,Black,250 - 2000 RPM,65.4 CFM,32 dB,Yes,
Lian Li UNI FAN TL LCD 120 3-Pack,https://pcpartpicker.com/product/Nsgrxr/lian-li-uni-fan-tl-lcd-120-901-cfm-120-mm-fans-3-pack-12tllcd3b,https://cdna.pcpartpicker.com/static/forever/images/product/898f2b2f4de6f465ef17e153d900bedd.256p.jpg,120 mm,Black,,90.1 CFM,33 dB,Yes,136.99
Montech AX120,https://pcpartpicker.com/product/bfCZxr/montech-ax120-59-cfm-120-mm-fan-ax120-pwm-black,https://cdna.pcpartpicker.com/static/forever/images/product/82033a9279fc751a45c74f1d11ad0ceb.256p.jpg,120 mm,Black,800 - 1600 RPM,59 CFM,27 dB,Yes,9.99
Lian Li UNI FAN TL LCD Wireless 3-Pack,https://pcpartpicker.com/product/YWXMnQ/lian-li-uni-fan-tl-lcd-wireless-62-cfm-120-mm-fans-3-pack-12tllcd1w3b,https://cdna.pcpartpicker.com/static/forever/images/product/68329d678f0b553c32de0d5ae35d775f.256p.jpg,120 mm,Black,350 - 1900 RPM,62 CFM,27 dB,Yes,124.99
Lian Li UNI FAN SL-INF Wireless 3-Pack,https://pcpartpicker.com/product/4JgZxr/lian-li-uni-fan-sl-inf-wireless-67-cfm-120-mm-fans-3-pack-12slin1w3b,https://cdna.pcpartpicker.com/static/forever/images/product/74f82c3a97c64f6b54b90aefd6c14226.256p.jpg,120 mm,Black,200 - 2300 RPM,67 CFM,29.2 dB,Yes,100.99
Lian Li UNI FAN SL V2 120 Reverse,https://pcpartpicker.com/product/cPhv6h/lian-li-uni-fan-sl-v2-120-reverse-654-cfm-120-mm-fan-rsl120v2-1w,https://cdna.pcpartpicker.com/static/forever/images/product/c99cdfbda7281243844a1b8acebacc03.256p.jpg,120 mm,White,250 - 2000 RPM,65.4 CFM,32 dB,Yes,
Corsair iCUE LINK RX140 2-Pack,https://pcpartpicker.com/product/2NHqqs/corsair-icue-link-rx140-957-cfm-140-mm-fans-2-pack-co-9051020-ww,https://cdna.pcpartpicker.com/static/forever/images/product/d24c42eed3230bb8350a883a3fbedff6.256p.jpg,140 mm,Black / White,1700 RPM,18.1 - 95.7 CFM,10 - 36 dB,No,89.99
Corsair RS120 3-Pack,https://pcpartpicker.com/product/sL88TW/corsair-rs120-728-cfm-120-mm-fans-3-pack-co-9050193-ww,https://cdna.pcpartpicker.com/static/forever/images/product/290ff96b1f30c580f4aa661f7b34b2a7.256p.jpg,120 mm,White,420 - 2100 RPM,13.3 - 72.8 CFM,10 - 36 dB,Yes,44.99
ARCTIC S12038-8K 3-Pack,https://pcpartpicker.com/product/njjRsY/arctic-s12038-8k-220-cfm-120-mm-fans-3-pack-acfan00302a,https://m.media-amazon.com/images/I/41ISlTnxrDL.jpg,120 mm,Black,800 - 8000 RPM,220 CFM,,Yes,39.99
Thermalright TL-P12W-S,https://pcpartpicker.com/product/7ffxFT/thermalright-tl-p12w-s-5286-cfm-120-mm-fan-tl-p12w-s,https://m.media-amazon.com/images/I/41vwHYPSLVL.jpg,120 mm,White,1500 RPM,52.86 CFM,22.1 dB,Yes,5.39
Corsair iCUE LINK QX140 RGB Starter Kit 2-Pack,https://pcpartpicker.com/product/nBrqqs/corsair-icue-link-qx140-rgb-starter-kit-825-cfm-140-mm-fans-2-pack-co-9051004-ww,https://cdna.pcpartpicker.com/static/forever/images/product/2bb0d86bb070e6b864aeebabb5d6b42d.256p.jpg,140 mm,Black,400 - 2000 RPM,12.1 - 82.5 CFM,,Yes,149.99
Lian Li UNI FAN TL Wireless 3-Pack,https://pcpartpicker.com/product/M3FCmG/lian-li-uni-fan-tl-wireless-834-cfm-120-mm-fans-3-pack-12rtl1w3w,https://cdna.pcpartpicker.com/static/forever/images/product/1da48769cce7ea8e8af5ace9cf5bbbfc.256p.jpg,120 mm,White,200 - 2300 RPM,83.4 CFM,34 dB,Yes,99.99
Asus ROG STRIX XF,https://pcpartpicker.com/product/L2stt6/asus-rog-strix-xf-120-625-cfm-120-mm-fan-rog-strix-xf-120,https://cdna.pcpartpicker.com/static/forever/images/product/5367609ba2ba991fea41ef5f5c6010cc.256p.jpg,120 mm,Black,1800 RPM,62.5 CFM,22.5 dB,Yes,13.99
Asiahorse Nyota 3-Pack,https://pcpartpicker.com/product/nsFCmG/asiahorse-nyota-615-cfm-120-mm-fans-3-pack-nyota-a12-white-3pack-de,https://m.media-amazon.com/images/I/41Tldw+rzYL.jpg,120 mm,White,800 - 2000 RPM,61.5 CFM,,Yes,
Thermalright TL-C12CW-S,https://pcpartpicker.com/product/WhRwrH/thermalright-tl-c12cw-s-6617-cfm-120-mm-fan-tl-c12cw-s,https://cdna.pcpartpicker.com/static/forever/images/product/4c80947e5728d77b511f428c5b6af738.256p.jpg,120 mm,White,1550 RPM,66.17 CFM,25.6 dB,Yes,6.69
Corsair RS140 ARGB,https://pcpartpicker.com/product/gbmNnQ/corsair-rs140-argb-955-cfm-140-mm-fan-co-9050182-ww,https://cdna.pcpartpicker.com/static/forever/images/product/28fb2efdef67bca916753b0442fe0a06.256p.jpg,140 mm,Black,330 - 1700 RPM,14.6 - 95.5 CFM,10 - 36 dB,Yes,24.99
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,https://pcpartpicker.com/product/7zpmP6/thermaltake-riing-quad-14-rgb-radiator-fan-tt-6017-cfm-140-mm-fans-3-pack-cl-f101-pl14sw-b,https://cdna.pcpartpicker.com/static/forever/images/product/1eb86eab6e522e331386983a334205f4.256p.jpg,140 mm,White,500 - 1400 RPM,60.17 CFM,26.1 dB,Yes,64.98
Phanteks D30-120 Reversed 3-Pack,https://pcpartpicker.com/product/hrV2FT/phanteks-d30-120-reversed-615-cfm-120-mm-fans-3-pack-ph-f120d30r_drgb_pwm_bk01_3p,https://cdna.pcpartpicker.com/static/forever/images/product/a2442a0a35374d7415c70aafbc9d0d88.256p.jpg,120 mm,Black,250 - 2000 RPM,61.5 CFM,31.8 dB,Yes,99.99
Thermalright TL-M12Q,https://pcpartpicker.com/product/sfkqqs/thermalright-tl-m12q-689-cfm-120-mm-fan-tl-m12q,https://cdna.pcpartpicker.com/static/forever/images/product/ef43b2473686004d17c322083421985b.256p.jpg,120 mm,Black,2000 RPM,68.9 CFM,28.2 dB,Yes,9.90
Thermalright TL-C14C,https://pcpartpicker.com/product/2p4Zxr/thermalright-tl-c14c-758-cfm-140-mm-fan-tl-c14c,https://m.media-amazon.com/images/I/411jmROX1ML.jpg,140 mm,Black,1500 RPM,75.8 CFM,26.4 dB,Yes,7.99
NZXT F120 RGB Core 3-Pack,https://pcpartpicker.com/product/97RwrH/nzxt-f120-rgb-core-7886-cfm-120-mm-fans-3-pack-rf-c12tf-b1,https://m.media-amazon.com/images/I/41dKWCLIduL.jpg,120 mm,Black,500 - 1800 RPM,78.86 CFM,33.88 dB,Yes,
Thermalright TL-S12,https://pcpartpicker.com/product/YsmNnQ/thermalright-tl-s12-476-cfm-120-mm-fan-tl-s12,https://m.media-amazon.com/images/I/41NT0BmmlPL.jpg,120 mm,Black,1500 RPM,47.6 CFM,23.2 dB,Yes,7.09
Thermalright TL-M12,https://pcpartpicker.com/product/Qg4Zxr/thermalright-tl-m12-476-cfm-120-mm-fan-tl-m12,https://m.media-amazon.com/images/I/41naUkxs4vL.jpg,120 mm,Black,1500 RPM,47.6 CFM,23.2 dB,Yes,7.29
Thermalright TL-C12CW-S X5 5-Pack,https://pcpartpicker.com/product/kMqrxr/thermalright-tl-c12cw-s-x5-6617-cfm-120-mm-fans-5-pack-tl-c12cw-s-x5,/static/forever/img/no-image.png,120 mm,White,1550 RPM,66.17 CFM,25.6 dB,Yes,20.90
Xigmatek eXTREME SILENT,https://pcpartpicker.com/product/vpCwrH/xigmatek-xsf-f8252-36-cfm-80-mm-fan-xsf-f8252,https://m.media-amazon.com/images/I/41TFoJQOuWL.jpg,80 mm,Black,2200 RPM,36 CFM,24 dB,No,5.49
be quiet! Light Wings LX 3-Pack,https://pcpartpicker.com/product/s2tLrH/be-quiet-light-wings-lx-618-cfm-120-mm-fans-3-pack-bl124,https://cdna.pcpartpicker.com/static/forever/images/product/334ac229fc80499d3121cf51f953029a.256p.jpg,120 mm,Black,2100 RPM,61.8 CFM,30.9 dB,Yes,47.50
Montech RX120,https://pcpartpicker.com/product/6Fqrxr/montech-rx120-59-cfm-120-mm-fan-rx120-pwm-black,https://cdna.pcpartpicker.com/static/forever/images/product/3121276562b9256673a3cbcf013ab3e9.256p.jpg,120 mm,Black,800 - 1600 RPM,59 CFM,27 dB,Yes,12.90
ARCTIC P14 Pro A-RGB,https://pcpartpicker.com/product/ptrp99/arctic-p14-pro-a-rgb-110-cfm-140-mm-fan-acfan00318a,https://m.media-amazon.com/images/I/41ItcZmrPHL.jpg,140 mm,White,400 - 2500 RPM,110 CFM,,Yes,15.49
Thermalright TL-C12B-S V3,https://pcpartpicker.com/product/s6Kscf/thermalright-tl-c12b-s-v3-6617-cfm-120-mm-fan-tl-c12b-s-v3,https://m.media-amazon.com/images/I/510y5TnSOlL.jpg,120 mm,Black,1500 RPM,66.17 CFM,25.6 dB,Yes,6.79
ARCTIC P12 5-Pack,https://pcpartpicker.com/product/t7WBD3/arctic-p12-563-cfm-120-mm-fans-5-pack-acfan00135a,https://cdna.pcpartpicker.com/static/forever/images/product/eaa12e42df4b0de6e4e6fb13480f4c5e.256p.jpg,120 mm,Black,1800 RPM,56.3 CFM,,No,23.98
