Name,Manufacturer,Part #,Socket / CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,M.2 Slots,SATA 6.0 Gb/s Ports,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 3.2 Gen 1 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Uses Back-Connect Connectors
MSI MAG A520M BAZOOKA WIFI,MSI ,MAG A520M BAZOOKA WIFI ,AM4 ,Micro ATX ,AMD A520 ,128 GB ,DDR4 ,4 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4400 | ,Black ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports (Realtek 8111H) ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 5 ,Yes ,No 
ASRock B860M-CW,ASRock ,B860M-CW ,LGA1851 ,Micro ATX ,Intel B860 ,256 GB ,DDR5 ,4 , DDR5-4400 | DDR5-6400 | DDR5-6800 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | ,White / Black ,4 , 2242/2260/2280 M-key | 2280 M-key | 2280 M-key | 2230 E-key | ,4 ,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 6 ,Yes ,No 
Asus B860M-BRO,Asus ,B860M-BRO ,LGA1851 ,Micro ATX ,Intel B860 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | DDR5-8800 | ,White / Black ,1 , 2280 M-key | 2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Asus B860M-E,Asus ,B860M-E ,LGA1851 ,Micro ATX ,Intel B860 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | DDR5-8800 | ,Black / Gray ,1 , 2242/2260/2280 M-key | 2230 E-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Asus H810M AYW GAMING WIFI,Asus ,H810M AYW GAMING WIFI ,LGA1851 ,Micro ATX ,Intel H810 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-6400 | ,Silver / Black ,1 , 2280 M-key | 2280 M-key | ,4 ,1 x 1 Gb/s Ports (Intel) ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 6 ,Yes ,No 
Gigabyte B860M H,Gigabyte ,B860M H ,LGA1851 ,Micro ATX ,Intel B860 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-8800 | ,Silver / Black ,1 , 2280 M-key | 2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI PRO H810M-C EX,MSI ,PRO H810M-C EX ,LGA1851 ,Micro ATX ,Intel H810 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6400 | ,Black ,1 , 2260/2280 M-key | 2260/2280 M-key | ,4 ,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Biostar B850M-SILVER,Biostar ,B850M-SILVER ,AM5 ,Micro ATX ,AMD B850 ,256 GB ,DDR5 ,4 , DDR5-4800 | DDR5-8000 | ,Silver ,2 , 2280 M-key | 2280 M-key | 2280 M-key | 2230 E-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek 8125D) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Gigabyte B860M POWER,Gigabyte ,B860M POWER ,LGA1851 ,Micro ATX ,Intel B860 ,128 GB ,DDR5 ,2 , DDR5-5600 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-7900 | DDR5-7950 | DDR5-8000 | DDR5-8200 | DDR5-8266 | DDR5-8400 | DDR5-8600 | DDR5-8800 | DDR5-9066 | ,Gray / Black ,2 , 2280 M-key | 2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI PRO B860-VC WIFI6E,MSI ,PRO B860-VC WIFI6E ,LGA1851 ,ATX ,Intel B860 ,256 GB ,DDR5 ,4 , DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8266 | DDR5-8400 | DDR5-8600 | DDR5-8800 | ,Black ,4 , 2260/2280 M-key | 2242/2260/2280 M-key | 2280/22110 M-key | ,4 ,1 x 5 Gb/s Ports (Realtek RTL8126) ,Depends on CPU ,2 ,2 ,,No ,Wi-Fi 6E ,Yes ,No 
MSI PRO B860M-VC WIFI,MSI ,PRO B860M-VC WIFI ,LGA1851 ,Micro ATX ,Intel B860 ,256 GB ,DDR5 ,4 , DDR5-4800 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | DDR5-8800 | ,Black ,4 , 2242/2260/2280 M-key | 2260/2280 M-key | 2280 M-key | ,4 ,1 x 5 Gb/s Ports (Realtek RTL8126) ,Depends on CPU ,2 ,2 ,,No ,Wi-Fi 7 ,Yes ,No 
Biostar A620MHC,Biostar ,A620MHC ,AM5 ,Micro ATX ,AMD A620 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6400 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-8000 | DDR5-8200 | ,Black ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,1 ,1 ,,No ,None ,Yes ,No 
MSI PRO B850M-X,MSI ,PRO B850M-X ,AM5 ,Micro ATX ,AMD B850 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-8200 | ,Silver / Black ,2 ,2260/2280 M-key ,4 ,1 x 5 Gb/s Ports (Realtek 8126VB) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI PRO B860M-X,MSI ,PRO B860M-X ,LGA1851 ,Micro ATX ,Intel B860 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-9066 | ,Black / Silver ,1 , 2242/2260/2280 M-key | 2260/2280 M-key | ,4 ,1 x 5 Gb/s Ports (Realtek RTL8126) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Asus EX-B850M-V7-CSM,Asus ,EX-B850M-V7-CSM ,AM5 ,Micro ATX ,AMD B850 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-8400 | ,Red / Black ,2 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4 ,1 x 5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Asus PRIME B760M-A WIFI II-CSM,Asus ,PRIME B760M-A WIFI II-CSM ,LGA1700 ,Micro ATX ,Intel B760 ,256 GB ,DDR5 ,4 , DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | ,Black / Silver ,3 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,2 ,,No ,Wi-Fi 6E ,Yes ,No 
Asus PRIME B760M-A II,Asus ,PRIME B760M-A II ,LGA1700 ,Micro ATX ,Intel B760 ,256 GB ,DDR5 ,4 , DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | ,Black / Silver ,3 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
ASRock B860M-X Gen5,ASRock ,B860M-X Gen5 ,LGA1851 ,Micro ATX ,Intel B860 ,128 GB ,DDR5 ,2 , DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-9066 | ,Black / Silver ,1 , 2260/2280 M-key | 2230/2242/2260/2280 M-key | 2230 E-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Gigabyte B860M K GEN5,Gigabyte ,B860M K GEN5 ,LGA1851 ,Micro ATX ,Intel B860 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-8800 | ,Black / Gray ,1 , 2280 M-key | 2280 M-key | ,4 ,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
ASRock B560M-HDV/M.2,ASRock ,B560M-HDV/M.2 ,LGA1200 ,Micro ATX ,Intel B560 ,64 GB ,DDR4 ,2 , DDR4-2400 | DDR4-4800 | ,Black ,1 ,2260/2280 M-key ,4 ,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
ASRock B860M Rock WiFi,ASRock ,B860M Rock WiFi ,LGA1851 ,Micro ATX ,Intel B860 ,128 GB ,DDR5 ,2 , DDR5-4400 | DDR5-8266 | ,Silver / Black ,1 , 2280 M-key | 2280 M-key | 2230 E-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 6E ,Yes ,No 
Gigabyte H610M K GEN5,Gigabyte ,H610M K GEN5 ,LGA1700 ,Micro ATX ,Intel H610 ,128 GB ,DDR5 ,2 , DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | ,Black / Gray ,1 ,2260/2280 M-key ,2 ,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
ASRock H810M-HDVP,ASRock ,H810M-HDVP ,LGA1851 ,Micro ATX ,Intel H810 ,128 GB ,DDR5 ,2 , DDR5-4400 | DDR5-6400 | ,Black ,1 , 2260/2280 M-key | 2280 M-key | ,4 ,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Asus PRIME B840M-K,Asus ,PRIME B840M-K ,AM5 ,Micro ATX ,AMD B840 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Black / Silver ,2 , 2280 M-key | 2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Asus EX-B850M-V9,Asus ,EX-B850M-V9 ,AM5 ,Micro ATX ,AMD B850 ,256 GB ,DDR5 ,4 , DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | ,Black / Red ,2 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Gigabyte H610M H GEN5,Gigabyte ,H610M H GEN5 ,LGA1700 ,Micro ATX ,Intel H610 ,128 GB ,DDR5 ,2 , DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | ,Black ,1 ,2280 M-key ,4 ,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Gigabyte H810M GAMING WIFI6 GEN5,Gigabyte , H810M GAMING WIFI6 GEN5 | H810M G WIFI6 GEN5 | ,LGA1851 ,Micro ATX ,Intel H810 ,128 GB ,DDR5 ,2 , DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Black / Silver ,1 ,2280 M-key ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 6 ,No ,No 
MSI PRO Z890-S WIFI6E W,MSI ,PRO Z890-S WIFI6E W ,LGA1851 ,ATX ,Intel Z890 ,256 GB ,DDR5 ,4 , DDR5-4000 | DDR5-8800 | ,White ,4 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2230 E-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek RTL8125D) ,Depends on CPU ,2 ,1 ,1 ,No ,Wi-Fi 6E ,Yes ,No 
ASRock H610M-X D5 Gen5 WiFi,ASRock ,H610M-X D5 Gen5 WiFi ,LGA1700 ,Micro ATX ,Intel H610 ,128 GB ,DDR5 ,2 , DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,White ,1 , 2280 M-key | 2230 E-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 5 ,No ,No 
Gigabyte B840M D3HP WIFI6E,Gigabyte , B840M D3HP WIFI6E | B840M D3HP WF6E | ,AM5 ,Micro ATX ,AMD B840 ,256 GB ,DDR5 ,4 , DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-7900 | DDR5-7950 | DDR5-8000 | DDR5-8200 | ,Black / Gray ,1 , 2580 M-key | 2280 M-key | ,4 ,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 6E ,Yes ,No 
EVGA 111-CD-E630-TR,EVGA ,111-CD-E630-TR ,LGA1156 ,Micro ATX ,Intel H55 ,16 GB ,DDR3 ,4 ,DDR3-1333 ,Black / Gray ,1 ,,,1 x 1 Gb/s Ports ,Yes ,4 ,,,No ,None ,No ,No 
Gigabyte GA-H55N-USB3,Gigabyte ,GA-H55N-USB3 ,LGA1156 ,Mini ITX ,Intel H55 ,8 GB ,DDR3 ,2 , DDR3-800 | DDR3-1066 | DDR3-1333 | ,Blue / White ,1 ,,,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,,,No ,None ,No ,No 
EVGA 132-LF-E655-KR,EVGA ,132-LF-E655-KR ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,4 ,DDR3-2600 ,Black ,3 ,,,2 x 1 Gb/s Ports ,No ,3 ,,,No ,None ,Yes ,No 
Gigabyte GA-P55-USB3,Gigabyte ,GA-P55-USB3 ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,4 , DDR3-800 | DDR3-1066 | DDR3-1333 | DDR3-2200 | ,Blue / White ,2 ,,,1 x 1 Gb/s Ports ,No ,2 ,,,No ,None ,Yes ,No 
Biostar T5 XE CFX-SLI,Biostar ,T5 XE CFX-SLI ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,4 , DDR3-800 | DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-2000 | ,,2 ,,,1 x 1 Gb/s Ports ,No ,2 ,,,No ,None ,Yes ,No 
EVGA 141-LF-E658-KR,EVGA ,160-LF-E659-KR ,LGA1156 ,EATX ,Intel P55 ,16 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-2000 | DDR3-2133 | DDR3-2200 | ,Black / Red ,6 ,,,2 x 1 Gb/s Ports ,No ,3 ,,,No ,None ,Yes ,No 
EVGA 123-LF-E653-KR,EVGA ,123-LF-E653-KR ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,4 ,DDR3-2000 ,Black / Gray ,2 ,,,1 x 1 Gb/s Ports ,No ,3 ,,,No ,None ,Yes ,No 
EVGA 132-LF-E657-KR,EVGA ,132-LF-E657-KR ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,4 , DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2400 | DDR3-2600 | ,Black / Gray ,3 ,,,2 x 1 Gb/s Ports ,No ,3 ,,,No ,None ,Yes ,No 
Asus Maximus III Gene,Asus ,Maximus III Gene ,LGA1156 ,Micro ATX ,Intel P55 ,16 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-2000 | DDR3-2133 | ,Black / Red ,2 ,,,1 x 1 Gb/s Ports ,No ,3 ,,,No ,None ,Yes ,No 
Gigabyte GA-P55A-UD6,Gigabyte ,GA-P55A-UD6 ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,6 , DDR3-800 | DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-2200 | DDR3-2600 | ,Blue / White ,3 ,,2 ,2 x 1 Gb/s Ports ,No ,2 ,,,No ,None ,Yes ,No 
Gigabyte GA-P55A-UD3P,Gigabyte ,GA-P55A-UD3P ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,4 , DDR3-800 | DDR3-1066 | DDR3-1333 | DDR3-2200 | ,Blue / White ,2 ,,2 ,1 x 1 Gb/s Ports ,Yes ,2 ,,,No ,None ,Yes ,No 
Asus M4N98TD EVO,Asus ,M4N98TD EVO ,AM3 ,ATX ,NVIDIA nForce 980a ,16 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-2000 | ,Black / Blue ,2 ,,,1 x 1 Gb/s Ports ,No ,3 ,,,No ,None ,Yes ,No 
