Name,Manufacturer,Part #,Socket / CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,M.2 Slots,SATA 6.0 Gb/s Ports,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 3.2 Gen 1 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Uses Back-Connect Connectors
MSI A520M-A PRO,MSI , A520M-A PRO | 7C96-001R | 911-7C96-001 | ,AM4 ,Micro ATX ,AMD A520 ,64 GB ,DDR4 ,2.0, DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4400 | DDR4-4600 | ,Black ,1.0,2242/2260/2280 M-key ,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Gigabyte X870 EAGLE WIFI7,Gigabyte ,X870 EAGLE WIFI7 ,AM5 ,ATX ,AMD X870 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6666 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Black ,3.0, 2580/25110 M-key | 2580/25110 M-key | 2580/25110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 7 ,Yes ,No 
Asus ROG STRIX B850-F GAMING WIFI,Asus , ROG STRIX B850-F GAMING WIFI | 90MB1J70-M0AAY0 | 90MB1J70-M0EAY0 | ,AM5 ,ATX ,AMD B850 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-8000 | ,Black ,2.0, 2242/2260/2280 M-key | 2280/22110 M-key | 2280 M-key | 2280 M-key | ,2.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 7 ,Yes ,No 
Asus ROG CROSSHAIR X870E GLACIAL,Asus , ROG CROSSHAIR X870E GLACIAL | 90mb1nq0-m0eay0 | 90mb1nq0-m0vay0 | ,AM5 ,EATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-9600 | ,White / Silver ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2230/2242/2260/2280/22110 M-key | 2230/2242/2260/2280/22110 M-key | ,4.0,2 x 10 Gb/s Ports (Realtek) ,Depends on CPU ,3.0,2.0,2.0,No ,Wi-Fi 7 ,Yes ,No 
ASRock B550M-ITX/ac,ASRock , B550M-ITX/ac | 90-MXBDH0-A0UAYZ | ,AM4 ,Mini ITX ,AMD B550 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4200 | DDR4-4266 | DDR4-4333 | DDR4-4400 | DDR4-4533 | DDR4-4600 | ,Silver / Black ,1.0, 2280 M-key | 2230 E-key | ,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
MSI MAG X870E TOMAHAWK WIFI,MSI , MAG X870E TOMAHAWK WIFI | 7E59-004R | ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-8400 | ,Black / Green ,3.0, 2280/22110 M-key | 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2230 E-key | ,4.0,1 x 5 Gb/s Ports (Realtek 8126) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Gigabyte B850 AORUS ELITE WIFI7 ICE,Gigabyte , B850 AORUS ELITE WIFI7 ICE | B850 A ELITE WF7 ICE | ,AM5 ,ATX ,AMD B850 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-7900 | DDR5-7950 | DDR5-8000 | DDR5-8200 | ,White / Silver ,3.0, 2580/25110 M-key | 2580/25110 M-key | 2580/25110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Gigabyte B550M AORUS ELITE AX,Gigabyte ,B550M AORUS ELITE AX ,AM4 ,Micro ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4400 | DDR4-4600 | DDR4-4733 | ,Black / Silver ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,4.0,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
Asus TUF GAMING B850M-PLUS WIFI,Asus , TUF GAMING B850M-PLUS WIFI | 90MB1IY0-M0AAY0 | 90MB1IY0-M0EAY0 | ,AM5 ,Micro ATX ,AMD B850 ,256 GB ,DDR5 ,4.0, DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Black ,1.0, 2280 M-key | 2242/2260/2280 M-key | 2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
ASRock B650M Pro RS WiFi,ASRock , B650M Pro RS WiFi | 90-MXBLZ0-A0UAYZ | ,AM5 ,Micro ATX ,AMD B650 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | ,Black / Silver ,2.0, 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 6E ,Yes ,No 
MSI MPG B550 GAMING PLUS,MSI , MPG B550 GAMING PLUS | 7C56-003R | B550GPLUS | ,AM4 ,ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4400 | ,Black ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
ASRock B450M-HDV R4.0,ASRock , B450M-HDV R4.0 | 90-MXB9N0-A0UAYZ | ,AM4 ,Micro ATX ,AMD B450 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black / White ,1.0,2242/2260/2280 M-key ,4.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Asus PRIME X870-P WIFI,Asus , PRIME X870-P WIFI | 90MB1IS0-M0AAY0 | 90MB1IS0-M0EAY0 | ,AM5 ,ATX ,AMD X870 ,192 GB ,DDR5 ,4.0, DDR5-5600 | DDR5-8000 | ,Black / Silver ,4.0, 2280 M-key | 2242/2260/2280 M-key | 2280 M-key | 2280 M-key | ,2.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 7 ,Yes ,No 
Asus B760M-AYW WIFI D4 II,Asus ,B760M-AYW WIFI D4 II ,LGA1700 ,Micro ATX ,Intel B760 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-4000 | DDR4-4266 | DDR4-4400 | DDR4-4600 | DDR4-4800 | DDR4-5000 | DDR4-5066 | DDR4-5333 | ,Black / Silver ,1.0, 2280 M-key | 2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 6 ,Yes ,No 
MSI B550-A PRO,MSI , B550-A PRO | 7C56-002R | ,AM4 ,ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4400 | ,Black / Silver ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Gigabyte Z790 EAGLE AX,Gigabyte ,Z790 EAGLE AX ,LGA1700 ,ATX ,Intel Z790 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | ,Gray / Black ,3.0, 2280/22110 M-key | 2280 M-key | 2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
Asus ROG STRIX X870E-H GAMING WIFI7,Asus , ROG STRIX X870E-H GAMING WIFI7 | 90MB1M90-M0EAY0 | ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-8000 | ,Black ,2.0, 2242/2260/2280 M-key | 2280/22110 M-key | 2280 M-key | 2280 M-key | ,4.0,1 x 5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
MSI Z890 GAMING PLUS WIFI,MSI , Z890 GAMING PLUS WIFI | 7E34-002R | 911-7E34-002 | ,LGA1851 ,ATX ,Intel Z890 ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | DDR5-8800 | DDR5-9000 | DDR5-9200 | ,Black ,3.0, 2260/2280 M-key | 2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4.0,1 x 5 Gb/s Ports (Intel Killer E5000B) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
MSI PRO B850-S WIFI6E,MSI , PRO B850-S WIFI6E | 7E80-002R | 911-7E80-002 | ,AM5 ,ATX ,AMD B850 ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-8200 | ,Black ,2.0, 2280/22110 M-key | 2260/2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
Gigabyte B850M EAGLE WIFI6E ICE,Gigabyte , B850M EAGLE WIFI6E ICE | B850M EAGLE WF6E ICE | ,AM5 ,Micro ATX ,AMD B850 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-7900 | DDR5-8000 | DDR5-8200 | ,White ,2.0, 2580/25110 M-key | 2280/22110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
MSI PRO H610M-G DDR4,MSI , PRO H610M-G DDR4 | 7D46-009R | 911-7D46-003 | ,LGA1700 ,Micro ATX ,Intel H610 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | ,Black / Silver ,1.0, 2242/2260/2280 M-key | 2230 E-key | ,4.0,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,1.0,1.0,,No ,None ,No ,No 
Gigabyte A520I AC,Gigabyte , A520I AC | GA-A520I AC | ,AM4 ,Mini ITX ,AMD A520 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3333 | DDR4-3600 | DDR4-4000 | DDR4-4400 | DDR4-4600 | DDR4-4866 | DDR4-5000 | DDR4-5100 | ,Black ,1.0,2260/2280 M-key ,4.0,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
MSI PRO B650-S WIFI,MSI , PRO B650-S WIFI | 7E26-003R | ,AM5 ,ATX ,AMD B650 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | ,Black ,2.0, 2280/22110 M-key | 2260/2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125BG) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
ASRock B550 Phantom Gaming 4/ac,ASRock , B550 Phantom Gaming 4/ac | 90-MXBDZ0-A0UAYZ | ,AM4 ,ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4200 | DDR4-4266 | DDR4-4333 | DDR4-4400 | DDR4-4533 | ,Silver / Black ,2.0, 2260/2280/22110 M-key | 2230 E-key | ,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
Asus ROG STRIX B650E-I GAMING WIFI,Asus , ROG STRIX B650E-I GAMING WIFI | 90MB1BI0-M0EAY0 | ,AM5 ,Mini ITX ,AMD B650E ,96 GB ,DDR5 ,2.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Black ,1.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,2.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
ASRock A620AM-X WiFi,ASRock , A620AM-X WiFi | 90-MXBSU-A0UAYZ | 90-MXBSU0-A0UAYZ | ,AM5 ,Micro ATX ,AMD A620A ,128 GB ,DDR5 ,2.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | ,Black ,1.0, 2280 M-key | 2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
MSI PRO X870E-P WIFI,MSI , PRO X870E-P WIFI | 7E70-003R | 911-7E70-002 | ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5600 | DDR5-6400 | DDR5-8200 | ,Black / Silver ,3.0, 2260/2280 M-key | 2260/2280 M-key | 2280/22110 M-key | ,4.0,1 x 5 Gb/s Ports (Realtek 8126VB) ,Depends on CPU ,3.0,2.0,,No ,Wi-Fi 7 ,Yes ,No 
Asus ROG STRIX X870-I GAMING WIFI,Asus , ROG STRIX X870-I GAMING WIFI | 90MB1IW0-M0EAY0 | ,AM5 ,Mini ITX ,AMD X870 ,128 GB ,DDR5 ,2.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | ,Black ,1.0, 2280 M-key | 2242/2260/2280 M-key | ,2.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,,1.0,,No ,Wi-Fi 7 ,Yes ,No 
ASRock A520M-HDV,ASRock , A520M-HDV | 90-MXBE50-A0UAYZ | ,AM4 ,Micro ATX ,AMD A520 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4200 | DDR4-4266 | DDR4-4333 | DDR4-4400 | DDR4-4533 | DDR4-4600 | DDR4-4666 | DDR4-4733 | ,Black / Silver ,1.0,2242/2260/2280 M-key ,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
ASRock B550M Pro4,ASRock , B550M Pro4 | 90-MXBDK0-A0UAYZ | ,AM4 ,Micro ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4200 | DDR4-4266 | DDR4-4333 | DDR4-4400 | DDR4-4533 | ,Silver / Black ,2.0, 2280 M-key | 2280 M-key | 2230 E-key | ,6.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
Asus ROG CROSSHAIR X870E HERO BTF,Asus , ROG CROSSHAIR X870E HERO BTF | 90MB1MX0-M0EAY0 | ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-8000 | DDR5-8200 | DDR5-8600 | ,Black ,, 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2280 M-key | ,4.0, 1 x 2.5 Gb/s Ports (Intel) | 1 x 5 Gb/s Ports (Realtek) | ,Depends on CPU ,2.0,2.0,2.0,No ,Wi-Fi 7 ,Yes ,Yes 
Gigabyte B550I AORUS PRO AX,Gigabyte , B550I AORUS PRO AX | GA-B550-I-AORUS-PRO-AX | ,AM4 ,Mini ITX ,AMD B550 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3333 | DDR4-3600 | DDR4-4000 | DDR4-4400 | DDR4-4600 | DDR4-4866 | DDR4-5000 | ,Black / Silver ,1.0, 2260/2280 M-key | 2260/2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 6 ,Yes ,No 
MSI MPG X870E CARBON WIFI,MSI , MPG X870E CARBON WIFI | 7E49-001R | 911-7E49-08S | ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | ,Black ,3.0, 2260/2280 M-key | 2260/2280 M-key | 2280/22110 M-key | 2260/2280 M-key | ,4.0, 1 x 5 Gb/s Ports (Realtek 8126) | 1 x 2.5 Gb/s Ports (Realtek 8125) | ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Gigabyte B550 GAMING X V2,Gigabyte , B550 GAMING X V2 | GAB55GMX2-00-G | GA-B550-GAMING-X-V2 | ,AM4 ,ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4400 | DDR4-4600 | DDR4-4733 | ,Black ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | ,4.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Asus ROG CROSSHAIR X870E HERO,Asus , ROG CROSSHAIR X870E HERO | 90MB1IE0-M0AAY0 | 90MB1IE0-M0EAY0 | ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | DDR5-8600 | ,Black ,2.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2280 M-key | ,4.0, 1 x 2.5 Gb/s Ports (Intel) | 1 x 5 Gb/s Ports (Realtek) | ,Depends on CPU ,2.0,2.0,2.0,No ,Wi-Fi 7 ,Yes ,No 
MSI B850 GAMING PLUS WIFI6E,MSI , B850 GAMING PLUS WIFI6E | 7E80-001R | 911-7E80-001 | ,AM5 ,ATX ,AMD B850 ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-8200 | ,Silver ,2.0, 2280/22110 M-key | 2260/2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125D) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
Gigabyte X870E AORUS PRO ICE,Gigabyte ,X870E AORUS PRO ICE ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6666 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,White ,3.0, 2580/25110 M-key | 2280/22110 M-key | 2280/22110 M-key | 2280/22110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Asus TUF GAMING X870-PLUS WIFI,Asus , TUF GAMING X870-PLUS WIFI | 90MB1IU0-M0EAY0 | 90MB1IU0-M0AAY0 | ,AM5 ,ATX ,AMD X870 ,192 GB ,DDR5 ,4.0, DDR5-5600 | DDR5-8000 | ,Black ,2.0, 2280 M-key | 2280 M-key | 2280 M-key | 2242/2260/2280 M-key | ,2.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Asus ROG STRIX B650-A GAMING WIFI,Asus , ROG STRIX B650-A GAMING WIFI | 90MB1BP0-M0AAY0 | 90MB1BP0-M0EAY0 | ,AM5 ,ATX ,AMD B650 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Black / Silver ,2.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
Gigabyte B650M GAMING WIFI6E,Gigabyte ,B650M GAMING WIFI6E ,AM5 ,Micro ATX ,AMD B650 ,128 GB ,DDR5 ,2.0, DDR5-4400 | DDR5-6400 | DDR5-7200 | ,Silver / Black ,1.0,2580 M-key ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
Gigabyte Z890 AORUS ELITE WIFI7,Gigabyte , Z890 AORUS ELITE WIFI7 | Z890 A ELITE WIFI7 | ,LGA1851 ,ATX ,Intel Z890 ,256 GB ,DDR5 ,4.0, DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-7900 | DDR5-7950 | DDR5-8000 | DDR5-8200 | DDR5-8266 | DDR5-8400 | DDR5-8600 | DDR5-8800 | ,Black ,3.0, 2580/25110 M-key | 2280/22110 M-key | 2580/25110 M-key | 2280/22110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 7 ,Yes ,No 
MSI PRO B760M-P DDR4,MSI , PRO B760M-P DDR4 | 7E02-001R | 911-7E02-001 | ,LGA1700 ,Micro ATX ,Intel B760 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-4000 | DDR4-4200 | DDR4-4266 | DDR4-4400 | DDR4-4600 | DDR4-4800 | ,Black ,1.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4.0,1 x 1 Gb/s Ports (Realtek 8111H) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Asus ROG CROSSHAIR X870E DARK HERO,Asus , ROG CROSSHAIR X870E DARK HERO | 90mb1nt0-m0eay0 | 90mb1nt0-m0vay0 | ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-9600 | ,Black ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2230 M-key | ,4.0, 1 x 5 Gb/s Ports (Realtek) | 1 x 10 Gb/s Ports (Realtek) | ,Depends on CPU ,3.0,2.0,2.0,No ,Wi-Fi 7 ,Yes ,No 
