Name,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless
Silverstone AR05,Silverstone ,,AR05 ,2500 RPM ,20 - 28.3 dB ,,37 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
RAIJINTEK TRITON GREEN,RAIJINTEK ,TRITON GREEN ,0R100019 ,1000 - 2600 RPM ,21.6 - 36.6 dB ,,, AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
RAIJINTEK TRITON BLUE,RAIJINTEK ,TRITON BLUE ,0R100021 ,1000 - 2600 RPM ,21.6 - 36.6 dB ,,, AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Scythe Kotetsu,Scythe ,Kotetsu ,SCKTT-1000 ,400 - 1400 RPM ,5.3 - 28 dB ,,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Cooler Master Blizzard T2,Cooler Master ,Blizzard T2 ,RR-T2-22FP-R1 ,2200 RPM ,30 dB ,,140 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Thermalright Silver Arrow ITX,Thermalright ,,Silver Arrow ITX ,300 - 1300 RPM ,17 - 24.9 dB ,,165 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ID-COOLING IS-VC45,ID-COOLING ,,IS-VC45 ,600 - 2500 RPM ,14 - 33 dB ,,45 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
CRYORIG A40,CRYORIG ,, A40 | CR-A4A | ,600 - 2200 RPM ,13 - 37 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Scythe FUMA,Scythe ,FUMA ,SCFM-1000 ,300 - 1400 RPM ,13 - 28 dB ,,149 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ID-COOLING SE-204,ID-COOLING ,,SE-204 ,800 - 1800 RPM ,16.2 - 29.2 dB ,,157 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ID-COOLING SE-214,ID-COOLING ,,SE-214 ,1800 RPM ,16.2 - 29.2 dB ,,160 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
ID-COOLING SE-214X,ID-COOLING ,,SE-214X ,1800 RPM ,16.2 - 29.2 dB ,,159 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ID-COOLING SE-902,ID-COOLING ,,SE-902 ,600 - 2200 RPM ,14 - 23.8 dB ,,, AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Cooler Master MasterLiquid Pro 120,Cooler Master ,MasterLiquid Pro 120 ,MLY-D12X-A20MB-R1 ,500 - 2000 RPM ,6 - 30 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Cooler Master V8 Ver.2,Cooler Master ,V8 Ver.2 ,RR-V8VC-16PR-R2 ,1600 RPM ,36 dB ,,167 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermalright Macho Direct,Thermalright ,, Macho Direct | 100700732 | ,300 - 1300 RPM ,15 - 21 dB ,,159 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Deepcool Maelstrom 120T,Deepcool ,,Maelstrom 120T ,600 - 1800 RPM ,17.8 - 34.1 dB ,,33 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Deepcool CAPTAIN 120EX WHITE,Deepcool ,,CAPTAIN 120EX WHITE ,500 - 1800 RPM ,17.6 - 31.3 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Phononic HEX 2.0,Phononic ,HEX 2.0 ,HEX2.0 ,1000 - 2650 RPM ,17 - 33 dB ,,125 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Deepcool LUCIFER V2,Deepcool ,, LUCIFER V2 | DPGS-MCH6N-LCV2AM4 | DPGS-MCH6N-LCV2 | ,300 - 1400 RPM ,12.6 - 31.1 dB ,,168 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Deepcool Maelstrom 240T RF,Deepcool ,,Maelstrom 240T RF ,600 - 1800 RPM ,17.8 - 34.1 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
RAIJINTEK EREBOSS CORE EDITION,RAIJINTEK ,EREBOSS CORE EDITION ,0R100015 ,,0 dB ,,160 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,Yes 
Enermax ETS-T50 AXE (Black),Enermax ,ETS-T50 AXE (Black) ,ETS-T50A-BVT ,800 - 1800 RPM ,18.9 - 25 dB ,,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Cooler Master MasterAir Pro 3,Cooler Master ,MasterAir Pro 3 ,MAY-T3PN-930PK-R1 ,650 - 3000 RPM ,6 - 30 dB ,,140 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Alpenföhn Sella,Alpenföhn ,Sella ,84000000053 ,850 - 2200 RPM ,14 - 29.8 dB ,,129 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Alpenföhn Matterhorn Rev. C – White Edition,Alpenföhn ,Matterhorn Rev. C – White Edition ,84000000127 ,500 - 1500 RPM ,18.2 dB ,,158 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Cooler Master Seidon 240P,Cooler Master ,Seidon 240P ,RL-S24V-20PB-R2 ,800 - 2400 RPM ,12 - 35 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
RIOTORO BIFROST 120TI,RIOTORO ,BIFROST 120TI ,TR-120ti ,,,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
ID-COOLING IS-40V3,ID-COOLING ,,IS-40V3 ,600 - 2500 RPM ,14 - 33 dB ,,45 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
ARCTIC Freezer 33 eSports Edition (Black/Yellow),ARCTIC ,Freezer 33 eSports Edition (Black/Yellow) ,ACFRE00034A ,200 - 1800 RPM ,24.4 dB ,,150 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Zalman CNPS8X Optima,Zalman ,,CNPS8X Optima ,1200 - 2100 RPM ,18.2 - 30 dB ,,149 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
ID-COOLING Auraflow 240 RGB,ID-COOLING ,Auraflow 240 RGB ,240KRGB ,700 - 1800 RPM ,18 - 35.2 dB ,,36 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Deepcool CAPTAIN 360EX WHITE RGB,Deepcool ,, CAPTAIN 360EX WHITE RGB | CAPTAIN 360EX RGB WHITE | CAPTAIN 360EX RGB WH | ,500 - 1800 RPM ,17.6 - 31.3 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
RAIJINTEK JUNO-X,RAIJINTEK ,JUNO-X ,0R100057 ,1200 - 2500 RPM ,26 dB ,Red / Black ,58 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
RAIJINTEK JUNO-X RGB,RAIJINTEK ,JUNO-X RGB ,0R100071 ,1000 - 2000 RPM ,28 dB ,,58 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Cooler Master MA621P TR4,Cooler Master ,MA621P TR4 ,MAP-D6PN-218PC-R2 ,600 - 1800 RPM ,31 dB ,Black / Silver ,165 mm , sTR4 | sTRX4 | ,No ,No 
Deepcool MAELSTROM 240 RGB,Deepcool ,MAELSTROM 240 RGB ,DP-GS-H12RL-MS240RGB ,500 - 1800 RPM ,17.8 - 30 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Antec Mercury 120 RGB,Antec ,Mercury 120 RGB , Mercury 120RGB | 0-761345-74012-8 | ,900 - 1800 RPM ,36 dB ,Black / White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
CRYORIG M9 Plus,CRYORIG ,, M9 Plus | CR-M9PLUS | CR-M9PA | ,600 - 2200 RPM ,26.4 dB ,Black / Silver ,125 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
GAMDIAS CHIONE E1A-120R,GAMDIAS ,, CHIONE E1A-120R | CHOINE E1A 120R | ,1200 - 1500 RPM ,,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Jonsbo CR-201 HIVES (Black),Jonsbo ,CR-201 HIVES (Black) ,CR-201.HIVES.BK ,800 - 1500 RPM ,18.5 - 30.8 dB ,Black ,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
CRYORIG C7 RGB,CRYORIG ,C7 RGB ,CR-C7RGB ,600 - 2500 RPM ,30 dB ,White ,47 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
RAIJINTEK PALLAS 120 RGB,RAIJINTEK ,PALLAS 120 RGB ,0R10B00121 ,200 - 1400 RPM ,28.43 dB ,Black ,68 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
RAIJINTEK JUNO PRO RBW,RAIJINTEK ,JUNO PRO RBW ,0R10B00120 ,400 - 1800 RPM ,28 dB ,Black ,66 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Deepcool Captain 240 Pro,Deepcool ,Captain 240 Pro ,DP-GS-H12AR-CT240P ,500 - 1800 RPM ,30 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Thermalright MACHO Rev.C,Thermalright ,,MACHO Rev.C ,600 - 1500 RPM ,19 - 23 dB ,Silver / Black ,158 mm , AM4 | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Enermax LIQTECH II 360,Enermax ,LIQTECH II 360 ,ELC-LTTO360-TBP-W ,500 - 2300 RPM ,14 - 28 dB ,White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Enermax Aquafusion 120,Enermax ,Aquafusion 120 ,ELC-AQF120-SQA ,500 - 2000 RPM ,17 - 32.6 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Cooler Master I71C RGB,Cooler Master ,I71C RGB ,RR-I71C-20PC-B1 ,1800 RPM ,28 dB ,Silver / Black ,60 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Silverstone PF360-ARGB,Silverstone ,PF360-ARGB ,SST-PF360-ARGB ,600 - 2200 RPM ,7.4 - 35.6 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ID-COOLING AURAFLOW X,ID-COOLING ,,AURAFLOW X 240 SNOW ,700 - 1800 RPM ,18 - 35.2 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Thermaltake Floe Riing RGB 360 TR4 Edition,Thermaltake ,Floe Riing RGB 360 TR4 Edition ,CL-W235-PL12SW-A ,1000 - 2000 RPM ,21.8 - 33 dB ,Black ,, sTR4 | sTRX4 | ,Yes - 360 mm ,No 
Gelid Solutions Phantom Black,Gelid Solutions ,Phantom Black ,CC-Phantom-Black-01-A ,750 - 1600 RPM ,12 - 26.7 dB ,Black / Silver ,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
upHere ACC92CF,upHere ,ACC92CF ,ACC92CF-USA ,600 - 1700 RPM ,16.1 - 27.7 dB ,Black ,65 mm , LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
upHere ACC92RD,upHere ,ACC92RD ,ACC92RD-USA ,600 - 1700 RPM ,16.1 - 27.7 dB ,Black ,65 mm , LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
upHere ACC92RGB,upHere ,ACC92RGB ,ACC92RGB-USA ,600 - 1700 RPM ,16.1 - 27.7 dB ,Black ,65 mm , LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
upHere CC120RGB,upHere ,CC120RGB ,cc120RGB-usa ,600 - 1700 RPM ,16.1 - 27.7 dB ,Black / White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
ARCTIC Freezer i13 X,ARCTIC ,Freezer i13 X ,ACFRE00078A ,300 - 2000 RPM ,,Black / White ,137 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ARCTIC Freezer i13 X CO,ARCTIC ,Freezer i13 X CO ,ACFRE00079A ,300 - 2000 RPM ,,Black / White ,137 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Zalman CNPS16X,Zalman ,CNPS16X ,CNPS16X WHITE ,800 - 1500 RPM ,27 dB ,White ,165 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Zalman CNPS16X,Zalman ,CNPS16X ,CNPS16X BLACK ,800 - 1500 RPM ,27 dB ,Black ,165 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
RAIJINTEK Orcus 360 RGW,RAIJINTEK ,Orcus 360 RGW ,0R10B00103 ,400 - 1800 RPM ,28 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Alpenföhn Glacier Water 360,Alpenföhn ,Glacier Water 360 ,84000000179 ,500 - 1600 RPM ,23.5 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Silverstone IceGem 240P,Silverstone ,IceGem 240P ,SST-IG240P-ARGB ,600 - 2200 RPM ,7.3 - 36.6 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
ARESGAME RIVER 5,ARESGAME ,,RIVER 5 ,600 - 1800 RPM ,26.2 dB ,Black ,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Fractal Design Lumen S24,Fractal Design ,Lumen S24 ,FD-W-L1-S2401 ,500 - 2000 RPM ,10 - 33.2 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Fractal Design Lumen S28 RGB,Fractal Design ,Lumen S28 RGB ,FD-W-L1-S2802 ,500 - 1700 RPM ,10 - 35.5 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
Iceberg Thermal IceSLEET X6,Iceberg Thermal ,IceSLEET X6 ,ICESLEETX6-00A ,500 - 1850 RPM ,0 - 36 dB ,Teal / Silver ,159 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Iceberg Thermal IceSLEET G4 OC,Iceberg Thermal ,IceSLEET G4 OC ,ICESLEETG4OC-BBT-00A ,600 - 1400 RPM ,22.5 dB ,Black / Teal ,156 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,No ,No 
GAMDIAS CHIONE E1,GAMDIAS ,,CHIONE E1-120 ,1500 RPM ,,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
GAMDIAS CHIONE M2,GAMDIAS ,,CHIONE M2-240 LITE 2 ,1200 - 2400 RPM ,,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
ARCTIC Liquid Freezer II 240 RGB,ARCTIC ,Liquid Freezer II 240 RGB ,ACFRE00099A ,200 - 1800 RPM ,22.5 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
MSI MAG CORELIQUID RH,MSI ,,MAG CORELIQUID 240RH ,500 - 2000 RPM ,14.3 - 34.3 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Thermalright AXP-90i FULL Copper,Thermalright ,AXP-90i FULL Copper , AXP-90i Full Copper | LM-AXP-90i Co | ,2700 RPM ,22.4 dB ,Orange / Brown ,47 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Thermaltake TOUGHLIQUID ARGB,Thermaltake ,,CL-W319-PL12TQ-A ,500 - 2000 RPM ,22.3 dB ,Teal ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
