Name,URL,Image,Type,Efficiency Rating,Wattage,Modular,Color,Price
Rosewill Lightning,https://pcpartpicker.com/product/Xg7wrH/rosewill-power-supply-lightning1000,https://images-na.ssl-images-amazon.com/images/I/41r5HadrL5L.jpg,ATX,80+ Gold,1000 W,Semi,,
Antec High Current Gamer,https://pcpartpicker.com/product/wrbp99/antec-power-supply-hcg400,https://m.media-amazon.com/images/I/51sySbiSXjL.jpg,ATX,80+ Bronze,400 W,No,,
Thermaltake Toughpower Grand,https://pcpartpicker.com/product/KJ4gXL/thermaltake-power-supply-tpg850m,https://m.media-amazon.com/images/I/51rJrfp867L.jpg,ATX,80+ Gold,850 W,No,,
Enermax ENP350AST,https://pcpartpicker.com/product/j4Lypg/enermax-power-supply-enp350ast,/static/forever/img/no-image.png,ATX,,350 W,No,,
Enermax ENM750AWT,https://pcpartpicker.com/product/qqZQzy/enermax-power-supply-enm750awt,/static/forever/img/no-image.png,ATX,80+ Bronze,750 W,Semi,,
XFX P1850SNLB9,https://pcpartpicker.com/product/D3YXsY/xfx-p1850snlb9-850-w-80-bronze-certified-atx-power-supply-p1850snlb9,https://images-na.ssl-images-amazon.com/images/I/41ZhSoRr0CL.jpg,ATX,80+ Bronze,850 W,No,,
Enermax ENP550AWT,https://pcpartpicker.com/product/cfTmP6/enermax-power-supply-enp550awt,https://m.media-amazon.com/images/I/516o3rG8waL.jpg,ATX,,550 W,No,,
NZXT HALE 90,https://pcpartpicker.com/product/gs3RsY/nzxt-hale-90-1000-w-80-gold-certified-fully-modular-atx-power-supply-hale90-1000-m,https://images-na.ssl-images-amazon.com/images/I/51jg2%2BApvmL.jpg,ATX,80+ Gold,1000 W,Full,,
XFX P1-750S-NLB9,https://pcpartpicker.com/product/hgMFf7/xfx-p1-750s-nlb9-750-w-80-bronze-certified-atx-power-supply-p1-750s-nlb9,https://m.media-amazon.com/images/I/41JFaWfzcVL.jpg,ATX,80+ Bronze,750 W,No,,
SeaSonic SS-300ES Bronze,https://pcpartpicker.com/product/sXw323/seasonic-power-supply-ss300esbronze,/static/forever/img/no-image.png,ATX,80+ Bronze,300 W,No,,
XClio Goodpower 550W,https://pcpartpicker.com/product/NpPfrH/xclio-goodpower-550w-550-w-80-bronze-certified-fully-modular-atx-power-supply-goodpower-550w,/static/forever/img/no-image.png,ATX,80+ Bronze,550 W,Full,,
XClio Goodpower 650W,https://pcpartpicker.com/product/MFDwrH/xclio-goodpower-650w-650-w-80-bronze-certified-fully-modular-atx-power-supply-goodpower-650w,/static/forever/img/no-image.png,ATX,80+ Bronze,650 W,Full,,
XClio Goodpower 750W,https://pcpartpicker.com/product/w3YXsY/xclio-goodpower-750w-750-w-80-bronze-certified-fully-modular-atx-power-supply-goodpower-750w,https://cdna.pcpartpicker.com/static/forever/images/product/21e2605a5e5ee720474c023263d64252.med.256p.jpg,ATX,80+ Bronze,750 W,Full,,
XFX P1-650S-NLB9,https://pcpartpicker.com/product/98tCmG/xfx-p1-650s-nlb9-650-w-80-bronze-certified-atx-power-supply-p1-650s-nlb9,https://m.media-amazon.com/images/I/41WLfUEo5ML.jpg,ATX,80+ Bronze,650 W,No,,
FSP Group AURUM GOLD 500,https://pcpartpicker.com/product/KqZQzy/fsp-group-power-supply-aurumgold500,https://images-eu.ssl-images-amazon.com/images/I/517RJBzZGSL.jpg,ATX,80+ Gold,500 W,No,,
Sparkle R-SPI600GHN,https://pcpartpicker.com/product/snR48d/sparkle-power-supply-rspi600ghn,https://cdna.pcpartpicker.com/static/forever/images/product/5e27f397917e9788377517cddc03f038.256p.jpg,ATX,80+,600 W,No,,
XFX ProSeries,https://pcpartpicker.com/product/yTkD4D/xfx-proseries-850-w-80-silver-certified-semi-modular-atx-power-supply-p1-850b-nlg9,https://images-na.ssl-images-amazon.com/images/I/41vk3zuBIRL.jpg,ATX,80+ Silver,850 W,Semi,,
Logisys PS550E12BK,https://pcpartpicker.com/product/xJ3RsY/logisys-power-supply-ps550e12bk,https://cdna.pcpartpicker.com/static/forever/images/product/778b00d0ea6076084dd67330fe6b73ca.256p.jpg,ATX,,550 W,No,,
Topower ZU-550W,https://pcpartpicker.com/product/WFDwrH/topower-zu-550w-550-w-atx-power-supply-zu-550w,https://m.media-amazon.com/images/I/41-R1p03mFL.jpg,ATX,,550 W,No,,
Sentey SDP850-SS,https://pcpartpicker.com/product/bnR48d/sentey-power-supply-sdp850ss,/static/forever/img/no-image.png,ATX,80+,850 W,No,,
Cougar COUGAR-RS450,https://pcpartpicker.com/product/TwsKHx/cougar-power-supply-cougarrs450,/static/forever/img/no-image.png,ATX,80+,450 W,No,,
Thortech Thunderbolt,https://pcpartpicker.com/product/H96BD3/thortech-thunderbolt-1000-w-80-gold-certified-fully-modular-atx-power-supply-ttbk00g,https://images-na.ssl-images-amazon.com/images/I/51PmHd7VdEL.jpg,ATX,80+ Gold,1000 W,Full,,
Thortech Thunderbolt,https://pcpartpicker.com/product/ttGkcf/thortech-thunderbolt-650-w-80-gold-certified-fully-modular-atx-power-supply-ttb650g,https://images-na.ssl-images-amazon.com/images/I/51cAfq%2B1A1L.jpg,ATX,80+ Gold,650 W,Full,,
Azza PSAZ-700A14,https://pcpartpicker.com/product/WGCwrH/azza-power-supply-psaz700a14,/static/forever/img/no-image.png,ATX,80+ Bronze,700 W,No,,
Cougar COUGAR-SX700,https://pcpartpicker.com/product/6MkD4D/cougar-power-supply-cougarsx700,/static/forever/img/no-image.png,ATX,80+ Silver,700 W,No,,
Cougar COUGAR-700CMX,https://pcpartpicker.com/product/wrFPxr/cougar-power-supply-cougar700cmx,https://cdna.pcpartpicker.com/static/forever/images/product/c450a39830cd46fc0689b79f823888b0.med.256p.jpg,ATX,80+ Bronze,700 W,No,,
Sparkle SPI300T8AB-B204,https://pcpartpicker.com/product/2RW9TW/sparkle-spi300t8ab-b204-300-w-80-bronze-certified-tfx-power-supply-spi300t8ab-b204,/static/forever/img/no-image.png,TFX,80+ Bronze,300 W,No,Silver,
Xion XON-1000P14F,https://pcpartpicker.com/product/ccphP6/xion-xon-1000p14f-1000-w-atx-power-supply-xon-1000p14f,https://images-na.ssl-images-amazon.com/images/I/51KURsxBLWL.jpg,ATX,,1000 W,No,,
Xion XON-850P14F,https://pcpartpicker.com/product/CyCwrH/xion-xon-850p14f-850-w-atx-power-supply-xon-850p14f,https://m.media-amazon.com/images/I/51KURsxBLWL.jpg,ATX,,850 W,No,,
Cougar COUGAR-SX850,https://pcpartpicker.com/product/sJrG3C/cougar-power-supply-cougarsx850,/static/forever/img/no-image.png,ATX,80+ Silver,850 W,Full,,
FSP Group AU-750M,https://pcpartpicker.com/product/896BD3/fsp-group-power-supply-au750m,https://m.media-amazon.com/images/I/51fYSW764tL.jpg,ATX,80+ Gold,750 W,Semi,,
Rosewill HIVE,https://pcpartpicker.com/product/pKrG3C/rosewill-hive-550-w-80-bronze-certified-semi-modular-atx-power-supply-hive-550,/static/forever/img/no-image.png,ATX,80+ Bronze,550 W,Semi,,
Kingwin ABT-650MM,https://pcpartpicker.com/product/ZQJwrH/kingwin-power-supply-abt650mm,https://cdna.pcpartpicker.com/static/forever/images/product/190b685ef27fe6ee34e53b32af0dd695.256p.jpg,ATX,,650 W,No,,
Silverstone Strider,https://pcpartpicker.com/product/4gg323/silverstone-power-supply-sstst40fes,/static/forever/img/no-image.png,ATX,80+,400 W,No,,
Mushkin MKNPSJL1000,https://pcpartpicker.com/product/Npckcf/mushkin-power-supply-mknpsjl1000,/static/forever/img/no-image.png,ATX,80+ Gold,1000 W,No,,
FSP Group FSP300-60GHT(85),https://pcpartpicker.com/product/JHyFf7/fsp-group-fsp300-60ght85-300-w-80-bronze-certified-tfx-power-supply-fsp300-60ght85,/static/forever/img/no-image.png,TFX,80+ Bronze,300 W,No,Silver,
Enermax EPM1200EWT,https://pcpartpicker.com/product/hJrG3C/enermax-power-supply-epm1200ewt,https://m.media-amazon.com/images/I/51wBlL8gWlL.jpg,ATX,80+ Platinum,1200 W,Full,,
Corsair GS500,https://pcpartpicker.com/product/tBV48d/corsair-gs500-500-w-80-certified-atx-power-supply-gs500,/static/forever/img/no-image.png,ATX,80+,500 W,No,,
OCZ ZT,https://pcpartpicker.com/product/WNCwrH/ocz-power-supply-oczzt550w,https://m.media-amazon.com/images/I/41fxq+IXh0L.jpg,ATX,80+ Bronze,550 W,Full,,
Thermaltake Toughpower XT,https://pcpartpicker.com/product/CsGkcf/thermaltake-power-supply-tpx1475m,/static/forever/img/no-image.png,ATX,80+ Gold,1475 W,Semi,,
Thortech Thunderbolt PLUS,https://pcpartpicker.com/product/ZnDwrH/thortech-thunderbolt-plus-1200-w-80-gold-certified-fully-modular-atx-power-supply-ttbpk20g,https://images-na.ssl-images-amazon.com/images/I/51Q8HX3MhUL.jpg,ATX,80+ Gold,1200 W,Full,,
Thortech Thunderbolt PLUS,https://pcpartpicker.com/product/Ypckcf/thortech-thunderbolt-plus-1000-w-80-gold-certified-fully-modular-atx-power-supply-ttbpk00g,https://images-na.ssl-images-amazon.com/images/I/51AeBkt0wWL.jpg,ATX,80+ Gold,1000 W,Full,,
PC Power &amp; Cooling Silencer MK III,https://pcpartpicker.com/product/8F2kcf/pc-power--cooling-power-supply-ppcmk3s600,/static/forever/img/no-image.png,ATX,80+ Bronze,600 W,Semi,,
FSP Group AURUM CM GOLD 650,https://pcpartpicker.com/product/pjFPxr/fsp-group-power-supply-aurumcmgold650,https://m.media-amazon.com/images/I/31Fg+mA7NsL.jpg,ATX,80+ Gold,650 W,Semi,,
Rosewill Capstone,https://pcpartpicker.com/product/WG8Zxr/rosewill-power-supply-capstone450,https://m.media-amazon.com/images/I/41fQ0yP5dIL.jpg,ATX,80+ Gold,450 W,No,,
Silverstone Strider,https://pcpartpicker.com/product/QfW9TW/silverstone-power-supply-sstst1200gevolution,https://m.media-amazon.com/images/I/413Q7rCLsEL.jpg,ATX,80+ Gold,1200 W,Full,,
Xion AXP-700K14XE,https://pcpartpicker.com/product/X3xfrH/xion-axp-700k14xe-700-w-80-bronze-certified-semi-modular-atx-power-supply-axp-700k14xe,https://images-na.ssl-images-amazon.com/images/I/41GgXijIQ%2BL.jpg,ATX,80+ Bronze,700 W,Semi,,
CoolMax ZU-600B,https://pcpartpicker.com/product/vYxfrH/coolmax-power-supply-zu600b,https://cdna.pcpartpicker.com/static/forever/images/product/31ee61d2f7647f477751c76f49a7c646.256p.jpg,ATX,80+ Bronze,600 W,Semi,,
Thermaltake Toughpower,https://pcpartpicker.com/product/DFV48d/thermaltake-toughpower-1000-w-80-certified-atx-power-supply-w0155ru,https://m.media-amazon.com/images/I/41juTODcRnL.jpg,ATX,80+,1000 W,No,,
Cougar RSB400,https://pcpartpicker.com/product/9Q4gXL/cougar-power-supply-rsb400,https://cdna.pcpartpicker.com/static/forever/images/product/de4fd3c91802aed15eb811f3b3b49287.256p.jpg,ATX,80+,400 W,No,,
Apevia ATX-CB700W,https://pcpartpicker.com/product/JHH323/apevia-power-supply-atxcb700w,/static/forever/img/no-image.png,ATX,,700 W,No,,
Topower TOP-600WB,https://pcpartpicker.com/product/wbJwrH/topower-top-600wb-600-w-80-bronze-certified-atx-power-supply-top-600wb,https://cdna.pcpartpicker.com/static/forever/images/product/e2b1ed659e51db2b22b04571ddd9e63c.med.256p.jpg,ATX,80+ Bronze,600 W,No,,
CoolMax ZU-800B,https://pcpartpicker.com/product/NhQypg/coolmax-power-supply-zu800b,https://images-na.ssl-images-amazon.com/images/I/31uS5wQuXZL.jpg,ATX,80+ Bronze,800 W,Semi,,
Thermaltake Smart,https://pcpartpicker.com/product/xGQypg/thermaltake-smart-1000-w-80-bronze-certified-semi-modular-atx-power-supply-sp-1000m,https://cdna.pcpartpicker.com/static/forever/images/product/32c858fa74227c37a394292ae454cf12.256p.jpg,ATX,80+ Bronze,1000 W,Semi,,
XFX P1-850X-XXB9,https://pcpartpicker.com/product/W69KHx/xfx-p1-850x-xxb9-850-w-80-bronze-certified-semi-modular-atx-power-supply-p1-850x-xxb9,https://m.media-amazon.com/images/I/41MwqeDfLgL.jpg,ATX,80+ Bronze,850 W,Semi,,
Cougar DX600,https://pcpartpicker.com/product/sLGkcf/cougar-power-supply-dx600,/static/forever/img/no-image.png,ATX,80+,600 W,No,,
Rosewill Capstone,https://pcpartpicker.com/product/CdLypg/rosewill-power-supply-capstone550m,https://m.media-amazon.com/images/I/51dOEJiah0L.jpg,ATX,80+ Gold,550 W,Semi,,
FSP Group Raider 750,https://pcpartpicker.com/product/rfw323/fsp-group-power-supply-raider750,https://m.media-amazon.com/images/I/51mjZNgVvIL.jpg,ATX,80+ Bronze,750 W,No,,
NZXT HALE82N 550W,https://pcpartpicker.com/product/3GQypg/nzxt-hale82n-550w-550-w-80-bronze-certified-atx-power-supply-np-1bn-0550a-us,/static/forever/img/no-image.png,ATX,80+ Bronze,550 W,No,,
NZXT HALE82N 650W,https://pcpartpicker.com/product/Rxw323/nzxt-hale82n-650w-650-w-80-bronze-certified-atx-power-supply-np-1bn-0650a-us,/static/forever/img/no-image.png,ATX,80+ Bronze,650 W,No,,
NZXT HALE82N 750W,https://pcpartpicker.com/product/9dLypg/nzxt-hale82n-750w-750-w-80-bronze-certified-atx-power-supply-np-1bn-0750a-us,/static/forever/img/no-image.png,ATX,80+ Bronze,750 W,No,,
SeaSonic G,https://pcpartpicker.com/product/xVkD4D/seasonic-power-supply-ssr450rm,/static/forever/img/no-image.png,ATX,80+ Gold,450 W,Semi,,
Cooler Master Silent Pro Platinum,https://pcpartpicker.com/product/c3PfrH/cooler-master-power-supply-rsa00sppad3us,https://m.media-amazon.com/images/I/41TChtNdn8L.jpg,ATX,80+ Platinum,1000 W,Semi,,
Corsair TX750 V2,https://pcpartpicker.com/product/8WkD4D/corsair-tx750-v2-750-w-80-bronze-certified-atx-power-supply-tx750-v2,/static/forever/img/no-image.png,ATX,80+ Bronze,750 W,No,,
Corsair TX850 V2,https://pcpartpicker.com/product/PYkD4D/corsair-tx850-v2-850-w-80-bronze-certified-atx-power-supply-tx850-v2,https://m.media-amazon.com/images/I/51-FCIesJyL.jpg,ATX,80+ Bronze,850 W,No,,
Fractal Design Tesla R2,https://pcpartpicker.com/product/rfQypg/fractal-design-power-supply-teslar2650wwhite,https://cdna.pcpartpicker.com/static/forever/images/product/15d04ca8c8bdd7339458dd75cc0b7d54.med.256p.jpg,ATX,80+ Gold,650 W,No,,
Fractal Design Integra R2,https://pcpartpicker.com/product/2Ndqqs/fractal-design-power-supply-integrar2650w,https://cdna.pcpartpicker.com/static/forever/images/product/91517030bbf61f44b4964c07c92ad630.med.256p.jpg,ATX,80+ Bronze,650 W,No,,
PC Power &amp; Cooling Silencer MK III,https://pcpartpicker.com/product/X6JwrH/pc-power--cooling-power-supply-ppcmk3s850,/static/forever/img/no-image.png,ATX,80+ Gold,850 W,Semi,,
Fractal Design Integra R2,https://pcpartpicker.com/product/pnxfrH/fractal-design-power-supply-fdpsuin2b750w,https://m.media-amazon.com/images/I/413-r8HJ50L.jpg,ATX,80+ Bronze,750 W,No,,
Fractal Design Tesla R2,https://pcpartpicker.com/product/KL3RsY/fractal-design-power-supply-fdpsuts2b650w,https://m.media-amazon.com/images/I/51Gh96G8BrL.jpg,ATX,80+ Gold,650 W,No,,
Fractal Design Tesla R2,https://pcpartpicker.com/product/hrNp99/fractal-design-power-supply-fdpsuts2w650w,https://images-fe.ssl-images-amazon.com/images/I/41wcwLkhdfL.jpg,ATX,80+ Gold,650 W,No,,
FSP Group AURUM 92+,https://pcpartpicker.com/product/fdZQzy/fsp-group-power-supply-pt650m,https://m.media-amazon.com/images/I/51pxF2jYJCL.jpg,ATX,80+ Platinum,650 W,Semi,,
Thermaltake EVO_Blue,https://pcpartpicker.com/product/8DPfrH/thermaltake-evo_blue-850-w-80-gold-certified-semi-modular-atx-power-supply-evo-850mpcgus-a,https://cdna.pcpartpicker.com/static/forever/images/product/b2210a025d7276f28002c8d34e3fec17.med.256p.jpg,ATX,80+ Gold,850 W,Semi,,
Thermaltake EVO_Blue,https://pcpartpicker.com/product/rKzv6h/thermaltake-evo_blue-750-w-80-gold-certified-semi-modular-atx-power-supply-evo-750mpcgus,https://images-eu.ssl-images-amazon.com/images/I/41zGkBC2ylL.jpg,ATX,80+ Gold,750 W,Semi,,
NZXT HALE90 V2 1000W,https://pcpartpicker.com/product/zzJwrH/nzxt-hale90-v2-1000w-1000-w-80-gold-certified-fully-modular-atx-power-supply-ps-h9v2-100,/static/forever/img/no-image.png,ATX,80+ Gold,1000 W,Full,,
be quiet! Dark Power Pro 10,https://pcpartpicker.com/product/XJh9TW/be-quiet-power-supply-bn604,/static/forever/img/no-image.png,ATX,80+ Gold,1000 W,Semi,,
EVGA SuperNOVA NEX1500 Classified,https://pcpartpicker.com/product/pVjG3C/evga-supernova-nex1500-classified-1500-w-80-gold-certified-fully-modular-atx-power-supply-120-pg-1500-vr,https://images-na.ssl-images-amazon.com/images/I/41UN5SsnEWL.jpg,ATX,80+ Gold,1500 W,Full,,
LEPA B850-MA,https://pcpartpicker.com/product/Qp7wrH/lepa-power-supply-b850ma,/static/forever/img/no-image.png,ATX,80+ Bronze,850 W,Semi,,
SeaSonic SSP-550RT,https://pcpartpicker.com/product/D2XfrH/seasonic-power-supply-ssp550rt,https://cdna.pcpartpicker.com/static/forever/images/product/1d48c1034e8afb78f77bf22025bf26ee.med.256p.jpg,ATX,80+ Gold,550 W,No,,
SeaSonic SSP-450RT,https://pcpartpicker.com/product/Cb7wrH/seasonic-power-supply-ssp450rt,https://m.media-amazon.com/images/I/31Kv9RatCQL.jpg,ATX,80+ Gold,450 W,No,,
Enermax TRIATHLOR,https://pcpartpicker.com/product/8VxfrH/enermax-power-supply-eta550awtm,https://m.media-amazon.com/images/I/512OKVDZJ2L.jpg,ATX,80+ Bronze,550 W,Semi,,
Enermax TRIATHLOR,https://pcpartpicker.com/product/xzJwrH/enermax-power-supply-eta650awtm,https://m.media-amazon.com/images/I/51X4r3RVk+L.jpg,ATX,80+ Bronze,650 W,Semi,,
Enermax NAXN ADV.,https://pcpartpicker.com/product/YrZQzy/enermax-naxn-adv-550-w-80-bronze-certified-atx-power-supply-etl550awt,https://images-na.ssl-images-amazon.com/images/I/51-ewOW8TGL.jpg,ATX,80+ Bronze,550 W,No,,
In Win Commander III 600,https://pcpartpicker.com/product/Jj6BD3/inwin-power-supply-commanderiii600,https://m.media-amazon.com/images/I/419-n6G76QL.jpg,ATX,80+ Gold,600 W,Semi,,
In Win GreenMe 550,https://pcpartpicker.com/product/fYvRsY/inwin-power-supply-greenme550,https://m.media-amazon.com/images/I/51cz63td0cL.jpg,ATX,80+ Bronze,550 W,No,,
Topower ZU-950,https://pcpartpicker.com/product/QfqdnQ/topower-zu-950-950-w-atx-power-supply-zu-950,https://images-eu.ssl-images-amazon.com/images/I/51pM5dYp7rL.jpg,ATX,,950 W,No,,
VisionTek 900490,https://pcpartpicker.com/product/XX4gXL/visiontek-900490-800-w-80-bronze-certified-semi-modular-atx-power-supply-900490,https://images-na.ssl-images-amazon.com/images/I/41zcTMGcBNL.jpg,ATX,80+ Bronze,800 W,Semi,,
Antec High Current Pro,https://pcpartpicker.com/product/fY3RsY/antec-power-supply-hcp850platinum,https://cdna.pcpartpicker.com/static/forever/images/product/738e012421a96c0ea02bad3d7eec29cc.256p.jpg,ATX,80+ Platinum,850 W,Full,,
Zalman zm-400-LE,https://pcpartpicker.com/product/QjmLrH/zalman-zm-400-le-400-w-atx-power-supply-zm-400-le,https://m.media-amazon.com/images/I/41BKTHp0OHL.jpg,ATX,,400 W,No,,
FSP Group Raider S 450,https://pcpartpicker.com/product/83h9TW/fsp-group-power-supply-raiders450,/static/forever/img/no-image.png,ATX,80+ Silver,450 W,No,,
FSP Group VITAL 400,https://pcpartpicker.com/product/8R2kcf/fsp-group-power-supply-vital400,https://m.media-amazon.com/images/I/51SyWZiuVRL.jpg,ATX,80+,400 W,No,,
LEPA MaxBron,https://pcpartpicker.com/product/WVMFf7/lepa-power-supply-b1000mb,https://m.media-amazon.com/images/I/51M5R90OHKL.jpg,ATX,80+ Bronze,1000 W,Semi,,
LEPA MaxBron,https://pcpartpicker.com/product/zzqdnQ/lepa-power-supply-b450mb,https://images-na.ssl-images-amazon.com/images/I/41NChlhqMAL.jpg,ATX,80+ Bronze,450 W,Semi,,
LEPA MX-F1,https://pcpartpicker.com/product/TXjG3C/lepa-power-supply-n350sb,https://m.media-amazon.com/images/I/41zmvDOClQL.jpg,ATX,,350 W,No,,
LEPA MX-F1,https://pcpartpicker.com/product/ZkV48d/lepa-power-supply-n400sb,/static/forever/img/no-image.png,ATX,,400 W,No,,
Topower TOP-500WB,https://pcpartpicker.com/product/CdsKHx/topower-top-500wb-500-w-80-bronze-certified-atx-power-supply-top-500wb,https://cdna.pcpartpicker.com/static/forever/images/product/477196f5b12e6577494916aed81f3105.med.256p.jpg,ATX,80+ Bronze,500 W,No,,
Athena Power AP-P4ATX80FEP8,https://pcpartpicker.com/product/Rg2kcf/athena-power-power-supply-app4atx80fep8,https://cdna.pcpartpicker.com/static/forever/images/product/85bd8ef0e365aa62893317f1f6acc6e1.med.256p.jpg,ATX,80+ Bronze,800 W,No,,
Cooler Master GXII,https://pcpartpicker.com/product/v7zv6h/cooler-master-power-supply-rs550acaab1us,https://images-na.ssl-images-amazon.com/images/I/41FLubkIX0L.jpg,ATX,80+ Bronze,550 W,No,,
LEPA B550-MB,https://pcpartpicker.com/product/cLtCmG/lepa-power-supply-b550mb,https://m.media-amazon.com/images/I/51XYwhPw2jL.jpg,ATX,80+ Bronze,550 W,Semi,,
Raidmax RX-535AP,https://pcpartpicker.com/product/wFQypg/raidmax-power-supply-rx535ap,https://images-na.ssl-images-amazon.com/images/I/41iYiDgFCBL.jpg,ATX,80+ Bronze,535 W,Semi,,
Rosewill CAPSTONE-1000-M,https://pcpartpicker.com/product/cC3RsY/rosewill-power-supply-capstone1000m,/static/forever/img/no-image.png,ATX,80+ Gold,1000 W,Semi,,
LEPA B550-SA,https://pcpartpicker.com/product/6szv6h/lepa-power-supply-b550sa,https://images-na.ssl-images-amazon.com/images/I/41v1ZZXwa2L.jpg,ATX,80+ Bronze,550 W,No,,
XFX XTR,https://pcpartpicker.com/product/Rkh9TW/xfx-xtr-550-w-80-gold-certified-fully-modular-atx-power-supply-p1-550b-befx,https://cdna.pcpartpicker.com/static/forever/images/product/24e1cc6db4f5bf7eadff5124af20ee3c.256p.jpg,ATX,80+ Gold,550 W,Full,,
Silverstone Strider,https://pcpartpicker.com/product/tYV48d/silverstone-power-supply-st60fesg,https://m.media-amazon.com/images/I/41nG6itXYNL.jpg,ATX,80+ Gold,600 W,No,,
Silverstone Strider,https://pcpartpicker.com/product/Xrzv6h/silverstone-power-supply-st70fesb,https://m.media-amazon.com/images/I/41iYY-6OODL.jpg,ATX,80+ Bronze,700 W,No,,
Silverstone Strider,https://pcpartpicker.com/product/yNfp99/silverstone-power-supply-st70fesg,https://m.media-amazon.com/images/I/31Z2OHn1jNL.jpg,ATX,80+ Gold,700 W,No,,
Cougar CougarA500,https://pcpartpicker.com/product/jtckcf/cougar-power-supply-cougara500,/static/forever/img/no-image.png,ATX,80+ Bronze,500 W,No,,
LEPA P1375-MA,https://pcpartpicker.com/product/3cdqqs/lepa-power-supply-p1375ma,/static/forever/img/no-image.png,ATX,80+ Platinum,1375 W,Full,,
Thermaltake Toughpower Grand,https://pcpartpicker.com/product/n63RsY/thermaltake-toughpower-grand-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0750mpcgus-1,https://m.media-amazon.com/images/I/51n6Uddy8DL.jpg,ATX,80+ Gold,750 W,Full,,
be quiet! Power Zone,https://pcpartpicker.com/product/qhn2FT/be-quiet-power-supply-bn610,/static/forever/img/no-image.png,ATX,80+ Bronze,650 W,Full,,
SeaSonic M12II,https://pcpartpicker.com/product/Bn3RsY/seasonic-power-supply-ss850am2,https://images-na.ssl-images-amazon.com/images/I/51t9GKy%2BKcL.jpg,ATX,80+ Bronze,850 W,Full,,
BitFenix Fury,https://pcpartpicker.com/product/8hn2FT/bitfenix-power-supply-bfpfur650gksxkrp,https://cdna.pcpartpicker.com/static/forever/images/product/b15441dab9816e3fd0c4d30512c13d20.med.256p.jpg,ATX,80+ Gold,650 W,Semi,,
BitFenix Fury,https://pcpartpicker.com/product/xhn2FT/bitfenix-power-supply-bfpfur750gksxkrp,https://cdna.pcpartpicker.com/static/forever/images/product/b4fc1b3d792b6606ccc997ac8d894570.256p.jpg,ATX,80+ Gold,750 W,Semi,,
Cooler Master VSM,https://pcpartpicker.com/product/yCsKHx/cooler-master-power-supply-rs550amaag1s1,/static/forever/img/no-image.png,ATX,80+ Gold,550 W,Semi,,
Cooler Master VSM,https://pcpartpicker.com/product/vJvRsY/cooler-master-power-supply-rs650amaag1s1,https://cdna.pcpartpicker.com/static/forever/images/product/245b632d1375d817740105f5d532b95b.256p.jpg,ATX,80+ Gold,650 W,Semi,,
Cooler Master VSM,https://pcpartpicker.com/product/YjPfrH/cooler-master-power-supply-rs750amaag1s1,/static/forever/img/no-image.png,ATX,80+ Gold,750 W,Semi,,
Cougar CMX850V3,https://pcpartpicker.com/product/KmyFf7/cougar-power-supply-cmx850v3,https://cdna.pcpartpicker.com/static/forever/images/product/001253aecd08c8545a9ba6e1b4501383.med.256p.jpg,ATX,80+ Bronze,850 W,Semi,,
Rosewill ARC M650,https://pcpartpicker.com/product/fNXfrH/rosewill-arc-m650-650-w-80-bronze-certified-semi-modular-atx-power-supply-arc-m650,/static/forever/img/no-image.png,ATX,80+ Bronze,650 W,Semi,,
SeaSonic Platinum,https://pcpartpicker.com/product/4YphP6/seasonic-power-supply-ss520fl2,https://m.media-amazon.com/images/I/516M74IyLkL.jpg,ATX,80+ Platinum,520 W,Full,,
Rosewill RD600-M,https://pcpartpicker.com/product/jJFPxr/rosewill-power-supply-rd600m,/static/forever/img/no-image.png,ATX,,600 W,Semi,,
Raidmax RX-635AP,https://pcpartpicker.com/product/ZkxfrH/raidmax-power-supply-rx635ap,/static/forever/img/no-image.png,ATX,80+ Bronze,635 W,Semi,,
Super Flower SF-1000F14MP White,https://pcpartpicker.com/product/G2qdnQ/super-flower-power-supply-sf1000f14mpwhite,https://images-na.ssl-images-amazon.com/images/I/41unUdkWysL.jpg,ATX,80+ Platinum,1000 W,Full,,
Super Flower Leadex Gold,https://pcpartpicker.com/product/fVtCmG/super-flower-leadex-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-sf-750f14mg,https://images-na.ssl-images-amazon.com/images/I/51NYOYL1kQL.jpg,ATX,80+ Gold,750 W,Full,,
Super Flower Leadex Gold,https://pcpartpicker.com/product/YfK7YJ/super-flower-leadex-gold-1300-w-80-gold-certified-fully-modular-atx-power-supply-sf-1300f14mg,https://cdna.pcpartpicker.com/static/forever/images/product/3291dfb6fe1dab0297ad3ff90ed0781e.256p.jpg,ATX,80+ Gold,1300 W,Full,,
Super Flower Leadex Gold,https://pcpartpicker.com/product/4Pbp99/super-flower-leadex-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-sf-650f14mg,https://cdna.pcpartpicker.com/static/forever/images/product/a93c8b575469f0c86d1e03a42a351566.256p.jpg,ATX,80+ Gold,650 W,Full,,
Super Flower Golden Green HX,https://pcpartpicker.com/product/WmV48d/super-flower-golden-green-hx-450-w-80-gold-certified-atx-power-supply-sf-450p14xe-hx,https://m.media-amazon.com/images/I/51lwkaGBf2L.jpg,ATX,80+ Gold,450 W,No,,
