Name,URL,Image,Capacity,Price / GB,Type,Cache,Form Factor,Interface,Price
Samsung 970 Evo,https://pcpartpicker.com/product/JLdxFT/samsung-970-evo-10tb-m2-2280-solid-state-drive-mz-v7e1t0baw,https://cdna.pcpartpicker.com/static/forever/images/product/09a31f32abb3daaf5ed9b849bd60e675.256p.jpg,1 TB,$0.290,SSD,1024 MB,M.2-2280,M.2 PCIe 3.0 X4,289.89
Crucial T710,https://pcpartpicker.com/product/7m2j4D/crucial-t710-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct2000t710ssd8,https://cdna.pcpartpicker.com/static/forever/images/product/abd724ed757ac7efff283d51c2b66cde.256p.jpg,2 TB,$0.162,SSD,,M.2-2280,M.2 PCIe 5.0 X4,323.95
Seagate BarraCuda,https://pcpartpicker.com/product/44Gj4D/seagate-barracuda-1tb-35-7200rpm-internal-hard-drive-st1000dm010,https://cdna.pcpartpicker.com/static/forever/images/product/0f3ec8d968661b3bfc4a7250f78ec8a9.256p.jpg,1 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,
Seagate BarraCuda,https://pcpartpicker.com/product/dCxfrH/seagate-internal-hard-drive-st1000dm003,https://m.media-amazon.com/images/I/51jzvyPoV6L.jpg,1 TB,$0.051,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,51.00
Crucial T705,https://pcpartpicker.com/product/WVP8TW/crucial-t705-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct2000t705ssd3,https://cdna.pcpartpicker.com/static/forever/images/product/26411ed56b8f23776f841818083ed115.256p.jpg,2 TB,$0.215,SSD,,M.2-2280,M.2 PCIe 5.0 X4,429.95
TEAMGROUP MP44L,https://pcpartpicker.com/product/2x4Ycf/teamgroup-mp44l-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk001t0c101,https://cdna.pcpartpicker.com/static/forever/images/product/b7e87809a48525a1340938718110fecc.256p.jpg,1 TB,$0.185,SSD,,M.2-2280,M.2 PCIe 4.0 X4,184.99
Patriot P410,https://pcpartpicker.com/product/PtFCmG/patriot-p410-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-p410p1tbm28h,https://cdna.pcpartpicker.com/static/forever/images/product/d17b7bda5821d0f34be4235f17fa568c.256p.jpg,1 TB,$0.170,SSD,,M.2-2280,M.2 PCIe 4.0 X4,169.99
Crucial BX500,https://pcpartpicker.com/product/Gb2bt6/crucial-bx500-2-tb-25-solid-state-drive-ct2000bx500ssd1,https://cdna.pcpartpicker.com/static/forever/images/product/5199ded1c4bfb5c37bc41c5065650198.256p.jpg,2 TB,$0.102,SSD,,"2.5""",SATA 6.0 Gb/s,204.99
Kingston KC3000,https://pcpartpicker.com/product/sJPQzy/kingston-kc3000-2048-tb-m2-2280-nvme-solid-state-drive-skc3000d2048g,https://m.media-amazon.com/images/I/31p3IUZV+ZL.jpg,2.048 TB,$0.182,SSD,,M.2-2280,M.2 PCIe 4.0 X4,372.58
Crucial T500,https://pcpartpicker.com/product/M8yH99/crucial-t500-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct2000t500ssd8,https://cdna.pcpartpicker.com/static/forever/images/product/3fd5aee2fd8854d15ef3c81dcd9599f5.256p.jpg,2 TB,$0.175,SSD,,M.2-2280,M.2 PCIe 4.0 X4,349.99
Samsung 990 Pro w/Heatsink,https://pcpartpicker.com/product/7RQcCJ/samsung-990-pro-wheatsink-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0cw,https://cdna.pcpartpicker.com/static/forever/images/product/ee5dce8b58c4c1e8661c97a35289d2fb.256p.jpg,2 TB,$0.193,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,386.00
Crucial P510 W/Heatsink,https://pcpartpicker.com/product/x7sMnQ/crucial-p510-wheatsink-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct2000p510ssd5,https://cdna.pcpartpicker.com/static/forever/images/product/17ab4bef30e2fdbb9ebdebac58b6cd74.256p.jpg,2 TB,$0.166,SSD,,M.2-2280,M.2 PCIe 5.0 X4,331.92
Crucial P3,https://pcpartpicker.com/product/dBBG3C/crucial-p3-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3ssd8,https://cdna.pcpartpicker.com/static/forever/images/product/5b0cd518feacc76794f17f75745b2907.256p.jpg,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Silicon Power UD90,https://pcpartpicker.com/product/YBkWGX/silicon-power-ud90-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp500gbp44ud9005,https://cdna.pcpartpicker.com/static/forever/images/product/2cfc0dd6eb47b5a49a2820fbdd9bab63.256p.jpg,500 GB,$0.180,SSD,,M.2-2280,M.2 PCIe 4.0 X4,89.97
Intel DC P3608,https://pcpartpicker.com/product/jHzZxr/intel-internal-hard-drive-ssdpecme040t401,/static/forever/img/no-image.png,4 TB,,SSD,,PCIe,PCIe x8,
Samsung 980,https://pcpartpicker.com/product/mKBG3C/samsung-980-1-tb-m2-2280-nvme-solid-state-drive-mz-v8v1t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/2aff821ed66963cb32fb0c71b093eccc.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Seagate IronWolf NAS,https://pcpartpicker.com/product/6FQcCJ/seagate-ironwolf-nas-4-tb-35-5400-rpm-internal-hard-drive-st4000vn006,https://cdna.pcpartpicker.com/static/forever/images/product/2051a9a304e2281fca519576296b3823.256p.jpg,4 TB,$0.032,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,129.99
Crucial P310 w/ Acronis Data Recovery,https://pcpartpicker.com/product/M82j4D/crucial-p310-w-acronis-data-recovery-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct1000p310ssd801,https://m.media-amazon.com/images/I/31s-wKnYDvL.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,
Seagate BarraCuda,https://pcpartpicker.com/product/Xdvscf/seagate-barracuda-24-tb-35-7200-rpm-internal-hard-drive-st24000dm001,https://cdna.pcpartpicker.com/static/forever/images/product/57eeaaaeb2ec18379ac141160edb2666.256p.jpg,24 TB,$0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,489.99
Intel 670p,https://pcpartpicker.com/product/bm8bt6/intel-670p-512-gb-m2-2280-nvme-solid-state-drive-ssdpeknu512gzx1,https://cdna.pcpartpicker.com/static/forever/images/product/f0b81eeb99c2afdb1c9b4ee48fac9657.256p.jpg,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Patriot P300,https://pcpartpicker.com/product/k8n8TW/patriot-p300-128-gb-m2-2280-nvme-solid-state-drive-p300p128gm28,https://cdna.pcpartpicker.com/static/forever/images/product/83730873ee20dac30e1dab0d836e9e6b.256p.jpg,128 GB,$0.391,SSD,,M.2-2280,M.2 PCIe 3.0 X4,49.99
Seagate IronWolf Pro,https://pcpartpicker.com/product/GGwD4D/seagate-ironwolf-pro-30-tb-35-7200-rpm-internal-hard-drive-st30000nt011,https://cdna.pcpartpicker.com/static/forever/images/product/e229dfd55b9560dd810a8a830995c2b8.256p.jpg,30 TB,,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,
Samsung 870 QVO,https://pcpartpicker.com/product/7Qvqqs/samsung-870-qvo-8-tb-25-solid-state-drive-mz-77q8t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/29b838814626cac9b060a2d2c0a293cd.256p.jpg,8 TB,$0.174,SSD,,"2.5""",SATA 6.0 Gb/s,1396.00
Seagate SuperSpeed HDD,https://pcpartpicker.com/product/vhCwrH/seagate-internal-hard-drive-stbd1000400,https://cdna.pcpartpicker.com/static/forever/images/product/a0ef92b25c25a567557dbae1cb3ebed0.256p.jpg,1 TB,,Hybrid,64 MB,"2.5""",SATA 6.0 Gb/s,
PNY CS900,https://pcpartpicker.com/product/x83mP6/pny-cs900-1-tb-25-solid-state-drive-ssd7cs900-1tb-rb,https://cdna.pcpartpicker.com/static/forever/images/product/1a0e1f64fd9de50cc37c9373d7bb48d6.256p.jpg,1 TB,$0.113,SSD,,"2.5""",SATA 6.0 Gb/s,113.00
Lexar NM790,https://pcpartpicker.com/product/TspQzy/lexar-nm790-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm790x002t-rnnng,https://cdna.pcpartpicker.com/static/forever/images/product/496a72c7b0963d48aff4970b5407c89f.256p.jpg,2 TB,$0.169,SSD,,M.2-2280,M.2 PCIe 4.0 X4,338.98
Western Digital WD_BLACK SN8100,https://pcpartpicker.com/product/hmFCmG/western-digital-wd_black-sn8100-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-wds200t1x0m,https://cdna.pcpartpicker.com/static/forever/images/product/1a712c4fc7eec20d6af59f2992e40962.256p.jpg,2 TB,$0.235,SSD,2048 MB,M.2-2280,M.2 PCIe 5.0 X4,470.30
Western Digital WD Green SN3000,https://pcpartpicker.com/product/6M8Pxr/western-digital-wd-green-sn3000-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t4g0e-00cps0,https://cdna.pcpartpicker.com/static/forever/images/product/f7ef0967f1ceb8bb467e4a8b1344a401.256p.jpg,1 TB,$0.170,SSD,,M.2-2280,M.2 PCIe 4.0 X4,169.99
Patriot P400 Lite,https://pcpartpicker.com/product/hkmNnQ/patriot-p400-lite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-p400lp2kgm28h,https://cdna.pcpartpicker.com/static/forever/images/product/0aaf750acd7697a2e0fac812b6ba7770.256p.jpg,2 TB,$0.122,SSD,,M.2-2280,M.2 PCIe 4.0 X4,244.99
Gigabyte AORUS Gen4 7300,https://pcpartpicker.com/product/KLfV3C/gigabyte-aorus-gen4-7300-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ag4731tb-n,https://cdna.pcpartpicker.com/static/forever/images/product/c04197188f6a01e5cb2561e627e1a402.256p.jpg,1 TB,$0.190,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,189.99
Western Digital WD_BLACK SN8100,https://pcpartpicker.com/product/KjQwrH/western-digital-wd_black-sn8100-8-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-wds800t1x0m-00cmt0,https://cdna.pcpartpicker.com/static/forever/images/product/d80534121073b9abba87fdef3117873e.256p.jpg,8 TB,$0.325,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2599.99
ADATA LEGEND 860,https://pcpartpicker.com/product/CxLdnQ/adata-legend-860-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sleg-860-1000gcs,https://cdna.pcpartpicker.com/static/forever/images/product/caa0126e94269529feefd20dacb980b9.256p.jpg,1 TB,$0.190,SSD,,M.2-2280,M.2 PCIe 4.0 X4,190.49
Intel 660p,https://pcpartpicker.com/product/9nhKHx/intel-660p-series-1tb-m2-2280-solid-state-drive-ssdpeknw010t8x1,https://cdna.pcpartpicker.com/static/forever/images/product/72ac6b04347d22c2592029d4a49bc5ed.256p.jpg,1.02 TB,$0.146,SSD,,M.2-2280,M.2 PCIe 3.0 X4,149.00
Samsung 980 Pro w/Heatsink,https://pcpartpicker.com/product/fVC48d/samsung-980-pro-heatsink-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0cw,https://cdna.pcpartpicker.com/static/forever/images/product/b2412d4f6cdb883eafbc4a27afa07878.256p.jpg,2 TB,,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,
Western Digital WD Blue SN5000,https://pcpartpicker.com/product/Pb3NnQ/western-digital-wd-blue-sn5000-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds500g4b0e,https://cdna.pcpartpicker.com/static/forever/images/product/3c03726c558dde11a8bb793ec09bfda8.256p.jpg,500 GB,$0.240,SSD,,M.2-2280,M.2 PCIe 4.0 X4,119.99
SanDisk Optimus GX PRO 8100,https://pcpartpicker.com/product/sV8Pxr/sandisk-optimus-gx-pro-8100-8-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-sdsp82800tan-000e0,https://m.media-amazon.com/images/I/31DPziY+iRL.jpg,8 TB,$0.492,SSD,,M.2-2280,M.2 PCIe 5.0 X4,3937.99
Seagate Barracuda Compute,https://pcpartpicker.com/product/BcQG3C/seagate-barracuda-compute-2-tb-35-7200rpm-internal-hard-drive-st2000dmz08dm008,https://cdna.pcpartpicker.com/static/forever/images/product/64cf1a6fe313be20a6e6a146bfb54a2c.256p.jpg,2 TB,$0.044,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,87.78
Western Digital Green SN350,https://pcpartpicker.com/product/zRnypg/western-digital-green-sn350-1-tb-m2-2280-nvme-solid-state-drive-wds100t3g0c,https://cdna.pcpartpicker.com/static/forever/images/product/57b87f0a167a06e77da78f9812f28367.256p.jpg,1 TB,$0.145,SSD,,M.2-2280,M.2 PCIe 3.0 X4,145.00
Seagate Constellation ES,https://pcpartpicker.com/product/ZwsKHx/seagate-internal-hard-drive-st1000nm0011,https://images-na.ssl-images-amazon.com/images/I/41ZOiHe0arL.jpg,1 TB,$0.039,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,38.95
Silicon Power UD90,https://pcpartpicker.com/product/2BvD4D/silicon-power-ud90-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp04kgbp44ud9005,https://m.media-amazon.com/images/I/31Jz10dwCWL.jpg,4 TB,$0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4,429.97
Kingston KC3000,https://pcpartpicker.com/product/ccFbt6/kingston-kc3000-1024-tb-m2-2280-nvme-solid-state-drive-skc3000s1024g,https://cdna.pcpartpicker.com/static/forever/images/product/e66fc9e6326af9ce97e3bd50268f61a2.256p.jpg,1.024 TB,$0.244,SSD,,M.2-2280,M.2 PCIe 4.0 X4,249.82
Western Digital WD Blue SN5000,https://pcpartpicker.com/product/JFjRsY/western-digital-wd-blue-sn5000-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t4b0e,https://cdna.pcpartpicker.com/static/forever/images/product/fcf73d393a43493ce7f07fd77e50ac5b.256p.jpg,1 TB,$0.179,SSD,,M.2-2280,M.2 PCIe 4.0 X4,178.99
TEAMGROUP MP33,https://pcpartpicker.com/product/64MTwP/team-mp33-1-tb-m2-2280-nvme-solid-state-drive-tm8fp6001t0c101,https://cdna.pcpartpicker.com/static/forever/images/product/567dfd409067c0a10aa67fc3c720c46d.256p.jpg,1 TB,$0.169,SSD,,M.2-2280,M.2 PCIe 3.0 X4,168.99
Crucial E100,https://pcpartpicker.com/product/JZKnTW/crucial-e100-480-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct480e100ssd8,https://cdna.pcpartpicker.com/static/forever/images/product/62ef9620cb99292a8f9adf9ad72c49b3.256p.jpg,480 GB,$0.177,SSD,,M.2-2280,M.2 PCIe 4.0 X4,84.99
Samsung 860 Evo,https://pcpartpicker.com/product/yzfhP6/samsung-860-evo-1tb-25-solid-state-drive-mz-76e1t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/50adb27c43f4a13c15135378f031d5c0.256p.jpg,1 TB,$0.290,SSD,1024 MB,"2.5""",SATA 6.0 Gb/s,289.99
Western Digital WD_BLACK SN8100,https://pcpartpicker.com/product/H84Pxr/western-digital-wd_black-sn8100-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-wds400t1x0m,https://cdna.pcpartpicker.com/static/forever/images/product/1a712c4fc7eec20d6af59f2992e40962.256p.jpg,4 TB,$0.212,SSD,4096 MB,M.2-2280,M.2 PCIe 5.0 X4,849.99
Western Digital Black SN770,https://pcpartpicker.com/product/4KRYcf/western-digital-2-tb-m2-2280-nvme-solid-state-drive-wds200t3x0e,https://cdna.pcpartpicker.com/static/forever/images/product/5ab53f4ea70381a66686c52d0b6e05a6.256p.jpg,2 TB,$0.200,SSD,,M.2-2280,M.2 PCIe 4.0 X4,399.99
ADATA Legend 710,https://pcpartpicker.com/product/NQt9TW/adata-legend-710-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-aleg-710-1tcs,https://cdna.pcpartpicker.com/static/forever/images/product/fcfc16d3df880de0f065760333e239cb.256p.jpg,1 TB,$0.147,SSD,,M.2-2280,M.2 PCIe 3.0 X4,146.99
Samsung 990 Pro w/Heatsink,https://pcpartpicker.com/product/9c2WGX/samsung-990-pro-wheatsink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0cw,https://cdna.pcpartpicker.com/static/forever/images/product/a2988cd0655c6c7d2dedf7cd4b84bf70.256p.jpg,1 TB,$0.200,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,200.00
Gigabyte AORUS Gen4 7300,https://pcpartpicker.com/product/Qnjv6h/gigabyte-aorus-gen4-7300-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ag4732tb-n,https://cdna.pcpartpicker.com/static/forever/images/product/e32295dc41b57635cb76db07234a1288.256p.jpg,2 TB,,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,
Samsung 990 Pro w/Heatsink,https://pcpartpicker.com/product/VWxRsY/samsung-990-pro-heatsink-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p4t0cw,https://cdna.pcpartpicker.com/static/forever/images/product/1f3a70baa047ae18e1af31b89a344d2b.256p.jpg,4 TB,$0.190,SSD,4096 MB,M.2-2280,M.2 PCIe 4.0 X4,761.45
Kingston A400,https://pcpartpicker.com/product/WGZ2FT/kingston-a400-480gb-25-solid-state-drive-sa400s37480g,https://cdna.pcpartpicker.com/static/forever/images/product/97e2bd828644767c8a80b71f8cb14743.256p.jpg,480 GB,$0.227,SSD,,"2.5""",SATA 6.0 Gb/s,109.00
Samsung 970 Evo,https://pcpartpicker.com/product/P4ZFf7/samsung-970-evo-500gb-m2-2280-solid-state-drive-mz-v7e500bw,https://cdna.pcpartpicker.com/static/forever/images/product/09a31f32abb3daaf5ed9b849bd60e675.256p.jpg,500 GB,$0.480,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,239.90
Western Digital Caviar Blue,https://pcpartpicker.com/product/HGTmP6/western-digital-internal-hard-drive-wd5000aakx,https://m.media-amazon.com/images/I/51b2ykPEV6L.jpg,500 GB,$0.065,7200 RPM,16 MB,"3.5""",SATA 6.0 Gb/s,32.68
Western Digital WD_BLACK,https://pcpartpicker.com/product/psHqqs/western-digital-wd_black-10-tb-35-7200-rpm-internal-hard-drive-wd102fzbx,https://cdna.pcpartpicker.com/static/forever/images/product/8fb58c4077beaad4862ae568730a61b6.256p.jpg,10 TB,$0.027,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,274.99
Patriot P210,https://pcpartpicker.com/product/FrZzK8/patriot-p210-512-gb-25-solid-state-drive-p210s512g25,https://cdna.pcpartpicker.com/static/forever/images/product/0b4fa928bb9fe00b99169ee9b616d059.256p.jpg,512 GB,$0.156,SSD,,"2.5""",SATA 6.0 Gb/s,79.98
Silicon Power US75,https://pcpartpicker.com/product/BKKscf/silicon-power-us75-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp01kgbp44us7505,https://m.media-amazon.com/images/I/41-p+2nG4xL.jpg,1 TB,$0.132,SSD,,M.2-2280,M.2 PCIe 4.0 X4,131.97
Seagate IronWolf NAS,https://pcpartpicker.com/product/sD848d/seagate-ironwolf-8-tb-35-7200rpm-internal-hard-drive-st8000vn004,https://cdna.pcpartpicker.com/static/forever/images/product/46ed2866892f9106dd92eb39059f970a.256p.jpg,8 TB,$0.031,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,249.99
Crucial T700 W/Heatsink,https://pcpartpicker.com/product/9xsV3C/crucial-t700-wheatsink-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t700ssd5,https://cdna.pcpartpicker.com/static/forever/images/product/aeb312f0e26355b4840393bd66b512cb.256p.jpg,1 TB,$0.170,SSD,,M.2-2280,M.2 PCIe 5.0 X4,169.99
Crucial T705,https://pcpartpicker.com/product/67FmP6/crucial-t705-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct4000t705ssd3,https://cdna.pcpartpicker.com/static/forever/images/product/26411ed56b8f23776f841818083ed115.256p.jpg,4 TB,$0.139,SSD,,M.2-2280,M.2 PCIe 5.0 X4,556.55
Biwin Black Opal NV7400,https://pcpartpicker.com/product/BmQwrH/biwin-black-opal-nv7400-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nv7400-1tb,https://m.media-amazon.com/images/I/31woR+469JL.jpg,1 TB,$0.185,SSD,,M.2-2280,M.2 PCIe 4.0 X4,184.99
Samsung 860 Evo,https://pcpartpicker.com/product/6yKcCJ/samsung-860-evo-500gb-25-solid-state-drive-mz-76e500bam,https://m.media-amazon.com/images/I/51bt4zQmHxL.jpg,500 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,
Crucial T710,https://pcpartpicker.com/product/9by8TW/crucial-t710-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t710ssd8,https://cdna.pcpartpicker.com/static/forever/images/product/abd724ed757ac7efff283d51c2b66cde.256p.jpg,1 TB,$0.202,SSD,,M.2-2280,M.2 PCIe 5.0 X4,201.99
Western Digital Red Plus,https://pcpartpicker.com/product/GCn9TW/western-digital-red-plus-8-tb-35-5640-rpm-internal-hard-drive-wd80efpx,https://cdna.pcpartpicker.com/static/forever/images/product/f29cc1dc50f8e71e20321969ea1f8713.256p.jpg,8 TB,$0.028,5640 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,224.99
Crucial T705,https://pcpartpicker.com/product/bF9wrH/crucial-t705-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t705ssd3,https://cdna.pcpartpicker.com/static/forever/images/product/26411ed56b8f23776f841818083ed115.256p.jpg,1 TB,$0.195,SSD,,M.2-2280,M.2 PCIe 5.0 X4,194.99
Lexar NQ780,https://pcpartpicker.com/product/JYWmP6/lexar-nq780-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnq780x001t-rnnnu,https://m.media-amazon.com/images/I/41on2XuPOUL.jpg,1 TB,$0.145,SSD,,M.2-2280,M.2 PCIe 4.0 X4,145.00
Seagate Surveillance HDD,https://pcpartpicker.com/product/T7PzK8/seagate-internal-hard-drive-st2000vx003,https://m.media-amazon.com/images/I/41NM4bGD2XL.jpg,2 TB,$0.045,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,89.25
Acer Predator GM7000,https://pcpartpicker.com/product/Mjstt6/acer-predator-gm7000-2-tb-m2-2280-nvme-solid-state-drive-bl9bwwr106,https://cdna.pcpartpicker.com/static/forever/images/product/12f86981f480322cc08d5561239cba2d.256p.jpg,2 TB,$0.150,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,299.99
TEAMGROUP MP33,https://pcpartpicker.com/product/Brvqqs/team-mp33-512-gb-m2-2280-nvme-solid-state-drive-tm8fp6512g0c101,https://cdna.pcpartpicker.com/static/forever/images/product/567dfd409067c0a10aa67fc3c720c46d.256p.jpg,512 GB,$0.201,SSD,,M.2-2280,M.2 PCIe 3.0 X4,102.99
Patriot P300,https://pcpartpicker.com/product/bdsnTW/patriot-p300-1-tb-m2-2280-nvme-solid-state-drive-p300p1tbm28,https://cdna.pcpartpicker.com/static/forever/images/product/802eda7983bb37a733ea6f9890791188.256p.jpg,1 TB,$0.157,SSD,,M.2-2280,M.2 PCIe 3.0 X4,156.99
Samsung 970 Evo Plus,https://pcpartpicker.com/product/BDYLrH/samsung-970-evo-plus-250-gb-m2-2280-nvme-solid-state-drive-mz-v7s250bam,https://cdna.pcpartpicker.com/static/forever/images/product/25a1bf52562913032cce0b7a71b9e323.256p.jpg,250 GB,$0.536,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,133.99
Kingston Fury Renegade,https://pcpartpicker.com/product/FyZ9TW/kingston-fury-renegade-2-tb-m2-2280-nvme-solid-state-drive-sfyrd2000g,https://cdna.pcpartpicker.com/static/forever/images/product/f53b8d7adbe5755ba2e272aa945f3517.256p.jpg,2 TB,$0.219,SSD,,M.2-2280,M.2 PCIe 4.0 X4,437.15
Lexar NM620,https://pcpartpicker.com/product/dntLrH/lexar-nm620-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-lnm620x002t-rnnng,https://m.media-amazon.com/images/I/41KRORxr10L.jpg,2 TB,$0.173,SSD,,M.2-2280,M.2 PCIe 3.0 X4,345.47
Seagate IronWolf Pro NAS,https://pcpartpicker.com/product/WsH7YJ/seagate-ironwolf-pro-nas-20-tb-35-7200-rpm-internal-hard-drive-st20000nt001,https://cdna.pcpartpicker.com/static/forever/images/product/e352117b6f8a568f0bed5452b16d922e.256p.jpg,20 TB,$0.025,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,499.99
Intel Optane 905P,https://pcpartpicker.com/product/x9ZFf7/intel-optane-905p-15-tb-25-nvme-solid-state-drive-ssdpe21d015tax1,https://cdna.pcpartpicker.com/static/forever/images/product/487ca0388bcbcb69866862076782e8f1.256p.jpg,1.5 TB,$3.000,SSD,,"2.5""",U.2,4500.00
Crucial P310 w/Heatsink,https://pcpartpicker.com/product/8vjv6h/crucial-p310-wheatsink-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct2000p310ssd5,https://cdna.pcpartpicker.com/static/forever/images/product/f262730ba9facc0575af3658f509cdda.256p.jpg,2 TB,$0.145,SSD,,M.2-2280,M.2 PCIe 4.0 X4,289.99
MSI SPATIUM M482,https://pcpartpicker.com/product/T6bRsY/msi-spatium-m482-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m482-pcie-40-nvme-m2-2tb,https://cdna.pcpartpicker.com/static/forever/images/product/a1e6e587283595392f120360f3d870d1.256p.jpg,2 TB,$0.139,SSD,,M.2-2280,M.2 PCIe 4.0 X4,279.00
Western Digital Red Plus,https://pcpartpicker.com/product/NwXMnQ/western-digital-red-plus-10-tb-35-7200-rpm-internal-hard-drive-wd100efgx,https://cdna.pcpartpicker.com/static/forever/images/product/671f55c6444846cc12b2381747520883.256p.jpg,10 TB,$0.025,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,249.99
Western Digital WD_BLACK SN7100,https://pcpartpicker.com/product/Gzn9TW/western-digital-wd_black-sn7100-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds500g4x0e-00cja0,https://cdna.pcpartpicker.com/static/forever/images/product/91fea25030142ec198bc9f3d7e58a924.256p.jpg,500 GB,$0.260,SSD,,M.2-2280,M.2 PCIe 4.0 X4,129.99
Samsung 990 EVO,https://pcpartpicker.com/product/xXGhP6/samsung-990-evo-1-tb-m2-2280-pcie-50-x2-nvme-solid-state-drive-mz-v9e1t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/a00cf1a6938d19a3965c362d1c715c56.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 5.0 X2,
Silicon Power A55,https://pcpartpicker.com/product/DZkj4D/silicon-power-a55-2-tb-25-solid-state-drive-sp002tbss3a55s25,https://cdna.pcpartpicker.com/static/forever/images/product/2b903d1b9fb20f692f6c9d815376de49.256p.jpg,2 TB,$0.095,SSD,,"2.5""",SATA 6.0 Gb/s,189.97
Toshiba DT01ACA050,https://pcpartpicker.com/product/D7V48d/toshiba-internal-hard-drive-dt01aca050,https://cdna.pcpartpicker.com/static/forever/images/product/9737d8cec44333aee732aeea7c7d79e7.256p.jpg,500 GB,,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,
