Name,URL,Image,Capacity,Price / GB,Type,Cache,Form Factor,Interface,Price
Western Digital RE,https://pcpartpicker.com/product/cfvZxr/western-digital-internal-hard-drive-wd6001fxyz,https://cdna.pcpartpicker.com/static/forever/images/product/af5814252939de8d54887ae8dcd6c54d.256p.jpg,360 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Silicon Power S70,https://pcpartpicker.com/product/g2mxFT/silicon-power-internal-hard-drive-sp120gbss3s70s25,https://m.media-amazon.com/images/I/412f2y4BZQL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Silicon Power S70,https://pcpartpicker.com/product/qcbkcf/silicon-power-internal-hard-drive-sp480gbss3s70s25,https://images-na.ssl-images-amazon.com/images/I/51jDlkNCF3L.jpg,120 GB,,SSD,256 MB,"2.5""",SATA 6.0 Gb/s,
Intel 540s,https://pcpartpicker.com/product/ztnG3C/intel-internal-hard-drive-ssdsc2kw120h6x1,https://images-na.ssl-images-amazon.com/images/I/41ZBNTWUc0L.jpg,6 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Intel 540s,https://pcpartpicker.com/product/ZhkwrH/intel-internal-hard-drive-ssdsc2kw360h6x1,https://m.media-amazon.com/images/I/41ZBNTWUc0L.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Patriot Torch LE,https://pcpartpicker.com/product/C3yxFT/patriot-internal-hard-drive-ptl960gs25ssdr,https://m.media-amazon.com/images/I/41RTaoTK3NL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Patriot Torch LE,https://pcpartpicker.com/product/DDqbt6/patriot-internal-hard-drive-ptl480gs25ssdr,https://m.media-amazon.com/images/I/41mLrOaruyL.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Patriot Torch LE,https://pcpartpicker.com/product/w9rcCJ/patriot-internal-hard-drive-ptl240gs25ssdr,https://m.media-amazon.com/images/I/41pvyxNv8kL.jpg,360 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Patriot Torch LE,https://pcpartpicker.com/product/MBjWGX/patriot-internal-hard-drive-ptl120gs25ssdr,https://m.media-amazon.com/images/I/41bxBPDGb5L.jpg,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Plextor M7V,https://pcpartpicker.com/product/CfvZxr/plextor-internal-hard-drive-px256m7vc,https://images-na.ssl-images-amazon.com/images/I/41gTNTzi0dL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate ST1000LX001,https://pcpartpicker.com/product/gyKhP6/seagate-internal-hard-drive-st1000lx001,/static/forever/img/no-image.png,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
MyDigitalSSD BP5e Slim 7,https://pcpartpicker.com/product/nsL7YJ/mydigitalssd-bp5e-slim-7-480gb-25-solid-state-drive-mds7-bp5e-0512g,/static/forever/img/no-image.png,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/MGL7YJ/seagate-enterprise-capacity-10tb-35-7200rpm-internal-hard-drive-st10000nm0016,https://cdna.pcpartpicker.com/static/forever/images/product/329754e4f794528a9871cec5d543d23f.256p.jpg,256 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,
Intel 540s,https://pcpartpicker.com/product/qLs8TW/intel-540s-480gb-m2-2280-solid-state-drive-ssdsckkw480h6x1,https://m.media-amazon.com/images/I/41l2EjFWDfL.jpg,1 TB,,Hybrid,,"2.5""",SATA 6.0 Gb/s,
Intel 540s,https://pcpartpicker.com/product/gd98TW/intel-540s-360gb-m2-2280-solid-state-drive-ssdsckkw360h6x1,https://cdna.pcpartpicker.com/static/forever/images/product/90c0c42ed0545858a1ac8ef3427f6be1.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Intel 540s,https://pcpartpicker.com/product/tmrcCJ/intel-540s-240gb-m2-2280-solid-state-drive-ssdsckkw240h6x1,https://cdna.pcpartpicker.com/static/forever/images/product/2cb7f5e3c10c38b2bca9a8e61de93f4e.256p.jpg,10 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
Intel 540s,https://pcpartpicker.com/product/pxs8TW/intel-540s-series-180gb-m2-2280-solid-state-drive-ssdsckkw180h6x1,https://cdna.pcpartpicker.com/static/forever/images/product/2cb7f5e3c10c38b2bca9a8e61de93f4e.256p.jpg,480 GB,,SSD,,M.2-2280,M.2 SATA,
Intel 540s,https://pcpartpicker.com/product/Hv38TW/intel-540s-120gb-m2-2280-solid-state-drive-ssdsckkw120h6x1,https://m.media-amazon.com/images/I/41l2EjFWDfL.jpg,360 GB,,SSD,,M.2-2280,M.2 SATA,
Intel 540s,https://pcpartpicker.com/product/KPX2FT/intel-540s-1tb-m2-2280-solid-state-drive-ssdsckkw010x6x1,https://m.media-amazon.com/images/I/41RUS4iUcxL.jpg,240 GB,,SSD,,M.2-2280,M.2 SATA,
Intel 750,https://pcpartpicker.com/product/Ln7CmG/intel-750-series-800gb-25-solid-state-drive-ssdpe2mw800g4x1,https://m.media-amazon.com/images/I/4186Edg9veL.jpg,180 GB,,SSD,,M.2-2280,M.2 SATA,
Plextor M6V,https://pcpartpicker.com/product/gTnG3C/plextor-m6v-512gb-25-solid-state-drive-px-512m6v,https://cdna.pcpartpicker.com/static/forever/images/product/21a6e4a8475780be1e7f9e654e4b1ac7.256p.jpg,120 GB,,SSD,,M.2-2280,M.2 SATA,
Plextor M6V,https://pcpartpicker.com/product/txs8TW/plextor-m6v-256gb-25-solid-state-drive-px-256m6v,https://cdna.pcpartpicker.com/static/forever/images/product/21a6e4a8475780be1e7f9e654e4b1ac7.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 SATA,
MyDigitalSSD 80mm BP5e,https://pcpartpicker.com/product/bjH48d/mydigitalssd-80mm-bp5e-120gb-m2-2280-solid-state-drive-mdm280-bp5e-0128g,/static/forever/img/no-image.png,800 GB,$0.450,SSD,,"2.5""",U.2,359.97
MyDigitalSSD 80mm BP5e,https://pcpartpicker.com/product/WXkwrH/mydigitalssd-80mm-bp5e-240gb-m2-2280-solid-state-drive-mdm280-bp5e-0256g,https://images-na.ssl-images-amazon.com/images/I/51fLKeBlHwL.jpg,512 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,
MyDigitalSSD 80mm BP5e,https://pcpartpicker.com/product/6XkwrH/mydigitalssd-80mm-bp5e-480gb-m2-2280-solid-state-drive-mdm280-bp5e-0512g,/static/forever/img/no-image.png,256 GB,,SSD,256 MB,"2.5""",SATA 6.0 Gb/s,
Kingston SSDNow G2,https://pcpartpicker.com/product/THGj4D/kingston-ssdnow-g2-240gb-m2-2280-solid-state-drive-sm2280s3g2240g,https://m.media-amazon.com/images/I/41H4i20DFSL.jpg,120 GB,,SSD,,M.2-2280,M.2 SATA,
Corsair Neutron XTi,https://pcpartpicker.com/product/nHGj4D/corsair-neutron-xti-240gb-25-solid-state-drive-cssd-n240gbxti,https://m.media-amazon.com/images/I/411dXta1MuL.jpg,240 GB,,SSD,,M.2-2280,M.2 SATA,
Corsair Neutron XTi,https://pcpartpicker.com/product/NQPzK8/corsair-neutron-xti-960gb-25-solid-state-drive-cssd-n960gbxti,https://m.media-amazon.com/images/I/411dXta1MuL.jpg,480 GB,,SSD,,M.2-2280,M.2 SATA,
Avexir E100,https://pcpartpicker.com/product/YgBrxr/avexir-e100-240gb-25-solid-state-drive-avssde100zz-240gb,https://cdna.pcpartpicker.com/static/forever/images/product/e7624fb135bfdd5f76e2736048a83baa.256p.jpg,240 GB,,SSD,,M.2-2280,M.2 SATA,
Avexir E100,https://pcpartpicker.com/product/4dH48d/avexir-e100-480gb-25-solid-state-drive-avssde100zz-480gb,https://cdna.pcpartpicker.com/static/forever/images/product/f35950502c83ea9fd358cf61dcb0d14f.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Plextor M8Pe,https://pcpartpicker.com/product/jGPzK8/plextor-m8pe-128gb-m2-2280-solid-state-drive-px-128m8peg,https://cdna.pcpartpicker.com/static/forever/images/product/646f2a48c8ef93d721ae7cf0513164fc.256p.jpg,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Plextor M8Pe,https://pcpartpicker.com/product/4gBrxr/plextor-m8pe-128gb-m2-2280-solid-state-drive-px-128m8pegn,https://images-eu.ssl-images-amazon.com/images/I/41NewStU%2BqL.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Plextor M8Pe,https://pcpartpicker.com/product/TmDzK8/plextor-m8pe-1tb-m2-2280-solid-state-drive-px-1tm8pegn,https://images-eu.ssl-images-amazon.com/images/I/413MY7KRVfL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Plextor M8Pe,https://pcpartpicker.com/product/YXkwrH/plextor-m8pe-256gb-m2-2280-solid-state-drive-px-256m8pegn,https://cdna.pcpartpicker.com/static/forever/images/product/c5d57c0d4aa2229094e30e785f5874cc.256p.jpg,128 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,
Plextor M8Pe,https://pcpartpicker.com/product/ZQPzK8/plextor-m8pe-512gb-m2-2280-solid-state-drive-px-512m8pegn,https://cdna.pcpartpicker.com/static/forever/images/product/c5d57c0d4aa2229094e30e785f5874cc.256p.jpg,128 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,
Plextor M8Pe,https://pcpartpicker.com/product/66DzK8/plextor-m8pe-128gb-pci-e-solid-state-drive-px-128m8pey,https://cdna.pcpartpicker.com/static/forever/images/product/2f3d43c40e4bf6206d4e7df2b0815d2f.256p.jpg,1 TB,,SSD,1024 MB,M.2-2280,M.2 PCIe 3.0 X4,
ADATA Premier SP550,https://pcpartpicker.com/product/yVWrxr/a-data-premier-sp550-240gb-m2-2280-solid-state-drive-asp550ns38-240gm-c,https://cdna.pcpartpicker.com/static/forever/images/product/bd3c5ed69fc1f2c2fd248d6928d6d9cd.256p.jpg,256 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,
Plextor M7V,https://pcpartpicker.com/product/qh38TW/plextor-m7v-128gb-m2-2280-solid-state-drive-px-128m7vg,https://cdna.pcpartpicker.com/static/forever/images/product/4be736230b73fc66b999afdfef4acb9f.256p.jpg,512 GB,,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,
Plextor M7V,https://pcpartpicker.com/product/QGPzK8/plextor-m7v-512gb-m2-2280-solid-state-drive-px-512m7vg,https://cdna.pcpartpicker.com/static/forever/images/product/4be736230b73fc66b999afdfef4acb9f.256p.jpg,128 GB,,SSD,512 MB,PCIe,PCIe x4,
Toshiba VX500,https://pcpartpicker.com/product/rv4NnQ/toshiba-vx500-256gb-25-solid-state-drive-vx500-25sat3-256g,https://cdna.pcpartpicker.com/static/forever/images/product/1e622ec003b9d22e2d84d86d9193724d.256p.jpg,240 GB,,SSD,,M.2-2280,M.2 SATA,
Toshiba VX500,https://pcpartpicker.com/product/xHWrxr/toshiba-vx500-512gb-25-solid-state-drive-vx500-25sat3-512g,https://images-eu.ssl-images-amazon.com/images/I/51trO8bzsfL.jpg,128 GB,,SSD,256 MB,M.2-2280,M.2 SATA,
MyDigitalSSD BPX,https://pcpartpicker.com/product/mqrcCJ/mydigitalssd-bpx-128gb-m2-2280-solid-state-drive-mdnvme80-bpx-0128,https://m.media-amazon.com/images/I/51sRo1OP5kL.jpg,512 GB,,SSD,1024 MB,M.2-2280,M.2 SATA,
Hitachi Deskstar NAS,https://pcpartpicker.com/product/rz98TW/hitachi-deskstar-nas-8tb-35-7200rpm-internal-hard-drive-0s04012,https://m.media-amazon.com/images/I/416KRsiW3kL.jpg,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
ADATA SU900,https://pcpartpicker.com/product/KmBrxr/adata-512gb-25-solid-state-drive-asu900ss-512gm-c,https://cdna.pcpartpicker.com/static/forever/images/product/75fd6f46f74fea6f21599282220e228f.256p.jpg,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Patriot TORCH,https://pcpartpicker.com/product/n4mxFT/patriot-torch-60gb-25-solid-state-drive-pt60gs25ssdr,https://m.media-amazon.com/images/I/41wUTkUg3KL.jpg,128 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Addlink S10,https://pcpartpicker.com/product/jbzZxr/addlink-s10-120gb-25-solid-state-drive-ad120gbs10s3,https://m.media-amazon.com/images/I/41keb4puElL.jpg,8 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
TEAMGROUP L7 EVO,https://pcpartpicker.com/product/VNH48d/team-l7-evo-120gb-25-solid-state-drive-t253l7120gtc101,https://cdna.pcpartpicker.com/static/forever/images/product/bc0809bc9d2b2eb22ca4aba20b3d730f.256p.jpg,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Toshiba N300,https://pcpartpicker.com/product/rhX2FT/toshiba-n300-8tb-35-7200rpm-internal-hard-drive-hdwn180uzsva,https://cdna.pcpartpicker.com/static/forever/images/product/92604cd8047ad08a558934d7f3f9a2b5.256p.jpg,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Toshiba X300,https://pcpartpicker.com/product/W7bkcf/toshiba-x300-5tb-35-7200rpm-internal-hard-drive-hdwe150ezsta,https://cdna.pcpartpicker.com/static/forever/images/product/a7341c7b35ce9070dbbaae6e3d567021.256p.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
ADATA SU900,https://pcpartpicker.com/product/RgfmP6/adata-su900-1tb-25-solid-state-drive-asu900ss-1tm-c,https://m.media-amazon.com/images/I/41TzMh5GhaL.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
TEAMGROUP T-Force Cardea,https://pcpartpicker.com/product/GtPzK8/team-t-force-cardea-240gb-m2-2280-solid-state-drive-tm8fp2240g0c110,https://m.media-amazon.com/images/I/41PW+s4B4HL.jpg,8 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
TEAMGROUP T-Force Cardea,https://pcpartpicker.com/product/LqTrxr/team-t-force-cardea-480gb-m2-2280-solid-state-drive-tm8fp2480g0c110,https://m.media-amazon.com/images/I/41LdO-sC8lL.jpg,5 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Hyundai Technology Cobalt,https://pcpartpicker.com/product/QbBrxr/hyundai-technology-cobalt-240gb-25-solid-state-drive-ssdhyc2s3240g,/static/forever/img/no-image.png,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Hyundai Technology Cobalt,https://pcpartpicker.com/product/Km648d/hyundai-technology-cobalt-480gb-25-solid-state-drive-ssdhyc2s3480g,/static/forever/img/no-image.png,240 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Hyundai Technology Cobalt,https://pcpartpicker.com/product/qnYWGX/hyundai-technology-cobalt-960gb-25-solid-state-drive-ssdhyc2s3960g,/static/forever/img/no-image.png,480 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Hyundai Technology Sapphire,https://pcpartpicker.com/product/RPRFf7/hyundai-technology-sapphire-480gb-25-solid-state-drive-ssdhyc2s3t480g,https://cdna.pcpartpicker.com/static/forever/images/product/709eb4c1337198d5cfb7284e253c0830.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Drevo ES,https://pcpartpicker.com/product/3bqbt6/drevo-es-128gb-25-solid-state-drive-es-128gb,https://m.media-amazon.com/images/I/519DsubRspL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Drevo ES,https://pcpartpicker.com/product/RJYWGX/drevo-es-256gb-25-solid-state-drive-es-256gb,https://m.media-amazon.com/images/I/51oHfVKiH1L.jpg,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Drevo X1,https://pcpartpicker.com/product/FtjWGX/drevo-x1-240gb-25-solid-state-drive-war-pro-t300-240g,https://m.media-amazon.com/images/I/41m7E7maY4L.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Hitachi H3IK40003272SW,https://pcpartpicker.com/product/pDqbt6/hitachi-4tb-35-7200rpm-internal-hard-drive-0s03363,https://images-eu.ssl-images-amazon.com/images/I/41Uf5dnaXeL.jpg,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Enterprise NAS,https://pcpartpicker.com/product/49rcCJ/seagate-enterprise-nas-8tb-35-7200rpm-internal-hard-drive-st8000ne0011,https://m.media-amazon.com/images/I/51IDG3wbZRL.jpg,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Mushkin Triactor 3D,https://pcpartpicker.com/product/Z67CmG/mushkin-triactor-3d-1tb-25-solid-state-drive-mknssdtr1tb-3d,https://cdna.pcpartpicker.com/static/forever/images/product/45d90379173a8a3dc4cd361f0599b4d2.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Patriot Spark,https://pcpartpicker.com/product/yqKhP6/patriot-spark-128gb-25-solid-state-drive-psk128gs25ssdr,https://cdna.pcpartpicker.com/static/forever/images/product/d71ad5f4a6ea740312ccdc02d8b689a1.256p.jpg,4 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,
Hitachi Deskstar NAS,https://pcpartpicker.com/product/q638TW/hitachi-deskstar-nas-6tb-35-7200rpm-internal-hard-drive-0s04007,https://cdna.pcpartpicker.com/static/forever/images/product/a0be0b976548469040e3c97783777fd9.256p.jpg,8 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
Mushkin Triactor 3D,https://pcpartpicker.com/product/BYc48d/mushkin-triactor-3d-512gb-25-solid-state-drive-mknssdtr512gb-3d,https://m.media-amazon.com/images/I/31gxm-MhPsL.jpg,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
ADATA XPG SX950,https://pcpartpicker.com/product/QCJtt6/adata-xpg-sx950-480gb-25-solid-state-drive-asx950ss-480gm-c,https://cdna.pcpartpicker.com/static/forever/images/product/20627baaa7d07f64638627202d8db828.256p.jpg,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
ADATA XPG SX7000,https://pcpartpicker.com/product/227v6h/adata-xpg-sx7000-512gb-m2-2280-solid-state-drive-asx7000np-512gt-c,https://cdna.pcpartpicker.com/static/forever/images/product/54d5529b462255431cab0f3d577ffd08.256p.jpg,6 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
ADATA XPG SX7000,https://pcpartpicker.com/product/bwhKHx/adata-xpg-sx7000-128gb-m2-2280-solid-state-drive-asx7000np-128gt-c,https://cdna.pcpartpicker.com/static/forever/images/product/7387358a709b08a1cee4aa761826899e.256p.jpg,512 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,
Silicon Power Slim S55,https://pcpartpicker.com/product/pk66Mp/silicon-power-slim-s55-240gb-25-solid-state-drive-sp240gbss3s55s25ae,https://m.media-amazon.com/images/I/51wgg+4vMNL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Addlink ad512GBS10S3,https://pcpartpicker.com/product/CZZFf7/addlink-512gb-25-solid-state-drive-ad512gbs10s3,https://m.media-amazon.com/images/I/41jvp1WLRlL.jpg,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Kingston KC1000,https://pcpartpicker.com/product/978j4D/kingston-kc1000-480gb-m2-2280-solid-state-drive-skc1000480g,https://m.media-amazon.com/images/I/41nBnazqWKL.jpg,128 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
MyDigitalSSD SBX,https://pcpartpicker.com/product/wbKcCJ/mydigitalssd-sbx-1tb-m2-2280-solid-state-drive-mdnvme80-sbx-1t,/static/forever/img/no-image.png,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
MyDigitalSSD SBX,https://pcpartpicker.com/product/CQ66Mp/mydigitalssd-sbx-256gb-m2-2280-solid-state-drive-mdnvme80-sbx-0256,https://images-eu.ssl-images-amazon.com/images/I/41o3mtYWefL.jpg,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
MyDigitalSSD SBX,https://pcpartpicker.com/product/csL48d/mydigitalssd-sbx-128gb-m2-2280-solid-state-drive-mdnvme80-sbx-0128,https://m.media-amazon.com/images/I/41o3mtYWefL.jpg,480 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Hitachi P7K500,https://pcpartpicker.com/product/tvjJ7P/hitachi-p7k500-500gb-35-7200rpm-internal-hard-drive-0a35406,/static/forever/img/no-image.png,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Hitachi Ultrastar,https://pcpartpicker.com/product/R28j4D/hitachi-ultrastar-900-gb-25-10500rpm-internal-hard-drive-0b27975,/static/forever/img/no-image.png,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Hitachi Ultrastar,https://pcpartpicker.com/product/Qt7v6h/hitachi-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f10629,/static/forever/img/no-image.png,128 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Hitachi Ultrastar,https://pcpartpicker.com/product/xn66Mp/hitachi-hgst-ultrastar-6tb-35-7200rpm-internal-hard-drive-0f22801,/static/forever/img/no-image.png,500 GB,,7200 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,
Hitachi Ultrastar,https://pcpartpicker.com/product/r3448d/hitachi-hgst-ultrastar-4tb-35-7200rpm-internal-hard-drive-0f22805,https://cdna.pcpartpicker.com/static/forever/images/product/fcf38dc337f2295714d8c6bf5341570c.256p.jpg,900 GB,,10500 RPM,128 MB,"2.5""",SAS 12.0 Gb/s,
Hitachi Ultrastar,https://pcpartpicker.com/product/WWtQzy/hitachi-hgst-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f22809,https://cdna.pcpartpicker.com/static/forever/images/product/72a50348eb522aaa2faf5a80e4f3f1d8.256p.jpg,2 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,
Hitachi 0F22941,https://pcpartpicker.com/product/B897YJ/hitachi-4tb-35-7200rpm-internal-hard-drive-0f22941,/static/forever/img/no-image.png,6 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi Ultrastar,https://pcpartpicker.com/product/Y4MwrH/hitachi-hgst-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f22958,/static/forever/img/no-image.png,4 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi 0F23006,https://pcpartpicker.com/product/f6DJ7P/hitachi-4tb-35-7200rpm-internal-hard-drive-0f23006,/static/forever/img/no-image.png,2 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi 0F23090,https://pcpartpicker.com/product/w9c48d/hitachi-4tb-35-7200rpm-internal-hard-drive-0f23090,/static/forever/img/no-image.png,4 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi Ultrastar He8,https://pcpartpicker.com/product/yvjJ7P/hitachi-hgst-ultrastar-he8-6tb-35-7200rpm-internal-hard-drive-0f23270,https://m.media-amazon.com/images/I/41BkBsR2+2L.jpg,2 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi Ultrastar He8,https://pcpartpicker.com/product/PMVD4D/hitachi-hgst-ultrastar-he8-6tb-35-7200rpm-internal-hard-drive-0f23650,https://m.media-amazon.com/images/I/51lZN0hUT9L.jpg,4 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi Ultrastar He8,https://pcpartpicker.com/product/vgBTwP/hitachi-hgst-ultrastar-he8-8tb-35-7200rpm-internal-hard-drive-0f23662,https://cdna.pcpartpicker.com/static/forever/images/product/88c99475348789ad728cd928d59aef28.256p.jpg,4 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi 0F23663,https://pcpartpicker.com/product/XTYLrH/hitachi-6tb-35-7200rpm-internal-hard-drive-0f23663,https://cdna.pcpartpicker.com/static/forever/images/product/0c1287b442e124091710bd6a7ed65d22.256p.jpg,6 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi Ultra,https://pcpartpicker.com/product/h4MwrH/hitachi-hgst-ultra-8tb-35-7200rpm-internal-hard-drive-0f23666,/static/forever/img/no-image.png,6 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi 0F27402,https://pcpartpicker.com/product/twgzK8/hitachi-10tb-35-7200rpm-internal-hard-drive-0f27402,https://cdna.pcpartpicker.com/static/forever/images/product/79d99aeaa7e63b766f9be2125a18c734.256p.jpg,8 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Hitachi 0F27406,https://pcpartpicker.com/product/qDZFf7/hitachi-8tb-35-7200rpm-internal-hard-drive-0f27406,https://m.media-amazon.com/images/I/41IJ85ItlpL.jpg,6 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Hitachi Ultrastar He10,https://pcpartpicker.com/product/FBL48d/hitachi-hgst-ultrastar-he10-8tb-35-7200rpm-internal-hard-drive-0f27457,https://m.media-amazon.com/images/I/41s93jjMkFL.jpg,8 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Hitachi 0F29530,https://pcpartpicker.com/product/7kJtt6/hitachi-12tb-35-7200rpm-internal-hard-drive-0f29530,https://cdna.pcpartpicker.com/static/forever/images/product/e320da91e16b1782626d985a3fc070f3.256p.jpg,10 TB,,7200 RPM,256 MB,"3.5""",SAS 12.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/Tsprxr/avexir-s100-240gb-25-solid-state-drive-avssds100z1-240gb,https://cdna.pcpartpicker.com/static/forever/images/product/9dfab5e810cd5702ae424e72013ff8dc.256p.jpg,8 TB,$0.034,7200 RPM,256 MB,"3.5""",SAS 12.0 Gb/s,275.00
Avexir S100,https://pcpartpicker.com/product/Zsprxr/avexir-s100-480gb-25-solid-state-drive-avssds100z1-480gb,https://cdna.pcpartpicker.com/static/forever/images/product/9dfab5e810cd5702ae424e72013ff8dc.256p.jpg,8 TB,,7200 RPM,256 MB,"3.5""",SAS 12.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/46QG3C/avexir-s100-240gb-25-solid-state-drive-avssds100z2-240gb,https://cdna.pcpartpicker.com/static/forever/images/product/6ff9db29fb971d2b6903b4b1ffa2719e.256p.jpg,12 TB,,7200 RPM,256 MB,"3.5""",SAS 12.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/f6QG3C/avexir-s100-48tb-25-solid-state-drive-avssds100z2-480gb,https://cdna.pcpartpicker.com/static/forever/images/product/6ff9db29fb971d2b6903b4b1ffa2719e.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/nZc48d/avexir-s100-120gb-25-solid-state-drive-avssds100z3-120gb,https://cdna.pcpartpicker.com/static/forever/images/product/037f5ca0b50e4fc69ca86d55a2f96707.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/NRVD4D/avexir-s100-240gb-25-solid-state-drive-avssds100z3-240gb,https://cdna.pcpartpicker.com/static/forever/images/product/037f5ca0b50e4fc69ca86d55a2f96707.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/Lh7v6h/avexir-s100-480gb-25-solid-state-drive-avssds100z3-480gb,https://cdna.pcpartpicker.com/static/forever/images/product/037f5ca0b50e4fc69ca86d55a2f96707.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
