Name,URL,Image,Type,Color,Power Supply,Side Panel,External Volume,"Internal 3.5"" Bays",Price
Jonsbo Jonsplus Z20,https://pcpartpicker.com/product/MM7scf/jonsbo-jonsplus-z20-microatx-desktop-case-z20-black,https://cdna.pcpartpicker.com/static/forever/images/product/a4ddc6df555e1d01e63b5442f21946d7.256p.jpg,MicroATX Desktop,Black,None,Tempered Glass,25.3 L,1,99.00
Thermaltake View 170 ARGB,https://pcpartpicker.com/product/VT88TW/thermaltake-view-170-argb-microatx-mini-tower-case-ca-1z4-00m1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/2f4f9691c180a9944c3676da2d0eced6.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,35.0 L,1,54.99
HYTE Y70 Touch Infinite,https://pcpartpicker.com/product/ZnzXsY/hyte-y70-touch-infinite-atx-mid-tower-case-cs-hyte-y70ti-wb,https://cdna.pcpartpicker.com/static/forever/images/product/706e7c9c052ed83d530cb408798ac755.256p.jpg,ATX Mid Tower,White / Black,None,Tempered Glass,70.7 L,2,379.99
HYTE Y70,https://pcpartpicker.com/product/sP4Zxr/hyte-y70-atx-mid-tower-case-cs-hyte-y70-sm,https://cdna.pcpartpicker.com/static/forever/images/product/c896d14497ddb676c9663460c3b43d3a.256p.jpg,ATX Mid Tower,Pink,None,Tempered Glass,70.7 L,2,199.99
Lian Li A3-mATX,https://pcpartpicker.com/product/c2yH99/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-w,https://cdna.pcpartpicker.com/static/forever/images/product/e7b318c275d53698549fbe3b03fbb76e.256p.jpg,MicroATX Mini Tower,White,None,Mesh,26.3 L,1,72.98
Cooler Master MasterBox NR200P V2,https://pcpartpicker.com/product/GwfxFT/cooler-master-masterbox-nr200p-v2-mini-itx-desktop-case-nr200p-v2,https://cdna.pcpartpicker.com/static/forever/images/product/bf0023fb357f037c354139e56a95aa4d.256p.jpg,Mini ITX Desktop,Black,None,Mesh,20.1 L,1,85.99
NZXT H6 Flow RGB,https://pcpartpicker.com/product/kfRwrH/nzxt-h6-flow-rgb-atx-mid-tower-case-cc-h61fw-r1,https://cdna.pcpartpicker.com/static/forever/images/product/21f390a2caf255ac942d9f4d4899adee.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,51.8 L,1,109.99
NZXT H510,https://pcpartpicker.com/product/6Cyqqs/nzxt-h510-atx-mid-tower-case-ca-h510b-w1,https://cdna.pcpartpicker.com/static/forever/images/product/604fef5ac9874dffa927a3db98c1188d.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,41.3 L,2,
Corsair 3500X RS-R ARGB,https://pcpartpicker.com/product/xGwD4D/corsair-3500x-rs-r-argb-atx-mid-tower-case-cc-9011322-ww,https://cdna.pcpartpicker.com/static/forever/images/product/30802f7748080837c9135baf9b27f69c.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,55.9 L,2,79.99
Montech X3 Mesh,https://pcpartpicker.com/product/HRH7YJ/montech-x3-mesh-atx-mid-tower-case-x3-mesh-black,https://cdna.pcpartpicker.com/static/forever/images/product/9e7790ee9397346b4c023cc04296fb5e.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,61.99
Lian Li O11 Vision,https://pcpartpicker.com/product/Jk7scf/lian-li-o11-vision-atx-mid-tower-case-pc-o11vx,https://cdna.pcpartpicker.com/static/forever/images/product/71a5af072d1ec085a7f8efc90cc895ba.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,67.8 L,2,124.99
Corsair FRAME 4000D RS,https://pcpartpicker.com/product/LMZWGX/corsair-frame-4000d-rs-atx-mid-tower-case-cc-9011312-ww,https://cdna.pcpartpicker.com/static/forever/images/product/0aace4b7694fde3ec5552a640c0f95a5.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,56.7 L,2,99.99
NZXT H6 Flow RGB,https://pcpartpicker.com/product/rM26Mp/nzxt-h6-flow-rgb-atx-mid-tower-case-cc-h61fb-r1,https://cdna.pcpartpicker.com/static/forever/images/product/36fe212ae1df2ee3ea86f193354e27fb.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,51.8 L,1,109.99
Montech X5M,https://pcpartpicker.com/product/BpQwrH/montech-x5m-microatx-mini-tower-case-x5m-b,https://cdna.pcpartpicker.com/static/forever/images/product/194bb19f86f9bc3969c42346a261f480.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,45.3 L,2,59.00
be quiet! Pure Base 501 Airflow,https://pcpartpicker.com/product/gGvD4D/be-quiet-pure-base-501-airflow-atx-mid-tower-case-bg074,https://cdna.pcpartpicker.com/static/forever/images/product/0cfa98e0c05ceb67f807c9307120facd.256p.jpg,ATX Mid Tower,Black,None,None,48.1 L,2,
Fractal Design North XL,https://pcpartpicker.com/product/LbHqqs/fractal-design-north-xl-atx-full-tower-case-fd-c-nor1x-01,https://cdna.pcpartpicker.com/static/forever/images/product/5bab30acac2072bec11c308f85697dc9.256p.jpg,ATX Full Tower,Black,None,Mesh,61.4 L,2,194.99
Antec NX200M,https://pcpartpicker.com/product/3f2WGX/antec-nx200m-microatx-mid-tower-case-nx200m,https://cdna.pcpartpicker.com/static/forever/images/product/b9f53fa6d3dedcf9f18c0cbf92d99cdf.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,,2,39.99
Fractal Design Terra,https://pcpartpicker.com/product/kqHqqs/fractal-design-terra-mini-itx-desktop-case-fd-c-ter1n-02,https://cdna.pcpartpicker.com/static/forever/images/product/45f93e757b99ed190cc286efeb777c1b.256p.jpg,Mini ITX Desktop,Silver / Brown,None,Mesh,11.4 L,0,199.99
Fractal Design Meshify 2,https://pcpartpicker.com/product/6KWBD3/fractal-design-meshify-2-atx-mid-tower-case-fd-c-mes2a-01,https://cdna.pcpartpicker.com/static/forever/images/product/06efb58d593b0a752b4b4968048212ce.256p.jpg,ATX Mid Tower,Black,None,None,61.7 L,6,164.99
Okinos Cypress 3 Wood,https://pcpartpicker.com/product/kKqNnQ/okinos-cypress-3-wood-microatx-mini-tower-case-cao-cp3wood,https://m.media-amazon.com/images/I/51WR8k8DMJL.jpg,MicroATX Mini Tower,Black / Brown,None,Tempered Glass,31.4 L,2,57.99
Fractal Design Meshify 3,https://pcpartpicker.com/product/Phm2FT/fractal-design-meshify-3-atx-mid-tower-case-fd-c-mes3a-02,https://cdna.pcpartpicker.com/static/forever/images/product/9b1e032da607ec35fc75b315bbd5652f.256p.jpg,ATX Mid Tower,Black,None,Tinted Tempered Glass,50.3 L,2,154.99
Corsair FRAME 4000D RS ARGB,https://pcpartpicker.com/product/wxG2FT/corsair-frame-4000d-rs-argb-atx-mid-tower-case-cc-9011297-ww,https://cdna.pcpartpicker.com/static/forever/images/product/d87286e11a12f3c2abe09ce813b3e6a0.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,56.7 L,2,94.99
Thermaltake View 270 Plus TG ARGB,https://pcpartpicker.com/product/3nTFf7/thermaltake-view-270-plus-tg-argb-atx-mid-tower-case-ca-1y7-00m1wn-01,https://cdna.pcpartpicker.com/static/forever/images/product/9e5614134f25613ad1680297287c0aea.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,47.6 L,2,69.98
Fractal Design Pop Air,https://pcpartpicker.com/product/QnD7YJ/fractal-design-pop-air-atx-mid-tower-case-fd-c-poa1a-02,https://cdna.pcpartpicker.com/static/forever/images/product/1d7438dfe855e147c0e8b3f235453b2b.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,46.2 L,2,89.99
Deepcool CH160 PLUS,https://pcpartpicker.com/product/mt4Pxr/deepcool-ch160-plus-microatx-mini-tower-case-r-ch160-bkngm0-g,https://cdna.pcpartpicker.com/static/forever/images/product/a41a23f46b94b9b4a2eec814ac3b5b6d.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,23.7 L,1,
Azza Fighter,https://pcpartpicker.com/product/XQqNnQ/azza-fighter-atx-mid-tower-case-csaz-290,https://cdna.pcpartpicker.com/static/forever/images/product/de90ccb53ade35ec60b673aa2793cfca.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,34.2 L,2,59.99
GAMDIAS TALOS E3 MESH,https://pcpartpicker.com/product/LfHqqs/gamdias-talos-e3-mesh-atx-mid-tower-case-talos-e3-mesh-wh,https://m.media-amazon.com/images/I/513GIbOk8nL.jpg,ATX Mid Tower,White,None,Tempered Glass,34.1 L,2,47.35
Lian Li VECTOR V100 MINI,https://pcpartpicker.com/product/74QwrH/lian-li-vector-v100-mini-microatx-mid-tower-case-v100mix,https://cdna.pcpartpicker.com/static/forever/images/product/6794310ff63a64bec5b8a44ad1cc204c.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,42.9 L,1,49.99
NZXT H7 Flow (2024),https://pcpartpicker.com/product/f3xxFT/nzxt-h7-flow-2024-atx-mid-tower-case-cm-h72fw-01,https://cdna.pcpartpicker.com/static/forever/images/product/c82750f9b4f35062ec31297bcfc6c03c.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,62.1 L,2,69.98
MSI MAG FORGE 120A AIRFLOW,https://pcpartpicker.com/product/3TKscf/msi-mag-forge-120a-airflow-atx-mid-tower-case-mag-forge-120a-airflow,https://cdna.pcpartpicker.com/static/forever/images/product/093453953d770cfdd2b0818450bb6089.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,43.0 L,3,
Zalman T6 Mini,https://pcpartpicker.com/product/c3MXsY/zalman-t6-mini-microatx-mini-tower-case-t6-mini,https://cdna.pcpartpicker.com/static/forever/images/product/e49abcd5702ab24afd90df323183fed1.256p.jpg,MicroATX Mini Tower,Black,None,None,18.6 L,2,38.98
Deepcool CH260,https://pcpartpicker.com/product/hhkqqs/deepcool-ch260-microatx-desktop-case-r-ch260-bkngm0-g-1,https://cdna.pcpartpicker.com/static/forever/images/product/66859af5bb9e832d6180ade5759ad20c.256p.jpg,MicroATX Desktop,Black,None,Tempered Glass,30.8 L,1,
DIYPC ARGB-G5,https://pcpartpicker.com/product/ZBzp99/diypc-argb-g5-atx-mid-tower-case-argb-g5-bk,https://cdna.pcpartpicker.com/static/forever/images/product/4e08a4714a11b001c0fd6af4d733d4ed.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,,1,49.97
Phanteks XT V3,https://pcpartpicker.com/product/WvYfrH/phanteks-xt-v3-microatx-mini-tower-case-ph-xt325v_dbk01,https://cdna.pcpartpicker.com/static/forever/images/product/063e53a2b4b362258332a275b783f3c0.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,40.0 L,1,62.98
Fractal Design Focus G,https://pcpartpicker.com/product/ZHmxFT/fractal-design-focus-g-black-atx-mid-tower-case-fd-ca-focus-bk-w,https://cdna.pcpartpicker.com/static/forever/images/product/1ee4eb7d40aaf6bb43c86b4865407c2d.256p.jpg,ATX Mid Tower,Black,None,Acrylic,42.2 L,2,59.99
darkFlash DB330M,https://pcpartpicker.com/product/3jHp99/darkflash-db330m-microatx-mini-tower-case-db330m-bk,https://m.media-amazon.com/images/I/41KPkw-p5CL.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,29.0 L,1,66.98
Asus A31,https://pcpartpicker.com/product/QNpD4D/asus-a31-atx-mid-tower-case-a31-tg-black,https://cdna.pcpartpicker.com/static/forever/images/product/81b2d6901dbd32e899c91ac89ffa5a65.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,52.9 L,2,64.99
Fractal Design Node 804,https://pcpartpicker.com/product/yTdqqs/fractal-design-case-fdcanode804blw,https://cdna.pcpartpicker.com/static/forever/images/product/9886185e66d27730b7d04cc2f26c232e.256p.jpg,MicroATX Mid Tower,Black,None,Acrylic,41.1 L,10,134.99
Jonsbo N4,https://pcpartpicker.com/product/mMkH99/jonsbo-n4-microatx-desktop-case-n4-black,https://cdna.pcpartpicker.com/static/forever/images/product/8ef4b62f391a636cc88e028e6eb95738.256p.jpg,MicroATX Desktop,Black / Brown,None,Mesh,19.6 L,6,127.99
Corsair 5000D AIRFLOW,https://pcpartpicker.com/product/PWn8TW/corsair-5000d-airflow-atx-mid-tower-case-cc-9011210-ww,https://cdna.pcpartpicker.com/static/forever/images/product/5bdc5f23827be3a0b7b72fa424fd437e.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,66.2 L,2,
Deepcool CH160,https://pcpartpicker.com/product/7g7scf/deepcool-ch160-mini-itx-desktop-case-r-ch160-bkngi0-g-1,https://cdna.pcpartpicker.com/static/forever/images/product/8fdb4c1dc378c0c163d5f29037da4dbe.256p.jpg,Mini ITX Desktop,Black,None,Tempered Glass,19.1 L,1,
Antec AX61 ELITE,https://pcpartpicker.com/product/k9GhP6/antec-ax61-elite-atx-mid-tower-case-ax61-elite,https://m.media-amazon.com/images/I/51OmWC8XJuL.jpg,ATX Mid Tower,Black,None,Tempered Glass,36.4 L,2,82.15
Fractal Design Pop Mini Air,https://pcpartpicker.com/product/gx3gXL/fractal-design-pop-mini-air-microatx-mid-tower-case-fd-c-por1m-06,https://cdna.pcpartpicker.com/static/forever/images/product/6bd2cbaf780aea720a3b8a53d80ce635.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,36.5 L,2,99.99
Okinos Aqua 3 ARGB,https://pcpartpicker.com/product/FfQKHx/okinos-aqua-3-microatx-mini-tower-case-okicc-aqua3-matxb-h3ba,https://m.media-amazon.com/images/I/51MmMLP2BML.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,28.8 L,2,57.99
Corsair FRAME 5000D RS ARGB,https://pcpartpicker.com/product/fYfV3C/corsair-frame-5000d-rs-argb-atx-mid-tower-case-cc-9011309-ww,https://cdna.pcpartpicker.com/static/forever/images/product/67f2b856f20cff271b8d678759534389.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,75.3 L,2,149.99
Corsair AIR 5400 LX-R RGB iCUE LINK,https://pcpartpicker.com/product/HZPv6h/corsair-air-5400-lx-r-rgb-icue-link-atx-mid-tower-case-cc-9011320-ww,https://cdna.pcpartpicker.com/static/forever/images/product/1b68a1def6ccade80fa69194d852016f.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,74.6 L,1,279.99
be quiet! Light Base 600 DX,https://pcpartpicker.com/product/YxyH99/be-quiet-light-base-600-dx-atx-mid-tower-case-bgw65,https://cdna.pcpartpicker.com/static/forever/images/product/2e8fb6030ba10ff70485270c09c209e4.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,59.7 L,1,114.90
Fractal Design Node 304,https://pcpartpicker.com/product/BWFPxr/fractal-design-case-fdcanode304bl,https://cdna.pcpartpicker.com/static/forever/images/product/d4601be3b89341d6b9f38bdcea9a54c1.256p.jpg,Mini ITX Tower,Black / White,None,None,19.5 L,6,109.99
Antec FLUX M,https://pcpartpicker.com/product/cMxTwP/antec-flux-m-microatx-mini-tower-case-0-761345-10253-7,https://cdna.pcpartpicker.com/static/forever/images/product/c4ebc70f842f54b00af1178dd558144e.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,41.4 L,2,69.98
Antec C8 Wood,https://pcpartpicker.com/product/p7tLrH/antec-c8-wood-atx-mid-tower-case-0-761345-10079-3,https://cdna.pcpartpicker.com/static/forever/images/product/733e7367fe45367fb76e6e94c306aa77.256p.jpg,ATX Full Tower,Black / Brown,None,Tempered Glass,66.9 L,2,119.99
Fractal Design North XL,https://pcpartpicker.com/product/wCWJ7P/fractal-design-north-xl-atx-full-tower-case-fd-c-nor1x-04,https://cdna.pcpartpicker.com/static/forever/images/product/88c164e54b94ab54322ab8c419498254.256p.jpg,ATX Full Tower,White,None,Tempered Glass,61.4 L,2,194.99
Antec FLUX,https://pcpartpicker.com/product/pMRwrH/antec-flux-atx-mid-tower-case-0-761345-10133-2,https://m.media-amazon.com/images/I/51Ibc9abStL.jpg,ATX Mid Tower,Black / Brown,None,Tempered Glass,58.1 L,2,99.99
Antec C5 ARGB,https://pcpartpicker.com/product/w3pQzy/antec-c5-argb-atx-mid-tower-case-0-761345-10034-2,https://cdna.pcpartpicker.com/static/forever/images/product/6a9bc88580323656f4d8355143380eda.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,,1,99.99
Fractal Design Define 7,https://pcpartpicker.com/product/L8xbt6/fractal-design-define-7-atx-mid-tower-case-fd-c-def7a-01,https://cdna.pcpartpicker.com/static/forever/images/product/0b1d8d06f03a6f582a41419253bab136.256p.jpg,ATX Mid Tower,Black,None,None,62.4 L,6,194.99
Thermaltake V100 Perforated,https://pcpartpicker.com/product/HwJgXL/thermaltake-v100-perforated-atx-mid-tower-case-ca-1k7-00m1nn-01,https://cdna.pcpartpicker.com/static/forever/images/product/42a5f5f534cfc75efc6b50ab01e198d3.256p.jpg,ATX Mid Tower,Black,None,None,36.6 L,2,49.99
MSI MAG PANO 100R PZ,https://pcpartpicker.com/product/Vgbypg/msi-mag-pano-100r-pz-atx-mid-tower-case-mag-pano-100r-pz,https://cdna.pcpartpicker.com/static/forever/images/product/33c7930a05f4bd1706e2908d6e6ce1ec.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,72.5 L,2,109.99
Lian Li Lancool 207,https://pcpartpicker.com/product/BmyH99/lian-li-lancool-207-atx-mid-tower-case-lan207rw,https://cdna.pcpartpicker.com/static/forever/images/product/a998adb9356bd111a22aec7d1745b0e9.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,45.5 L,2,89.99
NZXT H510,https://pcpartpicker.com/product/b7hmP6/nzxt-h510-atx-mid-tower-case-ca-h510b-b1,https://cdna.pcpartpicker.com/static/forever/images/product/cddea328a7447afc83e6b561f9448abb.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,41.3 L,2,
Fractal Design Define 7 XL,https://pcpartpicker.com/product/dyLwrH/fractal-design-define-7-xl-atx-full-tower-case-fd-c-def7x-01,https://cdna.pcpartpicker.com/static/forever/images/product/b213daae5fc44dd75e3dc1b1ba2767a2.256p.jpg,ATX Full Tower,Black,None,None,82.0 L,6,239.99
Montech X5M,https://pcpartpicker.com/product/TTZWGX/montech-x5m-microatx-mini-tower-case-x5m-w,https://cdna.pcpartpicker.com/static/forever/images/product/e3fc0d70d6775f78c3d6fc2e410593f2.256p.jpg,MicroATX Mini Tower,White,None,Tempered Glass,45.3 L,2,59.00
NZXT H5 Flow RGB (2024),https://pcpartpicker.com/product/rHwmP6/nzxt-h5-flow-rgb-2024-atx-mid-tower-case-cc-h52fb-r1,https://cdna.pcpartpicker.com/static/forever/images/product/8925e4a3aa61f5cea6249c6e18c54e9e.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,45.0 L,1,94.99
HYTE Y70 Touch Infinite,https://pcpartpicker.com/product/4X88TW/hyte-y70-touch-infinite-atx-mid-tower-case-cs-hyte-y70ti-rb,https://cdna.pcpartpicker.com/static/forever/images/product/439e2c5679b89f688b15c35d2b3ff1b8.256p.jpg,ATX Mid Tower,Red / Black,None,Tempered Glass,70.7 L,2,379.99
Cooler Master HAF 700 EVO,https://pcpartpicker.com/product/FCPQzy/cooler-master-haf-700-evo-atx-full-tower-case-h700e-ignn-s00,https://cdna.pcpartpicker.com/static/forever/images/product/834697c4dc53172c0e852a9d59448917.256p.jpg,ATX Full Tower,Gray / Black,None,Tempered Glass,,12,
MSI MAG FORGE M100A,https://pcpartpicker.com/product/s94Ycf/msi-mag-forge-m100a-microatx-mid-tower-case-mag-forge-m100a,https://cdna.pcpartpicker.com/static/forever/images/product/5b888f8af8d92a805b1e92b1a319f61f.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,32.8 L,2,
Fractal Design Ridge PCIe 4.0,https://pcpartpicker.com/product/Jgn9TW/fractal-design-ridge-pcie-40-mini-itx-tower-case-fd-c-rid1n-12,https://m.media-amazon.com/images/I/41LNNhTD36L.jpg,Mini ITX Tower,White,None,Mesh,16.3 L,0,144.99
HAVN HS420 VGPU,https://pcpartpicker.com/product/zzbRsY/havn-hs420-vgpu-atx-mid-tower-case-hvn-ca-hs420-08,https://cdna.pcpartpicker.com/static/forever/images/product/2550cc27bf90a9ca28d7ff9b94706d1a.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,76.8 L,5,329.99
Montech AIR 100 ARGB,https://pcpartpicker.com/product/wvmmP6/montech-air-100-argb-microatx-mid-tower-case-air-100-argb-white,https://cdna.pcpartpicker.com/static/forever/images/product/aa5e572736881740bec953f14e71ac4a.256p.jpg,MicroATX Mid Tower,White,None,Tempered Glass,36.1 L,2,59.99
Phanteks NV5 MKII,https://pcpartpicker.com/product/rvBzK8/phanteks-nv5-mkii-atx-mid-tower-case-ph-nv523tg_dbk02,https://cdna.pcpartpicker.com/static/forever/images/product/bb057fd182d7e583b21a15de58be50cc.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,60.2 L,3,89.99
Corsair 9000D RGB AIRFLOW,https://pcpartpicker.com/product/FvzXsY/corsair-9000d-rgb-airflow-atx-full-tower-case-cc-9011274-ww,https://cdna.pcpartpicker.com/static/forever/images/product/1a6d1644bd0ed7316982574cbb92abde.256p.jpg,ATX Full Tower,White,None,Tempered Glass,149.6 L,5,479.99
Lian Li LANCOOL III RGB,https://pcpartpicker.com/product/WggFf7/lian-li-lancool-iii-rgb-atx-mid-tower-case-lancool-3r-x,https://cdna.pcpartpicker.com/static/forever/images/product/55d2c192011b510c1883930977ae6110.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,65.5 L,4,179.99
DARKROCK EC2,https://pcpartpicker.com/product/8fHp99/darkrock-ec2-atx-mid-tower-case-cp-case-dr-ec2-bk,https://m.media-amazon.com/images/I/41WKGqx87BL.jpg,ATX Mid Tower,Black,None,Tempered Glass,37.5 L,2,54.99
Asus ROG Strix Helios II Hatsune Miku Edition,https://pcpartpicker.com/product/pQxTwP/asus-rog-strix-helios-ii-hatsune-miku-edition-atx-mid-tower-case-rog-strix-helios-ii-hatsune-miku-edition,https://cdna.pcpartpicker.com/static/forever/images/product/538cba5e47717690bbbb34b221964c35.256p.jpg,ATX Mid Tower,Teal / Pink,None,Tempered Glass,83.5 L,2,
NZXT H9 Flow (2023),https://pcpartpicker.com/product/VCpzK8/nzxt-h9-flow-atx-mid-tower-case-cm-h91fb-01,https://cdna.pcpartpicker.com/static/forever/images/product/15fb785fb4d0995e7cc7e28a6f2271d9.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,66.9 L,2,
Fractal Design Torrent,https://pcpartpicker.com/product/BjqPxr/fractal-design-torrent-atx-mid-tower-case-fd-c-tor1a-01,https://cdna.pcpartpicker.com/static/forever/images/product/6ed0eafe090016aba2869fcd8aa5debf.256p.jpg,ATX Mid Tower,Black,None,Tinted Tempered Glass,69.8 L,2,204.99
BitFenix Nova Mesh M ARGB,https://pcpartpicker.com/product/w9rqqs/bitfenix-nova-mesh-m-argb-microatx-mini-tower-case-nsm-150-wwgsw-3a,https://cdna.pcpartpicker.com/static/forever/images/product/66ff0f19a99fc63b771df43c93b65c4d.256p.jpg,MicroATX Mini Tower,White,None,Tempered Glass,31.6 L,2,
Montech XR Wood,https://pcpartpicker.com/product/yYdMnQ/montech-xr-wood-atx-mid-tower-case-xr-wood-b,https://cdna.pcpartpicker.com/static/forever/images/product/9a598fd3a5d247f76f4ba3f913d914db.256p.jpg,ATX Mid Tower,Black / Brown,None,Tempered Glass,49.8 L,2,69.90
Phanteks XT M3 M25,https://pcpartpicker.com/product/99zp99/phanteks-xt-m3-m25-microatx-mid-tower-case-ph-xt325m_dbk01,https://cdna.pcpartpicker.com/static/forever/images/product/595adcf6584a9e660f68dd260c71a356.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,40.0 L,1,53.98
be quiet! Light Base 900 FX,https://pcpartpicker.com/product/Wpqrxr/be-quiet-light-base-900-fx-atx-full-tower-case-bgw71,https://cdna.pcpartpicker.com/static/forever/images/product/39d37e27e5a67572c5f6476421277121.256p.jpg,ATX Full Tower,Black,None,Tempered Glass,84.2 L,1,229.88
Corsair AIR 5400 RS-R ARGB,https://pcpartpicker.com/product/tyRnTW/corsair-air-5400-rs-r-argb-atx-mid-tower-case-cc-9011318-ww,https://cdna.pcpartpicker.com/static/forever/images/product/b5766f579dfdb602a545068561613379.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,74.6 L,1,204.99
