Name,URL,Image,Style,Switch Type,Backlit,Tenkeyless,Connection Type,Color,Price
Logitech PRO X 60,https://pcpartpicker.com/product/ncpQzy/logitech-pro-x-60-rgb-wiredwirelessbluetooth-mini-keyboard-920-011914,/static/forever/img/no-image.png,Mini,Logitech GX Brown Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech PRO X 60,https://pcpartpicker.com/product/N3TZxr/logitech-pro-x-60-rgb-wiredwirelessbluetooth-mini-keyboard-920-011933,/static/forever/img/no-image.png,Mini,Logitech GX Brown Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White,
Logitech PRO X 60,https://pcpartpicker.com/product/LtGhP6/logitech-pro-x-60-rgb-wiredwirelessbluetooth-mini-keyboard-920-011908,/static/forever/img/no-image.png,Mini,Logitech GX Brown Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G515 LIGHTSPEED,https://pcpartpicker.com/product/GnxxFT/logitech-g515-lightspeed-rgb-wirelessbluetoothwired-gaming-keyboard-920-012553,/static/forever/img/no-image.png,Gaming,GL Tactile V2,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G515 LIGHTSPEED,https://pcpartpicker.com/product/wkpQzy/logitech-g515-lightspeed-rgb-wirelessbluetoothwired-gaming-keyboard-920-012551,https://cdna.pcpartpicker.com/static/forever/images/product/6e0145ff846e6b68b774cc329d5cbf48.256p.jpg,Gaming,GL Tactile V2,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White / Silver,
Logitech G515 LIGHTSPEED,https://pcpartpicker.com/product/snxxFT/logitech-g515-lightspeed-rgb-wirelessbluetoothwired-gaming-keyboard-920-013033,/static/forever/img/no-image.png,Gaming,GL Tactile V2,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
iBuypower MEK 4,https://pcpartpicker.com/product/cYvD4D/ibuypower-mek-4-rgb-wired-gaming-keyboard-with-optical-mouse-848604046372,https://cdna.pcpartpicker.com/static/forever/images/product/1ee3452fa60070948be3fd9e3221161b.256p.jpg,Gaming,Cherry MX Brown,RGB,No,Wired,Black,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/cnP8TW/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m1-de,/static/forever/img/no-image.png,Standard,Gateron Jupiter Red,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/yPwmP6/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m1-bo,https://cdna.pcpartpicker.com/static/forever/images/product/e92dd65790233ff4e3d26fae7147f857.256p.jpg,Standard,Gateron Jupiter Red,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/dVxxFT/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m1-sw,/static/forever/img/no-image.png,Standard,Gateron Jupiter Red,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/PBXV3C/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m3-de,/static/forever/img/no-image.png,Standard,Gateron Jupiter Brown,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/J4Hqqs/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m3-uk,/static/forever/img/no-image.png,Standard,Gateron Jupiter Brown,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/vy6NnQ/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m3-bo,https://cdna.pcpartpicker.com/static/forever/images/product/2276b231ba76ac23f616f79442f717d5.256p.jpg,Standard,Gateron Jupiter Brown,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/Xr4Zxr/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m3-sw,/static/forever/img/no-image.png,Standard,Gateron Jupiter Brown,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/hc9wrH/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m4-de,/static/forever/img/no-image.png,Standard,Gateron Jupiter Banana,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/tfXV3C/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-standard-keyboard-q6m-m4-sw,/static/forever/img/no-image.png,Standard,Gateron Jupiter Banana,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Lemokey X0 QMK,https://pcpartpicker.com/product/d9V2FT/keychron-lemokey-x0-qmk-wired-gaming-keyboard-x0-a1,/static/forever/img/no-image.png,Gaming,Keychron Red,Red,Yes,Wired,Black,
Keychron Q6 Pro,https://pcpartpicker.com/product/xgkH99/keychron-q6-pro-rgb-bluetoothwirelesswired-gaming-keyboard-q6p-n1,/static/forever/img/no-image.png,Gaming,Keychron K Pro Red,RGB,No,"Wired, Wireless, Bluetooth Wireless",Gray / Purple,
Keychron Q6 Pro,https://pcpartpicker.com/product/rMLdnQ/keychron-q6-pro-rgb-bluetoothwirelesswired-gaming-keyboard-q6p-n4,/static/forever/img/no-image.png,Gaming,Keychron K Pro Banana,RGB,No,"Wired, Wireless, Bluetooth Wireless",Gray / Purple,
Logitech Signature K650,https://pcpartpicker.com/product/cN3NnQ/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010917,https://m.media-amazon.com/images/I/41WdLzmq56L.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",Black,
Logitech Signature K650,https://pcpartpicker.com/product/dvTZxr/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010912,https://cdna.pcpartpicker.com/static/forever/images/product/9995bbaa3b7e8c4e6073dfa93dc273a2.256p.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",Black,
Logitech Signature K650,https://pcpartpicker.com/product/JT88TW/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010919,/static/forever/img/no-image.png,Standard,,None,No,"Wireless, Bluetooth Wireless",Black,
Logitech Signature K650,https://pcpartpicker.com/product/vN3NnQ/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010950,/static/forever/img/no-image.png,Standard,,None,No,"Wireless, Bluetooth Wireless",Black,
Logitech Signature K650,https://pcpartpicker.com/product/hGKscf/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010947,/static/forever/img/no-image.png,Standard,,None,No,"Wireless, Bluetooth Wireless",Black,
Logitech Signature K650,https://pcpartpicker.com/product/HJYRsY/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010913,https://cdna.pcpartpicker.com/static/forever/images/product/b4064346f367eeb00b63d6ef0b2f374f.256p.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",Black,
Logitech Signature K650,https://pcpartpicker.com/product/trTZxr/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010983,https://cdna.pcpartpicker.com/static/forever/images/product/b73f96d8fc8c0572e324fc669a90605f.256p.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/gqcgXL/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010973,/static/forever/img/no-image.png,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/KkFmP6/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010979,/static/forever/img/no-image.png,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/QhWJ7P/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010982,/static/forever/img/no-image.png,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/FxXV3C/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010967,https://cdna.pcpartpicker.com/static/forever/images/product/b6b280ef9c7e300341f5f13893257f74.256p.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/3dsV3C/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010969,https://m.media-amazon.com/images/I/31bzuRjbEKL.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/9FzXsY/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010971,https://m.media-amazon.com/images/I/41xE6-+9ACL.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/7ZtLrH/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010966,/static/forever/img/no-image.png,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/VCjRsY/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010972,/static/forever/img/no-image.png,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Logitech Signature K650,https://pcpartpicker.com/product/mWxxFT/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010974,https://cdna.pcpartpicker.com/static/forever/images/product/38a639d033e16e6c380d8a8d989c3190.256p.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",White,
Keychron K5 Max,https://pcpartpicker.com/product/KZsV3C/keychron-k5-max-bluetoothwirelesswired-standard-keyboard-k5m-a3,/static/forever/img/no-image.png,Standard,Gateron Low-Profile Brown,White,No,"Wired, Wireless, Bluetooth Wireless",Black / Gray,
Logitech G915 X,https://pcpartpicker.com/product/c2pQzy/logitech-g915-x-rgb-wired-gaming-keyboard-920-012951,https://m.media-amazon.com/images/I/41N1ApF1nyL.jpg,Gaming,Logitech GL Tactile,RGB,No,Wired,Black,
Logitech G915 X,https://pcpartpicker.com/product/yJjRsY/logitech-g915-x-rgb-wired-gaming-keyboard-920-012952,https://m.media-amazon.com/images/I/41N1ApF1nyL.jpg,Gaming,Logitech GL Linear,RGB,No,Wired,Black,
Logitech G915 X,https://pcpartpicker.com/product/PjfxFT/logitech-g915-x-rgb-wired-gaming-keyboard-920-012953,/static/forever/img/no-image.png,Gaming,Logitech GL Linear,RGB,No,Wired,Black,
Logitech G915 X,https://pcpartpicker.com/product/vTsV3C/logitech-g915-x-rgb-wired-gaming-keyboard-920-012954,https://m.media-amazon.com/images/I/41N1ApF1nyL.jpg,Gaming,Logitech GL Linear,RGB,No,Wired,Black,
Logitech G915 X,https://pcpartpicker.com/product/hWWJ7P/logitech-g915-x-rgb-wired-gaming-keyboard-920-012955,https://m.media-amazon.com/images/I/41N1ApF1nyL.jpg,Gaming,Logitech GL Linear,RGB,No,Wired,Black,
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/3qDQzy/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012716,https://m.media-amazon.com/images/I/31u3UbndLSL.jpg,Gaming,Logitech Low-Profile GL Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/RZsV3C/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012717,https://cdna.pcpartpicker.com/static/forever/images/product/ac643056101813c1be644ffdd5a7ceb5.256p.jpg,Gaming,Logitech Low-Profile GL Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/7f6NnQ/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012719,https://cdna.pcpartpicker.com/static/forever/images/product/6b47969cc21b65885d61d20440cc3af7.256p.jpg,Gaming,Logitech Low-Profile GL Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/8Lhv6h/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012755,https://cdna.pcpartpicker.com/static/forever/images/product/ac643056101813c1be644ffdd5a7ceb5.256p.jpg,Gaming,Logitech Low-Profile GL Clicky,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/xnZXsY/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012746,https://cdna.pcpartpicker.com/static/forever/images/product/d928f6fbaeeef390bb1dcf4dfaff1d12.256p.jpg,Gaming,Logitech Low-Profile GL Linear,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/ZszXsY/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012756,https://cdna.pcpartpicker.com/static/forever/images/product/d928f6fbaeeef390bb1dcf4dfaff1d12.256p.jpg,Gaming,Logitech Low-Profile GL Clicky,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G915 X LIGHTSPEED,https://pcpartpicker.com/product/DDDQzy/logitech-g915-x-lightspeed-rgb-wiredwirelessbluetooth-gaming-keyboard-920-012674,https://cdna.pcpartpicker.com/static/forever/images/product/c27c8ea2ea67c9a47b817d283798df43.256p.jpg,Gaming,Logitech Low-Profile GL Tactile,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G915 X LIGHTSPEED,https://pcpartpicker.com/product/JjfxFT/logitech-g915-x-lightspeed-rgb-wiredwirelessbluetooth-gaming-keyboard-920-012707,https://cdna.pcpartpicker.com/static/forever/images/product/d56b90bdab87cb46683a712dfd4a284b.256p.jpg,Gaming,Logitech Low-Profile GL Clicky,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech G515,https://pcpartpicker.com/product/m46NnQ/logitech-g515-rgb-wired-gaming-keyboard-920-012887,/static/forever/img/no-image.png,Gaming,Logitech Low-Profile GL Tactile,RGB,Yes,Wired,Black,
Logitech PRO X RAPID,https://pcpartpicker.com/product/zzBzK8/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013230,/static/forever/img/no-image.png,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,Black,
Logitech PRO X RAPID,https://pcpartpicker.com/product/BNRwrH/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013232,/static/forever/img/no-image.png,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,Black,
Logitech PRO X RAPID,https://pcpartpicker.com/product/fJjRsY/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013248,https://cdna.pcpartpicker.com/static/forever/images/product/a6dd21fc1ca09d25747e2bd3da912198.256p.jpg,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,Pink,
Logitech PRO X RAPID,https://pcpartpicker.com/product/nWWJ7P/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013249,https://m.media-amazon.com/images/I/31CBhehN3HL.jpg,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,Pink,
Logitech PRO X RAPID,https://pcpartpicker.com/product/L6TZxr/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013253,https://m.media-amazon.com/images/I/31275T0zhhL.jpg,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,Pink,
Logitech PRO X RAPID,https://pcpartpicker.com/product/GWWJ7P/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013286,/static/forever/img/no-image.png,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,White,
Logitech PRO X RAPID,https://pcpartpicker.com/product/MqDQzy/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013287,https://m.media-amazon.com/images/I/41a5JXrJJqL.jpg,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,White,
Logitech PRO X RAPID,https://pcpartpicker.com/product/wTsV3C/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013288,/static/forever/img/no-image.png,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,White,
Keychron Q3 Max QMK/VIA,https://pcpartpicker.com/product/hYyH99/keychron-q3-max-qmkvia-rgb-wirelessbluetoothwired-standard-keyboard-q3m-p4,https://cdna.pcpartpicker.com/static/forever/images/product/5bc14a90ad4df5fb98301b6d312bed13.256p.jpg,Standard,Gateron Jupiter Banana,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White / Gray,
Keychron Q3 Max QMK/VIA Side-Printed,https://pcpartpicker.com/product/Hn3NnQ/keychron-q3-max-qmkvia-side-printed-rgb-wirelessbluetoothwired-standard-keyboard-q3m-m1s,/static/forever/img/no-image.png,Standard,Gateron Jupiter Red,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / Red,
Keychron Q3 Max QMK/VIA Side-Printed,https://pcpartpicker.com/product/pVrqqs/keychron-q3-max-qmkvia-side-printed-rgb-wirelessbluetoothwired-standard-keyboard-q3m-p1s,/static/forever/img/no-image.png,Standard,Gateron Jupiter Red,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White / Gray,
Keychron Q3 Max QMK/VIA Side-Printed,https://pcpartpicker.com/product/tNXV3C/keychron-q3-max-qmkvia-side-printed-rgb-wirelessbluetoothwired-standard-keyboard-q3m-m3s,/static/forever/img/no-image.png,Standard,Gateron Jupiter Brown,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / Red,
Keychron Q3 Max QMK/VIA Side-Printed,https://pcpartpicker.com/product/gCsV3C/keychron-q3-max-qmkvia-side-printed-rgb-wirelessbluetoothwired-standard-keyboard-q3m-p3s,/static/forever/img/no-image.png,Standard,Gateron Jupiter Brown,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White / Gray,
Keychron Q3 Max QMK/VIA Side-Printed,https://pcpartpicker.com/product/qwGhP6/keychron-q3-max-qmkvia-side-printed-rgb-wirelessbluetoothwired-standard-keyboard-q3m-m4s,/static/forever/img/no-image.png,Standard,Gateron Jupiter Banana,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / Red,
Keychron Q3 Max QMK/VIA Side-Printed,https://pcpartpicker.com/product/KNXV3C/keychron-q3-max-qmkvia-side-printed-rgb-wirelessbluetoothwired-standard-keyboard-q3m-p4s,/static/forever/img/no-image.png,Standard,Gateron Jupiter Banana,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White / Gray,
Ducky One 3 w/ Quack Mechanics,https://pcpartpicker.com/product/NmfxFT/ducky-one-3-w-quack-mechanics-rgb-wired-gaming-keyboard-dkon2187st-cuspdclawsc1,https://m.media-amazon.com/images/I/41X9fJu7TDL.jpg,Gaming,Cherry MX Blue,RGB,Yes,Wired,Black,90.95
Ducky One 3 w/ Quack Mechanics,https://pcpartpicker.com/product/wQ3NnQ/ducky-one-3-w-quack-mechanics-rgb-wired-gaming-keyboard-dkon2187st-wuspdclawsc1,/static/forever/img/no-image.png,Gaming,Cherry MX Clear,RGB,Yes,Wired,Black,
Keychron Q1 HE QMK PBT,https://pcpartpicker.com/product/2q6NnQ/keychron-q1-he-qmk-pbt-rgb-wirelessbluetoothwired-standard-keyboard-q1h-m1-de,/static/forever/img/no-image.png,Standard,Gateron Magnetic Nebula,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q1 HE QMK PBT,https://pcpartpicker.com/product/6v88TW/keychron-q1-he-qmk-pbt-rgb-wirelessbluetoothwired-standard-keyboard-q1h-m1-sw,/static/forever/img/no-image.png,Standard,Gateron Magnetic Nebula,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q1 HE QMK ABS,https://pcpartpicker.com/product/j8FmP6/keychron-q1-he-qmk-abs-rgb-wirelessbluetoothwired-standard-keyboard-q1h-m1-es,/static/forever/img/no-image.png,Standard,Gateron Magnetic Nebula,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron Q1 HE QMK ABS,https://pcpartpicker.com/product/BQ3NnQ/keychron-q1-he-qmk-abs-rgb-wirelessbluetoothwired-standard-keyboard-q1h-m1-it,/static/forever/img/no-image.png,Standard,Gateron Magnetic Nebula,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron K2 HE Special Edition ISO,https://pcpartpicker.com/product/cQ3NnQ/keychron-k2-he-special-edition-iso-rgb-wirelessbluetoothwired-standard-keyboard-k2h-f1-de,/static/forever/img/no-image.png,Standard,Gateron Magnetic Nebula,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / Brown,
Logitech MX Mechanical,https://pcpartpicker.com/product/JrHp99/logitech-mx-mechanical-wireless-slim-keyboard-920-010755,https://cdna.pcpartpicker.com/static/forever/images/product/8f0f031af28f6da63edf3eaf9d9f48f1.256p.jpg,Slim,Kailh Choc V2 Blue,White,No,Wireless,Black / Gray,
Logitech MX Mechanical,https://pcpartpicker.com/product/XcfV3C/logitech-mx-mechanical-wireless-slim-keyboard-920-010754,https://cdna.pcpartpicker.com/static/forever/images/product/8f0f031af28f6da63edf3eaf9d9f48f1.256p.jpg,Slim,Kailh Choc V2 Red,White,No,Wireless,Black / Gray,
DrunkDeer G65,https://pcpartpicker.com/product/Wqkqqs/drunkdeer-g65-rgb-wired-gaming-keyboard-g65-g0-p20,https://m.media-amazon.com/images/I/31XLbmmnJpL.jpg,Gaming,,RGB,Yes,Wired,Gray / Purple,
DrunkDeer G65,https://pcpartpicker.com/product/jVYfrH/drunkdeer-g65-rgb-wired-gaming-keyboard-g65w0-p03,https://m.media-amazon.com/images/I/41yiv9T-TAL.jpg,Gaming,,RGB,Yes,Wired,White / Purple,
Keychron K10,https://pcpartpicker.com/product/JdXMnQ/keychron-k10-rgb-bluetoothwired-standard-keyboard-k10-b1,https://m.media-amazon.com/images/I/31rqwmERt4L.jpg,Standard,Gateron G Pro Red,RGB,No,"Wired, Bluetooth Wireless",Gray / Black,
Keychron K10 Hotswap,https://pcpartpicker.com/product/hXPv6h/keychron-k10-hotswap-rgb-bluetoothwired-standard-keyboard-k10-h1,/static/forever/img/no-image.png,Standard,Gateron G Pro Red Hot-swappable,RGB,No,"Wired, Bluetooth Wireless",Gray / Black,
Keychron K10,https://pcpartpicker.com/product/pvnXsY/keychron-k10-bluetoothwired-standard-keyboard-k10-a2,/static/forever/img/no-image.png,Standard,Gateron G Pro Blue,White,No,"Wired, Bluetooth Wireless",Gray / Black,
Keychron K10,https://pcpartpicker.com/product/t29nTW/keychron-k10-rgb-bluetoothwired-standard-keyboard-k10-b2,https://cdna.pcpartpicker.com/static/forever/images/product/dbebddb782ce93a51c5db1ee4fd57eb9.256p.jpg,Standard,Gateron G Pro Blue,RGB,No,"Wired, Bluetooth Wireless",Gray / Black,
Keychron K10,https://pcpartpicker.com/product/gfHp99/keychron-k10-rgb-bluetoothwired-standard-keyboard-k10-c2,/static/forever/img/no-image.png,Standard,Gateron G Pro Blue,RGB,No,"Wired, Bluetooth Wireless",Black / Gray,
Keychron K10 Hotswap,https://pcpartpicker.com/product/qfHp99/keychron-k10-hotswap-bluetoothwired-standard-keyboard-k10-g2,/static/forever/img/no-image.png,Standard,Gateron G Pro Blue Hot-swappable,White,No,"Wired, Bluetooth Wireless",Gray / Black,
Keychron K10 Hotswap,https://pcpartpicker.com/product/KTBFf7/keychron-k10-hotswap-rgb-bluetoothwired-standard-keyboard-k10-h2,/static/forever/img/no-image.png,Standard,Gateron G Pro Blue Hot-swappable,RGB,No,"Wired, Bluetooth Wireless",Gray / Black,
Keychron K10 Hotswap,https://pcpartpicker.com/product/9zYfrH/keychron-k10-hotswap-bluetoothwired-standard-keyboard-k10-g3,/static/forever/img/no-image.png,Standard,Gateron G Pro Brown Hot-swappable,White,No,"Wired, Bluetooth Wireless",Gray / Black,
Keychron Q1 QMK V2,https://pcpartpicker.com/product/Qskqqs/keychron-q1-qmk-v2-wired-mini-keyboard-q1-c2,https://m.media-amazon.com/images/I/41Nr2kY0PDL.jpg,Mini,Gateron G Pro Blue,None,Yes,Wired,Black,
Keychron Q1 QMK V2,https://pcpartpicker.com/product/3Jbypg/keychron-q1-qmk-v2-wired-mini-keyboard-q1-d1,/static/forever/img/no-image.png,Mini,Gateron G Pro Red,None,Yes,Wired,Gray,
Keychron Q1 QMK V2,https://pcpartpicker.com/product/RtpD4D/keychron-q1-qmk-v2-wired-mini-keyboard-q1-d2,/static/forever/img/no-image.png,Mini,Gateron G Pro Blue,None,Yes,Wired,Gray,
Keychron Q1 QMK V2,https://pcpartpicker.com/product/9HBFf7/keychron-q1-qmk-v2-wired-mini-keyboard-q1-d3,https://m.media-amazon.com/images/I/41Qj-eBq4cL.jpg,Mini,Gateron G Pro Brown,None,Yes,Wired,Gray,
Keychron Q1 QMK V2,https://pcpartpicker.com/product/7b8Pxr/keychron-q1-qmk-v2-wired-mini-keyboard-q1-j1,https://cdna.pcpartpicker.com/static/forever/images/product/942dd24fc89a8498bab3f81694f99156.256p.jpg,Mini,Gateron G Pro Red,None,Yes,Wired,Blue,
Keychron Q1 QMK V2,https://pcpartpicker.com/product/V8MXsY/keychron-q1-qmk-v2-wired-mini-keyboard-q1-j2,https://m.media-amazon.com/images/I/41UzLWiNR5L.jpg,Mini,Gateron G Pro Blue,None,Yes,Wired,Blue,
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/YZfV3C/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-m4,/static/forever/img/no-image.png,Mini,Gateron Phantom Yellow,None,Yes,Wired,Black / Gray,
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/Tf9nTW/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-m2,/static/forever/img/no-image.png,Mini,Gateron G Pro Blue,None,Yes,Wired,Black / Gray,
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/BRkqqs/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-m1,https://m.media-amazon.com/images/I/41M7bb5DxQL.jpg,Mini,Gateron G Pro Red,None,Yes,Wired,Black / Gray,
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/zrVfrH/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-o3z,/static/forever/img/no-image.png,Mini,Gateron G Pro Brown,None,Yes,Wired,Blue,
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/jMcBD3/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-o2z,/static/forever/img/no-image.png,Mini,Gateron G Pro Blue,None,Yes,Wired,Blue,
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/6f9nTW/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-o1z,/static/forever/img/no-image.png,Mini,Gateron G Pro Red,None,Yes,Wired,Blue,
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/Wskqqs/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-n3z,/static/forever/img/no-image.png,Mini,Gateron G Pro Brown,None,Yes,Wired,Gray / Yellow,
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/bYHp99/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-n2z,/static/forever/img/no-image.png,Mini,Gateron G Pro Blue,None,Yes,Wired,Gray / Yellow,
