Name,URL,Image,Tracking Method,Connection Type,Maximum DPI,Hand Orientation,Color,Price
Logitech M330 SILENT PLUS,https://pcpartpicker.com/product/w7qhP6/logitech-m330-silent-plus-wireless-optical-mouse-910-004905,https://cdna.pcpartpicker.com/static/forever/images/product/82959eefb4e00fe12bf0c9ae9c6ea5dc.256p.jpg,Optical,Wireless,1000,Right,Black,17.98
Razer Basilisk V3 Pro 35K,https://pcpartpicker.com/product/N87scf/razer-basilisk-v3-pro-35k-optical-mouse-rz01-05240200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/3edd4b262d72b21afa356dba0286386d.256p.jpg,Optical,,35000,Right,White,159.99
Razer Viper Mini,https://pcpartpicker.com/product/BDXYcf/razer-viper-mini-wired-optical-mouse-rz01-03250100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/31ad0dccffff39f176c038672c8fb2cd.256p.jpg,Optical,Wired,8500,Right,Black,
Logitech PRO X SUPERLIGHT 2c,https://pcpartpicker.com/product/rppD4D/logitech-pro-x-superlight-2c-wireless-optical-mouse-910-007518,https://cdna.pcpartpicker.com/static/forever/images/product/a7464ec8fda74440120142b2d1c4aec8.256p.jpg,Optical,Wireless,44000,Right,Black,149.99
Logitech PRO 2 LIGHTSPEED,https://pcpartpicker.com/product/Cf6NnQ/logitech-pro-2-lightspeed-wiredwireless-optical-mouse-910-007246,https://cdna.pcpartpicker.com/static/forever/images/product/cdc093fc242f4e380dd1d9b5d214c598.256p.jpg,Optical,"Wired, Wireless",32000,Both,Black,99.99
Glorious MODEL O,https://pcpartpicker.com/product/PQCD4D/glorious-pc-gaming-race-model-o-wired-optical-mouse-go-black,https://cdna.pcpartpicker.com/static/forever/images/product/ab7f3f6e7b4d49a7dbaec72d7ec00b2b.256p.jpg,Optical,Wired,12000,Right,Black,
SteelSeries Aerox 9,https://pcpartpicker.com/product/kKD7YJ/steelseries-aerox-9-wireless-optical-mouse-62618,https://cdna.pcpartpicker.com/static/forever/images/product/b19f57b195a5e41b53e03b3717f4cd08.256p.jpg,Optical,Wireless,18000,Right,Black,119.99
MSI CLUTCH,https://pcpartpicker.com/product/W9Fbt6/msi-clutch-gm08-wired-optical-mouse-clutch-gm08,https://cdna.pcpartpicker.com/static/forever/images/product/4611b6fcf9461c6763d8b18af78d4f2a.256p.jpg,Optical,Wired,4200,Right,Black,24.99
Ergoguys 0090-0030,https://pcpartpicker.com/product/MwNp99/ergoguys-mouse-00900030,https://cdna.pcpartpicker.com/static/forever/images/product/4741a1b7f8a7448d231f09d035666db1.256p.jpg,Optical,Wired,400,Right,White,112.57
AZIO RM-RCM-L-04,https://pcpartpicker.com/product/GDV2FT/azio-rm-rcm-l-04-bluetoothwirelesswired-optical-mouse-rm-rcm-l-04,https://m.media-amazon.com/images/I/31F2PBIyt2L.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,Black / Silver,
Corsair M75,https://pcpartpicker.com/product/2v7scf/corsair-m75-wirelessbluetoothwired-optical-mouse-ch-931d010-na,https://cdna.pcpartpicker.com/static/forever/images/product/d97b17a88f81aae7c105d84df42f3294.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Both,Black,48.99
Razer Viper Ultimate w/Dock,https://pcpartpicker.com/product/V6QfrH/razer-viper-ultimate-wdock-wireless-optical-mouse-rz01-03050100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/0164b1a008c25224ac32d76cd1223380.256p.jpg,Optical,Wireless,20000,Both,Black,
Corsair DARK CORE RGB,https://pcpartpicker.com/product/6Nc48d/corsair-dark-core-rgb-wireless-optical-mouse-ch-9315211-na,https://m.media-amazon.com/images/I/51XEp6n+w0L.jpg,Optical,Wireless,16000,Right,Black,
Corsair Scimitar Elite SE,https://pcpartpicker.com/product/HCFCmG/corsair-scimitar-elite-se-bluetoothwireless-optical-mouse-ch-9314011-ww,https://cdna.pcpartpicker.com/static/forever/images/product/02fa5a92d8f898cd1ca3a4b8d30c6bfe.256p.jpg,Optical,"Wireless, Bluetooth Wireless",33000,Right,White / Gray,79.98
Redragon Mammoth,https://pcpartpicker.com/product/3GX2FT/redragon-mouse-m801,https://cdna.pcpartpicker.com/static/forever/images/product/37130440ab0df18d2833cd588ec55c55.med.256p.jpg,Laser,Wired,16400,Right,Black / Red,29.99
HP HyperX Pulsefire Haste 2,https://pcpartpicker.com/product/G3yH99/hp-hyperx-pulsefire-haste-2-wired-optical-mouse-6n0a7aa,https://m.media-amazon.com/images/I/31iw3vG+16L.jpg,Optical,Wired,26000,Right,Black,39.99
Razer Cobra Pro,https://pcpartpicker.com/product/Vvqrxr/razer-cobra-pro-wiredbluetoothwireless-optical-mouse-rz01-04660100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/3733de46a75b40d61a0afcf6098db3ad.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black,99.99
Logitech G602,https://pcpartpicker.com/product/KFQypg/logitech-mouse-910003820,https://m.media-amazon.com/images/I/41ZJ2lk1ITL.jpg,Optical,Wireless,2500,Right,Black / Silver,240.65
Glorious Model O 2 PRO,https://pcpartpicker.com/product/8PMMnQ/glorious-model-o-2-pro-wirelesswired-optical-mouse-glo-ms-powv2-1k-b,https://m.media-amazon.com/images/I/31D2l5iMH2L.jpg,Optical,"Wired, Wireless",26000,Right,Black,99.99
Razer DeathAdder V2,https://pcpartpicker.com/product/TMMTwP/razer-deathadder-v2-wired-optical-mouse-rz01-03210100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/156c158a605d392363b7c1a459e1b9f0.256p.jpg,Optical,Wired,20000,Right,Black,
Razer Orochi V2,https://pcpartpicker.com/product/LGPQzy/razer-orochi-v2-wireless-optical-mouse-rz01-03730100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/a1714b5aaa4781f251c62fcf9d3d0969.256p.jpg,Optical,Wireless,18000,Right,Black,27.99
Genius DX 120,https://pcpartpicker.com/product/cFgPxr/genius-mouse-31010105100,https://cdna.pcpartpicker.com/static/forever/images/product/f7ef702cc8b7a76da8e62e03b0dc4f25.256p.jpg,Optical,Wired,1000,Both,Black,
Corsair HARPOON RGB,https://pcpartpicker.com/product/8DCD4D/corsair-harpoon-rgb-wireless-optical-mouse-ch-9311011-na,https://cdna.pcpartpicker.com/static/forever/images/product/3769ffe225dff8702ca903ffce27846f.256p.jpg,Optical,Wireless,10000,Right,Black,64.99
Logitech G309 LIGHTSPEED,https://pcpartpicker.com/product/34Hqqs/logitech-g309-lightspeed-wirelessbluetooth-optical-mouse-910-007197,https://cdna.pcpartpicker.com/static/forever/images/product/ee37c5b67b796f0d1c47db7cb2c2f5f1.256p.jpg,Optical,"Wireless, Bluetooth Wireless",25600,Right,Black,59.95
SteelSeries Rival 3,https://pcpartpicker.com/product/W6K2FT/steelseries-rival-3-wired-optical-mouse-62513,https://cdna.pcpartpicker.com/static/forever/images/product/24c3004e0bf166466ca2e8cf1ab55490.256p.jpg,Optical,Wired,8500,Right,Black,
Razer Viper V3 Pro Sentinels Edition,https://pcpartpicker.com/product/8kGhP6/razer-viper-v3-pro-sentinels-edition-wirelesswired-optical-mouse-rz01-05120400-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/fe47499fad6a931f39b72a5004f1a733.256p.jpg,Optical,"Wired, Wireless",35000,Right,Red,179.99
Razer Naga V2 HyperSpeed,https://pcpartpicker.com/product/D4Fbt6/razer-naga-v2-hyperspeed-wirelessbluetooth-optical-mouse-rz01-03600100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/514ed09a4e76c9430f252c293473b0b0.256p.jpg,Optical,"Wireless, Bluetooth Wireless",30000,Right,Black,64.98
Logitech MX Vertical,https://pcpartpicker.com/product/sMNv6h/logitech-mx-vertical-wireless-optical-mouse-910-005447,https://cdna.pcpartpicker.com/static/forever/images/product/e431d091bcba7186452cea180f60fd6d.256p.jpg,Optical,Wireless,4000,Right,Gray / Silver,74.99
Logitech G403 HERO,https://pcpartpicker.com/product/xBgzK8/logitech-g403-hero-wired-optical-mouse-910-005630,https://cdna.pcpartpicker.com/static/forever/images/product/1e8c3800a012015b0400211b5d370aa0.256p.jpg,Optical,Wired,25600,Right,Black / Blue,44.99
Razer Naga V2 Pro w/Dock Pro,https://pcpartpicker.com/product/qg26Mp/razer-naga-v2-pro-wdock-pro-wirelessbluetoothwired-optical-mouse-rzhb-221117-01,https://cdna.pcpartpicker.com/static/forever/images/product/39a066db704496cfd24ef2248b202535.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black,
Razer Viper V2 Pro,https://pcpartpicker.com/product/Qt2WGX/razer-viper-v2-pro-wireless-optical-mouse-rz01-04390100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/ebd01f57718386a246255ef19d9aa3da.256p.jpg,Optical,Wireless,30000,Right,Black,131.38
HP HyperX Pulsefire Haste 2,https://pcpartpicker.com/product/NntLrH/hp-hyperx-pulsefire-haste-2-bluetoothwirelesswired-optical-mouse-6n0b0aa,https://m.media-amazon.com/images/I/310wAHIQkbL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,59.99
Razer Viper Ultimate,https://pcpartpicker.com/product/fc8bt6/razer-viper-ultimate-wireless-optical-mouse-rz01-03050400-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/83448f14ea7aad477596baf8ae892723.256p.jpg,Optical,Wireless,20000,Both,White,139.99
Logitech G402,https://pcpartpicker.com/product/648H99/logitech-mouse-910004069,https://cdna.pcpartpicker.com/static/forever/images/product/872f54527450d6ad251d6e3e21521aa8.256p.jpg,Optical,Wired,4000,Right,Black,41.50
Razer DeathAdder Elite,https://pcpartpicker.com/product/xgrcCJ/razer-deathadder-elite-wired-optical-mouse-rz01-02010100-r3u1,https://m.media-amazon.com/images/I/311B1zMmf0L.jpg,Optical,Wired,16000,Right,Black / Green,62.90
Razer Naga Trinity,https://pcpartpicker.com/product/9wc48d/razer-naga-trinity-wired-optical-mouse-rz01-02410100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/6b73ce755ef3fdebd30ac433ab829664.256p.jpg,Optical,Wired,16000,Right,Black,
Corsair SABRE v2 PRO,https://pcpartpicker.com/product/gvYfrH/corsair-sabre-v2-pro-wirelesswired-optical-mouse-ch-931g001-ww,https://cdna.pcpartpicker.com/static/forever/images/product/22a60a8f808e27a8ff87e3d9a8cb2d14.256p.jpg,Optical,"Wired, Wireless",33000,Right,White,79.98
NZXT Lift 2 Ergo,https://pcpartpicker.com/product/hMYRsY/nzxt-lift-2-ergo-wired-optical-mouse-ms-001nb-01,https://cdna.pcpartpicker.com/static/forever/images/product/2a11222365c625a9523e6755d96f13d5.256p.jpg,Optical,Wired,26000,Right,Black,24.73
Logitech G903 HERO,https://pcpartpicker.com/product/rbsmP6/logitech-g903-hero-wireless-optical-mouse-910-005670,https://cdna.pcpartpicker.com/static/forever/images/product/bcef1163cebeee9d3001d5bafcf7d3d7.256p.jpg,Optical,Wireless,25600,Both,Black,105.00
Corsair IRONCLAW RGB WIRELESS,https://pcpartpicker.com/product/wqKcCJ/corsair-ironclaw-rgb-wireless-wireless-optical-mouse-ch-9317011-na,https://cdna.pcpartpicker.com/static/forever/images/product/cbb2405830d9a31ec7994511d57c8f79.256p.jpg,Optical,Wireless,18000,Right,Black,89.99
MCHOSE L7 Ultra,https://pcpartpicker.com/product/h8ZWGX/mchose-l7-ultra-wiredwirelessbluetooth-optical-mouse-mc-l7-8,https://m.media-amazon.com/images/I/21WdQ+X0mmL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,Black,
Corsair M55,https://pcpartpicker.com/product/VRQKHx/corsair-m55-wired-optical-mouse-ch-930f000-ww,https://cdna.pcpartpicker.com/static/forever/images/product/50445491ffb270290e5b6abfb4eb2003.256p.jpg,Optical,Wired,16000,Right,Black,24.99
NZXT Lift Elite,https://pcpartpicker.com/product/YnLp99/nzxt-lift-elite-wiredwireless-optical-mouse-ms-101nw-02,https://cdna.pcpartpicker.com/static/forever/images/product/f0b73d21edc7cb5749648e92ebfbb77b.256p.jpg,Optical,"Wired, Wireless",26000,Right,White,27.62
Glorious MODEL D,https://pcpartpicker.com/product/6qwkcf/glorious-pc-gaming-race-model-d-wired-optical-mouse-gd-white,https://cdna.pcpartpicker.com/static/forever/images/product/e53580d579186aabe0bad312bfeae3ee.256p.jpg,Optical,Wired,12000,Right,White,49.99
MSI Forge GM320,https://pcpartpicker.com/product/bCcBD3/msi-forge-gm320-wired-optical-mouse-forge-gm320,https://cdna.pcpartpicker.com/static/forever/images/product/63a328a7629b6d2c690e1f622a21f478.256p.jpg,Optical,Wired,12800,Right,Black,24.99
SteelSeries Rival 650 Wireless,https://pcpartpicker.com/product/WNm323/steelseries-rival-650-wireless-wireless-optical-mouse-62456,https://cdna.pcpartpicker.com/static/forever/images/product/e44e0fffdc546ccc18ec9db334d7c71f.256p.jpg,Optical,Wireless,12000,Right,Black,69.98
Glorious Model I 2,https://pcpartpicker.com/product/WpNYcf/glorious-model-i-2-wirelessbluetoothwired-optical-mouse-glo-ms-iwv2-mb,https://cdna.pcpartpicker.com/static/forever/images/product/e1cb5ca3a8d93fa9ba0f6c76f9a1ca9b.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,79.99
Razer Cobra Pro w/Dock Pro,https://pcpartpicker.com/product/gHwmP6/razer-cobra-pro-wdock-pro-wirelessbluetoothwired-optical-mouse-rzhb-230629-01,https://cdna.pcpartpicker.com/static/forever/images/product/0650c1b3f76250e6b180431d8c65e16a.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black,169.99
Logitech MX Master,https://pcpartpicker.com/product/XP38TW/logitech-mouse-910004337,https://m.media-amazon.com/images/I/31wDFiIu6iL.jpg,Laser,Bluetooth Wireless,1600,Right,Brown / Black,188.88
Razer DeathAdder V3 Pro,https://pcpartpicker.com/product/ZCH7YJ/razer-deathadder-v3-pro-wireless-optical-mouse-rz01-04630200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/22c9a34a39b21849a81ad2011a2fe356.256p.jpg,Optical,Wireless,30000,Right,White,96.35
Logitech MX MASTER 2S (Black),https://pcpartpicker.com/product/JKvZxr/logitech-mx-master-2s-black-wireless-laser-mouse-910-005131,https://m.media-amazon.com/images/I/31vy6WmdMWL.jpg,Laser,Wireless,4000,Right,Black,
Asus ROG Keris II WL Ace,https://pcpartpicker.com/product/W9zXsY/asus-rog-keris-ii-wl-ace-wiredbluetoothwireless-optical-mouse-90mp03n0-bmua00,https://cdna.pcpartpicker.com/static/forever/images/product/c5c753a9827ce320fc2c9609c79c92d5.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,Black,129.99
Razer Naga Pro,https://pcpartpicker.com/product/cYxbt6/razer-naga-pro-wireless-optical-mouse-rz01-03420100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/0615b1c07cbb01bb91060e0517d95dcd.256p.jpg,Optical,Wireless,20000,Right,Black,224.99
Keychron M7,https://pcpartpicker.com/product/j9bRsY/keychron-m7-bluetoothwirelesswired-optical-mouse-m7-a1,https://cdna.pcpartpicker.com/static/forever/images/product/06098f08d2863e3802b67d71a9f60b5c.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,49.99
Razer Basilisk X HyperSpeed,https://pcpartpicker.com/product/yqPgXL/razer-basilisk-x-hyperspeed-wireless-optical-mouse-rz01-03150100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/e4827333bffb57dd5103d07f1c144c96.256p.jpg,Optical,Wireless,16000,Right,Black / Green,48.96
Asus ROG Harpe II Ace,https://pcpartpicker.com/product/xhxTwP/asus-rog-harpe-ii-ace-bluetoothwirelesswired-optical-mouse-90mp0490-bmaa10,https://cdna.pcpartpicker.com/static/forever/images/product/8078bdfba3c09ac9cce3cb232c068686.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,White,129.99
Corsair DARKSTAR,https://pcpartpicker.com/product/BCwmP6/corsair-darkstar-bluetoothwireless-optical-mouse-ch-931a011-na,https://cdna.pcpartpicker.com/static/forever/images/product/4900404b54773d05701076de0388ae7f.256p.jpg,Optical,"Wireless, Bluetooth Wireless",26000,Right,Black,129.99
Corsair M65 RGB ULTRA WIRELESS,https://pcpartpicker.com/product/FgwmP6/corsair-m65-rgb-ultra-wireless-wireless-optical-mouse-ch-9319511-na2,https://cdna.pcpartpicker.com/static/forever/images/product/4130018c9bec92f1cf1731baeadc8fea.256p.jpg,Optical,Wireless,26000,Right,,109.99
8BitDo Retro R8 - N Edition,https://pcpartpicker.com/product/pHZWGX/8bitdo-retro-r8-n-edition-bluetoothwirelesswired-optical-mouse-ret00529,https://cdna.pcpartpicker.com/static/forever/images/product/834ba3460d49ffd9dbc07a46a86ee749.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Gray,49.99
Glorious MODEL D,https://pcpartpicker.com/product/bCMTwP/glorious-pc-gaming-race-model-d-wired-optical-mouse-gd-black,https://cdna.pcpartpicker.com/static/forever/images/product/67068c12e8020ae7c28be8e9202ad900.256p.jpg,Optical,Wired,12000,Right,Black,44.98
Logitech PRO X SUPERLIGHT 2c,https://pcpartpicker.com/product/2jCCmG/logitech-pro-x-superlight-2c-wireless-optical-mouse-910-007528,https://cdna.pcpartpicker.com/static/forever/images/product/d286d7a4e4ce2e5223d21637060381c9.256p.jpg,Optical,Wireless,44000,Right,White,149.99
Corsair Scimitar Elite SE,https://pcpartpicker.com/product/hbCCmG/corsair-scimitar-elite-se-bluetoothwireless-optical-mouse-ch-9314014-ww,https://cdna.pcpartpicker.com/static/forever/images/product/97b60f92e9a93e32a500a67cd3051d51.256p.jpg,Optical,"Wireless, Bluetooth Wireless",33000,Right,Black / Gray,74.99
be quiet! Dark Perk Ergo,https://pcpartpicker.com/product/BNHp99/be-quiet-dark-perk-ergo-wirelesswired-optical-mouse-bm007,https://m.media-amazon.com/images/I/31rR5PPzMDL.jpg,Optical,"Wired, Wireless",32000,Right,Black,99.90
Razer Viper V2 Pro,https://pcpartpicker.com/product/fQH7YJ/razer-viper-v2-pro-wireless-optical-mouse-rz01-04390200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/bc83693b4c2c338e8bcb261cf33466bb.256p.jpg,Optical,Wireless,30000,Right,White,89.99
Logitech M185,https://pcpartpicker.com/product/MfPzK8/logitech-mouse-m185,https://cdna.pcpartpicker.com/static/forever/images/product/f72f80f6b0df24b744289d3c89abfd69.256p.jpg,Laser,Wireless,,Both,Black,12.97
Keychron M3 Mini,https://pcpartpicker.com/product/HKRwrH/keychron-m3-mini-wiredwirelessbluetooth-optical-mouse-m3m-a1,https://m.media-amazon.com/images/I/31yKugLgSWL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,49.99
MSI Versa Pro,https://pcpartpicker.com/product/2b62FT/msi-versa-pro-bluetoothwirelesswired-optical-mouse-versa-pro-wireless,https://m.media-amazon.com/images/I/41ofKPXkHmL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,89.99
Lenovo 0C41072,https://pcpartpicker.com/product/c2tCmG/lenovo-mouse-0c41072,https://m.media-amazon.com/images/I/41SLDcW-meL.jpg,Optical,Wireless,1000,Both,Black,299.99
Razer Viper 8KHz,https://pcpartpicker.com/product/ZzfnTW/razer-viper-8khz-wired-optical-mouse-rz01-03580100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/57e54358c52493a49f369c4374aaf201.256p.jpg,Optical,Wired,20000,Both,Black,63.85
SteelSeries Prime,https://pcpartpicker.com/product/vRFbt6/steelseries-prime-wired-optical-mouse-62533,https://cdna.pcpartpicker.com/static/forever/images/product/29ae311850951f79cdf1e06d62f57ca4.256p.jpg,Optical,Wired,18000,Right,Black,21.95
Asus TUF Gaming M4 Air,https://pcpartpicker.com/product/V94Ycf/asus-tuf-gaming-m4-air-wired-optical-mouse-p307-tuf-gaming-m4-air,https://m.media-amazon.com/images/I/31XGR3rPnWL.jpg,Optical,Wired,16000,Right,Black,55.99
Logitech G102 LIGHTSYNC RGB,https://pcpartpicker.com/product/tL4Zxr/logitech-g102-lightsync-rgb-wired-optical-mouse-910-005802,https://m.media-amazon.com/images/I/41hYQ9J7gCL.jpg,Optical,Wired,8000,Right,Black,34.99
Lamzu Maya X,https://pcpartpicker.com/product/WWzp99/lamzu-maya-x-wiredwireless-optical-mouse-027685178664,https://cdna.pcpartpicker.com/static/forever/images/product/ef31de965c6bc065bae5568229e369b1.256p.jpg,Optical,"Wired, Wireless",30000,Right,White,
Logitech G903,https://pcpartpicker.com/product/6Bm323/logitech-g903-wireless-optical-mouse-910-005083,https://images-na.ssl-images-amazon.com/images/I/41hj-bvIpbL.jpg,Optical,Wireless,12000,Both,Black / Blue,95.99
Dell MS116,https://pcpartpicker.com/product/hB8bt6/dell-ms116-wired-optical-mouse-ms116-bk,https://cdna.pcpartpicker.com/static/forever/images/product/68c493640c19b97eb30f4d29f7b849d7.256p.jpg,Optical,Wired,1000,Both,Black,8.44
Logitech G309 LIGHTSPEED,https://pcpartpicker.com/product/RKzXsY/logitech-g309-lightspeed-wirelessbluetooth-optical-mouse-910-007205,https://cdna.pcpartpicker.com/static/forever/images/product/b80e63792dc6ef61f932212b6af01fda.256p.jpg,Optical,"Wireless, Bluetooth Wireless",25600,Right,White,49.99
