Name,URL,Image,Configuration,Total Wattage,Frequency Response,Color,Price
JBL LSR4328P/PAK,https://pcpartpicker.com/product/dbKhP6/jbl-speakers-lsr4328ppak,/static/forever/img/no-image.png,2.0,140 W,50 Hz - 20 kHz,,
Edifier R19U,https://pcpartpicker.com/product/xntWGX/edifier-speakers-r19u,https://cdna.pcpartpicker.com/static/forever/images/product/c657c9ff32270b4c41cc24a79ffb4832.256p.jpg,2.0,4 W,150 Hz - 20 kHz,,
HiVi M10,https://pcpartpicker.com/product/Nk98TW/hivi-m10-0w-21ch-speakers-m10,/static/forever/img/no-image.png,2.1,,100 Hz - 20 kHz,,
Microlab FC 330,https://pcpartpicker.com/product/H34NnQ/microlab-fc-330-64w-21ch-speakers-microlabfc330,https://cdna.pcpartpicker.com/static/forever/images/product/2bb56a6c883064070c861f671c7006a2.256p.jpg,2.1,64 W,35 Hz - 20 kHz,,
Razer Ferox,https://pcpartpicker.com/product/4V38TW/razer-ferox-6w-2ch-speakers-rz05-00500200-r3u2,/static/forever/img/no-image.png,2.0,6 W,150 Hz - 20 kHz,,
V7 SP2000-USB-1NC,https://pcpartpicker.com/product/N2RFf7/v7-sp2000-usb-1nc-1w-2ch-speakers-sp2000-usb-1nc,https://m.media-amazon.com/images/I/41aGiA2fy2L.jpg,2.0,1 W,,,
Cyber Acoustics CA-2027,https://pcpartpicker.com/product/qZwqqs/cyber-acoustics-ca-2027-5w-2ch-speakers-ca-2027,https://m.media-amazon.com/images/I/41osuRTuflL.jpg,2.0,5 W,,,
Altec Lansing BX1521,https://pcpartpicker.com/product/kGsKHx/altec-lansing-bx1521-0w-21ch-speakers-bx1521,https://images-na.ssl-images-amazon.com/images/I/318Ah-PcATL.jpg,2.1,,,,
Edifier Luna Eclipse E25,https://pcpartpicker.com/product/WMgzK8/edifier-luna-eclipse-e25-74w-2ch-speakers-4000874,https://cdna.pcpartpicker.com/static/forever/images/product/485f0c5f67a92a83b0addcabe93b79a1.256p.jpg,2.0,74 W,30 Hz - 20 kHz,Black,
JBL Pebbles,https://pcpartpicker.com/product/gWdxFT/jbl-pebbles-0w-2ch-speakers-jblpebblesblkam,/static/forever/img/no-image.png,2.0,,70 Hz - 20 kHz,Black / Red,
Fluance Ai60 Black Ash,https://pcpartpicker.com/product/6VgQzy/fluance-ai60-black-ash-100-w-20-channel-speakers-ai60,https://cdna.pcpartpicker.com/static/forever/images/product/2c19933790ef3cbf8e86aa99c85b32c9.256p.jpg,2.0,100 W,35 Hz - 30 kHz,Black / Beige,
Fluance Ai60 Lucky Bamboo,https://pcpartpicker.com/product/jQxbt6/fluance-ai60-lucky-bamboo-100-w-20-channel-speakers-ai60w,https://cdna.pcpartpicker.com/static/forever/images/product/bd9de07201f5f15eba9a34f37e8b99ff.256p.jpg,2.0,100 W,35 Hz - 30 kHz,White / White,
KEF LSXBLUE,https://pcpartpicker.com/product/3cpmP6/kef-lsxblue-200-w-20-channel-speakers-lsxblue,https://m.media-amazon.com/images/I/41QOQc-Fi-L.jpg,2.0,200 W,49 Hz - 47 kHz,Blue / Black,
KEF LSXGRN,https://pcpartpicker.com/product/RNCFf7/kef-lsxgrn-200-w-20-channel-speakers-lsxgrn,https://m.media-amazon.com/images/I/41M0p9jv3dS.jpg,2.0,200 W,49 Hz - 47 kHz,Green / Black,
Vanatoo Transparent Zero,https://pcpartpicker.com/product/mJ4Ycf/vanatoo-96-w-20-channel-speakers-t0-black,/static/forever/img/no-image.png,2.0,96 W,52 Hz - 20 kHz,Black,
Mackie CR3-X,https://pcpartpicker.com/product/VVDQzy/mackie-cr3-x-50-w-speakers-2053023-00,/static/forever/img/no-image.png,2.0,50 W,80 Hz - 20 kHz,White,
SteelSeries Arena 3 AU,https://pcpartpicker.com/product/gPgrxr/steelseries-arena-3-au-speakers-61537,https://m.media-amazon.com/images/I/31lY65BhdRL.jpg,2.0,,50 Hz - 20 kHz,Black,149.99
SteelSeries Arena 3 UK,https://pcpartpicker.com/product/KhmNnQ/steelseries-arena-3-uk-speakers-61535,https://cdna.pcpartpicker.com/static/forever/images/product/acce4e016ebf8c15bcdb71fa3f411951.256p.jpg,2.0,,50 Hz - 20 kHz,Black,
Pioneer DM-50D-BT,https://pcpartpicker.com/product/xqBzK8/pioneer-dm-50d-bt-50-w-speakers-dm-50d-bt,https://m.media-amazon.com/images/I/31IaQSdIsPL.jpg,2.0,50 W,60 Hz - 20 kHz,Black,
Kanto ORA,https://pcpartpicker.com/product/2ycBD3/kanto-ora-100-w-speakers-oramg,https://m.media-amazon.com/images/I/31yB2yAunFL.jpg,2.0,100 W,70 Hz - 22 kHz,Gray / Black,349.99
ELAC DCB61,https://pcpartpicker.com/product/wpkqqs/elac-dcb61-320-w-speaker-dcb61-w,/static/forever/img/no-image.png,1.0,320 W,48 Hz - 22 kHz,White / Black,
Edifier S3000MKII,https://pcpartpicker.com/product/tpsMnQ/edifier-s3000mkii-256-w-speakers-edifier-s3000mkii-brown,/static/forever/img/no-image.png,2.0,256 W,38 Hz - 20 kHz,Brown / Black,
Kanto ORA,https://pcpartpicker.com/product/8NG2FT/kanto-ora-100-w-speakers-oramw,https://m.media-amazon.com/images/I/31nX81kCl5L.jpg,2.0,100 W,70 Hz - 22 kHz,White / Black,323.50
Mackie MR624,https://pcpartpicker.com/product/kjGxFT/mackie-mr624-0065w-1ch-speakers-2048420-00,https://m.media-amazon.com/images/I/415WIz3OrBL.jpg,1.0,65 W,38 Hz - 20 kHz,Black,249.99
M-Audio BX5 D3,https://pcpartpicker.com/product/BB448d/m-audio-bx5-d3-01w-1ch-speakers-bx5-d3,https://cdna.pcpartpicker.com/static/forever/images/product/7386c02d6787145f55aa020bf43d7d18.256p.jpg,1.0,100 W,52 Hz - 35 kHz,Black,
Creative Labs A60,https://pcpartpicker.com/product/RYvRsY/creative-labs-speakers-51mf1635aa003,https://cdna.pcpartpicker.com/static/forever/images/product/47ca99cc13531a29704454b6dce3dea3.256p.jpg,2.0,4 W,90 Hz - 20 kHz,,
Cyber Acoustics CA3550RB,https://pcpartpicker.com/product/wFR48d/cyber-acoustics-speakers-ca3550rb,https://m.media-amazon.com/images/I/31K8P6OA5aL.jpg,2.1,68 W,22 Hz - 20 kHz,,
Genius SP-HF800A,https://pcpartpicker.com/product/mmXfrH/genius-speakers-31730997101,https://m.media-amazon.com/images/I/51ynanzcRUL.jpg,2.0,20 W,80 Hz - 20 kHz,,
Logitech Z553,https://pcpartpicker.com/product/xVxfrH/logitech-speakers-980000649,https://images-na.ssl-images-amazon.com/images/I/316lNwmPM4L.jpg,2.1,40 W,55 Hz - 17 kHz,,
Creative Labs A220,https://pcpartpicker.com/product/3gvRsY/creative-labs-speakers-51mf0400aa002,https://m.media-amazon.com/images/I/417BjSVOK4L.jpg,2.1,9 W,40 Hz - 20 kHz,,
Cyber Acoustics CA3001WB,https://pcpartpicker.com/product/CvBv6h/cyber-acoustics-speakers-ca3001wb,https://cdna.pcpartpicker.com/static/forever/images/product/c0923c07b7645505bd4d34afeed97f9e.256p.jpg,2.1,14 W,38 Hz - 18 kHz,,
Microlab SP-FC20BK,https://pcpartpicker.com/product/4mXfrH/microlab-speakers-spfc20bk,https://cdna.pcpartpicker.com/static/forever/images/product/16f64ac8c709893b213dc4bb6890f3f2.256p.jpg,2.1,40 W,50 Hz - 18 kHz,,
Microlab SP-FC20WH,https://pcpartpicker.com/product/jKzv6h/microlab-speakers-spfc20wh,https://cdna.pcpartpicker.com/static/forever/images/product/ebd13010a0cb63e9922d1d755fb80bac.256p.jpg,2.1,40 W,50 Hz - 18 kHz,,
Syba CL-SPK20097,https://pcpartpicker.com/product/22vRsY/syba-speakers-clspk20097,https://images-na.ssl-images-amazon.com/images/I/41WkP1RJYzL.jpg,2.0,6 W,150 Hz - 20 kHz,,
Genius SW-G2.1 1250,https://pcpartpicker.com/product/xRrG3C/genius-speakers-31730980101,https://cdna.pcpartpicker.com/static/forever/images/product/1c137f71c4e85a9470907499fa044cd6.256p.jpg,2.1,38 W,58 Hz - 20 kHz,,
Cyber Acoustics CA3001RB,https://pcpartpicker.com/product/DX4gXL/cyber-acoustics-speakers-ca3001rb,https://m.media-amazon.com/images/I/31cvNFInTlL.jpg,2.1,14 W,38 Hz - 18 kHz,,
Creative Labs GigaWorks T3,https://pcpartpicker.com/product/2r4gXL/creative-labs-speakers-51mf0365aa002,https://images-na.ssl-images-amazon.com/images/I/415Y-u9RGbL.jpg,2.1,80 W,30 Hz - 20 kHz,,
Gear Head SP2000USLV,https://pcpartpicker.com/product/VZV48d/gear-head-speakers-sp2000uslv,https://m.media-amazon.com/images/I/31zOncsHXIL.jpg,2.0,3 W,200 Hz - 20 kHz,,
Gear Head SP2000UBLU,https://pcpartpicker.com/product/TN8Zxr/gear-head-speakers-sp2000ublu,https://m.media-amazon.com/images/I/41l1F1fPkQL.jpg,2.0,3 W,200 Hz - 20 kHz,,
Syba CL-SPK20115,https://pcpartpicker.com/product/bwLypg/syba-speakers-clspk20115,https://m.media-amazon.com/images/I/41Lyjrmt5tL.jpg,2.0,6 W,150 Hz - 20 kHz,,
Cyber Acoustics CA-2011WB,https://pcpartpicker.com/product/sBXfrH/cyber-acoustics-speakers-ca2011wb,https://images-fe.ssl-images-amazon.com/images/I/51rq%2B0NP5GL.jpg,2.0,4 W,220 Hz - 20 kHz,,
Cyber Acoustics CA-5402,https://pcpartpicker.com/product/J2vRsY/cyber-acoustics-speaker-ca5402,https://m.media-amazon.com/images/I/31v5Y0+qHXL.jpg,5.1,40 W,70 Hz - 20 kHz,,
Cyber Acoustics CA-3602,https://pcpartpicker.com/product/wZV48d/cyber-acoustics-speakers-ca3602,https://m.media-amazon.com/images/I/31NjHKMnsVL.jpg,2.1,30 W,50 Hz - 20 kHz,,
Logitech LS21,https://pcpartpicker.com/product/vZV48d/logitech-speakers-980000058,https://m.media-amazon.com/images/I/41EgYzptH4L.jpg,2.1,7 W,40 Hz - 20 kHz,,
M-Audio Studiophile AV20,https://pcpartpicker.com/product/DFR48d/m-audio-speaker-av20,https://images-na.ssl-images-amazon.com/images/I/51s0-SDnxcL.jpg,2.0,10 W,120 Hz - 20 kHz,,
M-Audio BX8 D2,https://pcpartpicker.com/product/y7tCmG/m-audio-speaker-bx8d2,https://m.media-amazon.com/images/I/41j1LaHKeZL.jpg,2.0,260 W,30 Hz - 22 kHz,,
M-Audio Studiophile AV30,https://pcpartpicker.com/product/Ck2kcf/m-audio-speaker-av30,https://m.media-amazon.com/images/I/41C4xYIzq3L.jpg,2.0,20 W,90 Hz - 20 kHz,,
Genius SP-HF1800A,https://pcpartpicker.com/product/XN8Zxr/genius-speakers-31730936100,https://cdna.pcpartpicker.com/static/forever/images/product/7b2e33886c935cbfb5b906143e7b0b78.256p.jpg,2.0,50 W,20 Hz - 20 kHz,,
Audioengine A2 (White),https://pcpartpicker.com/product/LqGkcf/audioengine-speakers-a2,https://m.media-amazon.com/images/I/31Wt3JrUq0L.jpg,2.0,30 W,65 Hz - 22 kHz,,
KRK RP5 G2,https://pcpartpicker.com/product/cVjG3C/krk-speakers-rp5g2,https://m.media-amazon.com/images/I/31A9Pa+YpDL.jpg,2.0,90 W,52 Hz - 20 kHz,,
KRK VXT 6,https://pcpartpicker.com/product/JqGkcf/krk-speakers-vxt6,https://m.media-amazon.com/images/I/41BLyn-5acL.jpg,2.0,180 W,49 Hz - 22 kHz,,
KRK VXT4,https://pcpartpicker.com/product/XdBv6h/krk-speakers-vxt4,https://images-eu.ssl-images-amazon.com/images/I/41Y8b86%2BjzL.jpg,2.0,90 W,66 Hz - 22 kHz,,
Creative Labs Inspire T3300,https://pcpartpicker.com/product/m3FXsY/creative-labs-speakers-51mf0415aa004,https://m.media-amazon.com/images/I/41fpv9r02+L.jpg,2.1,27 W,40 Hz - 20 kHz,,
Creative Labs T30,https://pcpartpicker.com/product/F8YWGX/creative-labs-speakers-51mf1655aa001,https://cdna.pcpartpicker.com/static/forever/images/product/d448b52fe54e5da91c0bf8d3144007a3.256p.jpg,2.0,14 W,50 Hz - 20 kHz,,
Creative Labs T50,https://pcpartpicker.com/product/3ZRFf7/creative-labs-speakers-51mf1665aa001,https://m.media-amazon.com/images/I/41EvdfZgJdL.jpg,2.0,40 W,50 Hz - 20 kHz,,
Mackie CR4,https://pcpartpicker.com/product/8PnG3C/mackie-speakers-cr4,https://cdna.pcpartpicker.com/static/forever/images/product/4ed2562520044d0753e293fc88fb8da0.256p.jpg,2.0,28 W,60 Hz - 20 kHz,,
Mackie MR6mk3,https://pcpartpicker.com/product/xmgPxr/mackie-speakers-mr6mk3,https://m.media-amazon.com/images/I/41v2NoB9xxL.jpg,2.0,130 W,46 Hz - 20 kHz,,
M-Audio AV32,https://pcpartpicker.com/product/rCL7YJ/m-audio-speakers-av32,https://m.media-amazon.com/images/I/31SD--s+8LL.jpg,2.0,20 W,80 Hz - 20 kHz,,
Behringer MS16,https://pcpartpicker.com/product/4y4NnQ/behringer-speakers-ms16,https://cdna.pcpartpicker.com/static/forever/images/product/85f397e8ad8dda90f50752016f992f90.256p.jpg,2.0,16 W,80 Hz - 20 kHz,,
Creative Labs Inspire T3100,https://pcpartpicker.com/product/HrDzK8/creative-labs-speakers-51mf0336aa000,/static/forever/img/no-image.png,2.1,29 W,40 Hz - 20 kHz,,
Avermedia GS315,https://pcpartpicker.com/product/nPX2FT/avermedia-speakers-gs315,https://cdna.pcpartpicker.com/static/forever/images/product/303284a20551f1442fda0785bfd90ccb.256p.jpg,2.1,77 W,35 Hz - 20 kHz,,
Creative Labs A550,https://pcpartpicker.com/product/N8rcCJ/creative-labs-speakers-51mf4120aa000,https://m.media-amazon.com/images/I/41kdQ7k+juL.jpg,5.1,,,,
Rosewill SP-7260,https://pcpartpicker.com/product/Lt8H99/rosewill-sp-7260-0w-2ch-speakers-sp-7260,https://images-na.ssl-images-amazon.com/images/I/51rFuQTD2BL.jpg,2.0,,60 Hz - 20 kHz,,
Creative Labs Sound BlasterX Kratos S5,https://pcpartpicker.com/product/ZktWGX/creative-labs-sound-blasterx-kratos-s5-0w-21ch-speakers-51mf0470aa001,https://m.media-amazon.com/images/I/41jv6guOnZL.jpg,2.1,,,,
Creative Labs Sound BlasterX Kratos S3,https://pcpartpicker.com/product/TXQRsY/creative-labs-sound-blasterx-kratos-s3-0w-21ch-speakers-51mf0475aa001,https://m.media-amazon.com/images/I/41cpINA+mzL.jpg,2.1,,,,
Genius SP-U115,https://pcpartpicker.com/product/rbtWGX/genius-sp-u115-0w-2ch-speakers-sp-u115,/static/forever/img/no-image.png,2.0,,200 Hz - 18 kHz,,
Sony BSP10,https://pcpartpicker.com/product/ZrH48d/sony-bsp10-20w-1ch-speakers-1287-2374,https://m.media-amazon.com/images/I/41Mxa-GY7vL.jpg,1.0,20 W,,,
Logitech S-220,https://pcpartpicker.com/product/827CmG/logitech-s-220-17-w-21-channel-speakers-s-220,/static/forever/img/no-image.png,2.1,17 W,85 Hz - 15 kHz,Black,
Avermedia GS315-DM,https://pcpartpicker.com/product/4FGj4D/avermedia-gs315-dm-77w-21ch-speakers-gs315-dm,https://cdna.pcpartpicker.com/static/forever/images/product/ab77d350fc3ac8dc6e50cecf43d151b5.256p.jpg,2.1,77 W,35 Hz - 20 kHz,,
Cyber Acoustics Curve Sonic,https://pcpartpicker.com/product/XMvZxr/cyber-acoustics-curve-sonic-3w-2ch-speakers-sonic,https://cdna.pcpartpicker.com/static/forever/images/product/20bc3df4dd0201d4abf4cb20a99d2411.256p.jpg,2.0,3 W,,,
Creative Labs T3250,https://pcpartpicker.com/product/6CzZxr/creative-labs-t3250-0w-21ch-speakers-51mf0450aa003,https://images-na.ssl-images-amazon.com/images/I/41tdKoyQfPL.jpg,2.1,,,,
Cyber Acoustics CA-2014RB-ML,https://pcpartpicker.com/product/8TnG3C/cyber-acoustics-ca-2014rb-ml-4w-2ch-speakers-ca-2014rb-ml,https://cdna.pcpartpicker.com/static/forever/images/product/2eed7d6c25e67cfa73fc58fad75de391.256p.jpg,2.0,4 W,,,
Cyber Acoustics Curve Storm,https://pcpartpicker.com/product/GntWGX/cyber-acoustics-curve-storm-22w-21ch-speakers-ca-3350,https://m.media-amazon.com/images/I/41B+oKc-3cL.jpg,2.1,22 W,,,70.50
Altec Lansing VS3030,https://pcpartpicker.com/product/kH98TW/altec-lansing-vs3030-0w-2ch-speakers-vs3030,/static/forever/img/no-image.png,2.0,,,,
Pioneer SP-BS21-LR,https://pcpartpicker.com/product/cH97YJ/pioneer-sp-bs21-lr-80w-2ch-speakers-sp-bs21-lr,https://cdna.pcpartpicker.com/static/forever/images/product/79876491f154e93c4843e877b83eff60.256p.jpg,2.0,80 W,65 Hz - 20 kHz,,
Swan Speakers M200MkIII,https://pcpartpicker.com/product/22m323/swan-speakers-m200mkiii-120w-2ch-speakers-m200mkiii,/static/forever/img/no-image.png,2.0,120 W,53 Hz - 20 kHz,Brown / Black,
Swan Speakers M50W,https://pcpartpicker.com/product/ZyKcCJ/swan-speakers-m50w-114w-21ch-speakers-m50w,/static/forever/img/no-image.png,2.1,114 W,38 Hz - 20 kHz,Brown / Black,
Mackie MRS10,https://pcpartpicker.com/product/22kj4D/mackie-mrs10-012w-1ch-speakers-2048460-00,https://m.media-amazon.com/images/I/41o-RwGc8UL.jpg,1.0,120 W,40 Hz - 180 Hz,Black,
M-Audio BX8 D3,https://pcpartpicker.com/product/Tk8j4D/m-audio-bx8-d3-150w-1ch-speakers-bx8-d3,https://m.media-amazon.com/images/I/41YJOkjs8UL.jpg,1.0,150 W,37 Hz - 22 kHz,Black,
M-Audio BX8 CARBON,https://pcpartpicker.com/product/ZbdxFT/m-audio-bx8-carbon-130w-1ch-speakers-bx8-carbon,/static/forever/img/no-image.png,1.0,130 W,38 Hz - 22 kHz,Black / Silver,
M-Audio BX6 CARBON,https://pcpartpicker.com/product/YDMwrH/m-audio-bx6-carbon-100w-1ch-speakers-bx6-carbon,/static/forever/img/no-image.png,1.0,100 W,45 Hz - 22 kHz,Black / Silver,
M-Audio M3-8 (black),https://pcpartpicker.com/product/4LjJ7P/m-audio-m3-8-black-220w-1ch-speakers-m3-8-black,/static/forever/img/no-image.png,1.0,220 W,38 Hz - 22 kHz,Black,
M-Audio BX5 D3 Crimson,https://pcpartpicker.com/product/BKx2FT/m-audio-bx5-d3-crimson-100w-1ch-speakers-bx5-d3-crimson,/static/forever/img/no-image.png,1.0,100 W,52 Hz - 35 kHz,Black / Red,
Kanto YU2GR,https://pcpartpicker.com/product/kjCD4D/kanto-yu2gr-50w-2ch-speakers-yu2gr,https://m.media-amazon.com/images/I/31y6lWfUZ4L.jpg,2.0,50 W,80 Hz - 20 kHz,Red / Black,
Genius G2.1 2000,https://pcpartpicker.com/product/qhJtt6/genius-g21-2000-45w-21ch-speakers-g21-2000,https://m.media-amazon.com/images/I/41hiVWpSvuL.jpg,2.1,45 W,25 Hz - 20 kHz,Black / Blue,
Audioengine HD3-CHR,https://pcpartpicker.com/product/pcBhP6/audioengine-hd3-chr-60-w-20-channel-speakers-hd3-chr,https://m.media-amazon.com/images/I/41vU3nmUeuL.jpg,2.0,60 W,65 Hz - 22 kHz,Red / Black,
Fluance Ai60 Natural Walnut,https://pcpartpicker.com/product/zxPgXL/fluance-ai60-natural-walnut-100-w-20-channel-speakers-ai60b,https://cdna.pcpartpicker.com/static/forever/images/product/646de91007a754acff362d17a4e9011e.256p.jpg,2.0,100 W,35 Hz - 30 kHz,Black / Brown,
Fluance Ai60 White Walnut,https://pcpartpicker.com/product/BHsnTW/fluance-ai60-white-walnut-100-w-20-channel-speakers-ai60ww,https://cdna.pcpartpicker.com/static/forever/images/product/c4d0467d31e848a40a193454fcab65c0.256p.jpg,2.0,100 W,35 Hz - 30 kHz,White / Brown,
HiFiMAN X100,https://pcpartpicker.com/product/YKvqqs/hifiman-x100-11-w-21-channel-speakers-x100,/static/forever/img/no-image.png,2.1,11 W,20 Hz - 20 kHz,Black,
Vanatoo Transparent One Encore,https://pcpartpicker.com/product/xPBG3C/vanatoo-transparent-one-encore-240-w-20-channel-speakers-t1e-cherry,/static/forever/img/no-image.png,2.0,240 W,48 Hz - 20 kHz,Black / Brown,
Vanatoo Transparent One Encore,https://pcpartpicker.com/product/8CXJ7P/vanatoo-transparent-one-encore-240-w-20-channel-speakers-t1e-black,https://m.media-amazon.com/images/I/31zRdxuyysL.jpg,2.0,240 W,48 Hz - 20 kHz,Black,
SteelSeries Arena 3 SK,https://pcpartpicker.com/product/QRgrxr/steelseries-arena-3-sk-speakers-61539,/static/forever/img/no-image.png,2.0,,50 Hz - 20 kHz,Black,
SteelSeries Arena 7 JP,https://pcpartpicker.com/product/RzFmP6/steelseries-arena-7-jp-21-channel-speakers-61545,/static/forever/img/no-image.png,2.1,,35 Hz - 20 kHz,Black,
SteelSeries Arena 9 JP,https://pcpartpicker.com/product/m3mNnQ/steelseries-arena-9-jp-51-channel-speakers-61551,/static/forever/img/no-image.png,5.1,,35 Hz - 20 kHz,Black,
Trust GXT 606 JAVV,https://pcpartpicker.com/product/R4TZxr/trust-gxt-606-javv-6-w-speakers-23379,https://cdna.pcpartpicker.com/static/forever/images/product/292e198de1e2aa91de4ba7c4edd017af.256p.jpg,2.0,6 W,160 Hz - 20 kHz,Gray / Black,
Creative Labs Sound Blaster GS3 Rev C,https://pcpartpicker.com/product/kx88TW/creative-labs-sound-blaster-gs3-rev-c-12-w-speakers-03mf846500000-rev-c,/static/forever/img/no-image.png,2.0,12 W,65 Hz - 20 kHz,Black,
Trust Gemi,https://pcpartpicker.com/product/BfsV3C/trust-gemi-12-w-speakers-22978,/static/forever/img/no-image.png,2.0,12 W,20 Hz - 20 kHz,Blue / Black,
Trust Gemi,https://pcpartpicker.com/product/Tbn9TW/trust-gemi-12-w-speakers-22979,/static/forever/img/no-image.png,2.0,12 W,20 Hz - 20 kHz,Red / Black,
ELAC DCB61,https://pcpartpicker.com/product/Gwvscf/elac-dcb61-320-w-speaker-dcb61-ol,/static/forever/img/no-image.png,1.0,320 W,48 Hz - 22 kHz,Green / Black,
ELAC DCB61,https://pcpartpicker.com/product/MDsMnQ/elac-dcb61-320-w-speaker-dcb61-wn,/static/forever/img/no-image.png,1.0,320 W,48 Hz - 22 kHz,Brown / Black,
