Name,URL,Image,Type,Frequency Response,Microphone,Wireless,Enclosure Type,Color,Price
Philips SHO9207,https://pcpartpicker.com/product/6cdqqs/philips-headphones-sho9207,https://cdna.pcpartpicker.com/static/forever/images/product/56ec62d0d0c03b31fba1f3d9a0ed2edf.256p.jpg,Circumaural,12 Hz - 24 kHz,No,No,Closed,Black / Red,
Razer Adaro,https://pcpartpicker.com/product/wNfp99/razer-headphones-rz1201100100r3u1,https://m.media-amazon.com/images/I/31GteD97BHL.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Green,
Razer RZ12-01110100-R3U1,https://pcpartpicker.com/product/f67wrH/razer-headphones-rz1201110100r3u1,https://m.media-amazon.com/images/I/41BWgUMHHgL.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Silver,
Sennheiser HD335S,https://pcpartpicker.com/product/gr2kcf/sennheiser-headphones-hd335s,https://m.media-amazon.com/images/I/41MWn-zVQxL.jpg,Circumaural,14 Hz - 20 kHz,No,No,Closed,Black / Silver,
V-MODA CROSSFADE M-100 SHADOW,https://pcpartpicker.com/product/Md4gXL/v-moda-headphones-m100ushadow,https://m.media-amazon.com/images/I/41F-wZKFuaL.jpg,Circumaural,5 Hz - 30 kHz,No,No,Closed,Black / Silver,
V-MODA CROSSFADE M-100 SILVER,https://pcpartpicker.com/product/wXCwrH/v-moda-headphones-m100uwsilver,https://m.media-amazon.com/images/I/41fdCRTnuUL.jpg,Circumaural,5 Hz - 30 kHz,No,No,Closed,Silver,
V-MODA CROSSFADE M-80 SHADOW,https://pcpartpicker.com/product/DNXfrH/v-moda-headphones-m80shadow,https://images-na.ssl-images-amazon.com/images/I/51-8ZEkBf5L.jpg,Supra-aural,5 Hz - 30 kHz,No,No,Closed,Black,
V-MODA CROSSFADE M-80,https://pcpartpicker.com/product/CVrG3C/v-moda-headphones-m80uwpearl,https://images-na.ssl-images-amazon.com/images/I/41ZkHfDW6yL.jpg,Supra-aural,5 Hz - 30 kHz,No,No,Closed,Black / Silver,
Ozone Gaming OZONDA3HX,https://pcpartpicker.com/product/z2g323/ozone-gaming-headphones-ozonda3hx,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Ozone Gaming OZONDAST,https://pcpartpicker.com/product/WxDwrH/ozone-gaming-headphones-ozondast,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Ozone Gaming OZRAGESTR,https://pcpartpicker.com/product/jtV48d/ozone-gaming-headphones-ozragestr,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Ozone Gaming OZRAGESTW,https://pcpartpicker.com/product/BwGkcf/ozone-gaming-headphones-ozragestw,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,
Ozone Gaming OZRAGESTY,https://pcpartpicker.com/product/bqK7YJ/ozone-gaming-headphones-ozragesty,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Yellow,
Ozone Gaming OZSPARK,https://pcpartpicker.com/product/T8W9TW/ozone-gaming-headphones-ozspark,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Sennheiser HD 8 DJ,https://pcpartpicker.com/product/cd4gXL/sennheiser-headphones-hd8dj,https://m.media-amazon.com/images/I/41+m3EDmVsL.jpg,Circumaural,8 Hz - 30 kHz,No,No,Closed,Black / Blue,
Audio-Technica ATH-ADG1,https://pcpartpicker.com/product/XLW9TW/audio-technica-headphones-athadg1,https://m.media-amazon.com/images/I/41Y4Q9J2vqL.jpg,Circumaural,5 Hz - 30 kHz,Yes,No,Open,Black / Red,
Razer Chimaera,https://pcpartpicker.com/product/hMPfrH/razer-headphones-rz0400480100r3u1,https://images-na.ssl-images-amazon.com/images/I/41XH2hWtr-L.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Green,
HP HyperX Cloud,https://pcpartpicker.com/product/hyp323/hp-hyperx-cloud-headset-khx-h3clwr,https://cdna.pcpartpicker.com/static/forever/images/product/5e0f630d56f4393bb3c53f25ae01e497.256p.jpg,Circumaural,15 Hz - 25 kHz,Yes,No,Closed,Black / Red,
Razer Kraken Pro Neon,https://pcpartpicker.com/product/P32rxr/razer-headphones-rz0400870800r3m1,https://m.media-amazon.com/images/I/41HmYMzQ4wL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,
Razer Kraken Pro Neon,https://pcpartpicker.com/product/8MnG3C/razer-headphones-rz0400870900r3m1,https://m.media-amazon.com/images/I/41hN4q7PSsL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,
Razer Kraken Pro Neon,https://pcpartpicker.com/product/hgX2FT/razer-headphones-rz0400871000r3m1,https://images-na.ssl-images-amazon.com/images/I/41O7Ri5xegL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Yellow,
Razer Kraken Pro Neon,https://pcpartpicker.com/product/ykcMnQ/razer-headphones-rz0400871100r3m1,https://m.media-amazon.com/images/I/41K1E+THp4L.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,
Razer Kraken Pro Neon,https://pcpartpicker.com/product/XPx9TW/razer-headphones-rz0400871200r3m1,https://m.media-amazon.com/images/I/416H8dZiJRL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Razer Kraken Pro Neon,https://pcpartpicker.com/product/rV38TW/razer-headphones-rz0400871300r3m1,https://m.media-amazon.com/images/I/51CUaAv0rRL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Purple,
Razer Kraken E-Panda,https://pcpartpicker.com/product/248H99/razer-headphones-rz1200870300r3m1,https://m.media-amazon.com/images/I/41wimFjld0L.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Gold,
Corsair Raptor LH2,https://pcpartpicker.com/product/n7YWGX/corsair-headphones-ca9011119na,https://images-na.ssl-images-amazon.com/images/I/41o0pGDaDPL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
Corsair Raptor HS30,https://pcpartpicker.com/product/Q9Trxr/corsair-headphones-ca9011121nay,https://m.media-amazon.com/images/I/41BmkIcmoaL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Corsair H2100,https://pcpartpicker.com/product/Zqqbt6/corsair-headphones-ca9011127na,https://m.media-amazon.com/images/I/41Tkky+2xaL.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Yellow,
Corsair H1500,https://pcpartpicker.com/product/Tj4NnQ/corsair-headphones-ca9011128na,https://m.media-amazon.com/images/I/4187FGOf+TL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Yellow,
Logitech H600,https://pcpartpicker.com/product/ZQ7CmG/logitech-headphones-981000342,https://cdna.pcpartpicker.com/static/forever/images/product/302b9302ec3fd8287fb440b668841ac4.256p.jpg,Supra-aural,,Yes,Yes,Closed,Black / Blue,
Cooler Master Ceres 300,https://pcpartpicker.com/product/L2FXsY/cooler-master-headphones-sgh2000kwta1,https://cdna.pcpartpicker.com/static/forever/images/product/2c4fc9e055e883ecedb83b673a1e3570.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Semi-open,Black / White,
Audio-Technica ATH-CHX5ISBK,https://pcpartpicker.com/product/F4XfrH/audio-technica-headphones-athchx5isbk,https://m.media-amazon.com/images/I/41ZVZFJ35IL.jpg,Earbud,20 Hz - 22 kHz,Yes,No,Closed,Black,
Audio-Technica ATH-CHX5ISBL,https://pcpartpicker.com/product/m3fp99/audio-technica-headphones-athchx5isbl,https://m.media-amazon.com/images/I/4151ZHoKHPL.jpg,Earbud,20 Hz - 22 kHz,Yes,No,Closed,Blue,
Audio-Technica ATH-CHX5ISRD,https://pcpartpicker.com/product/3HV48d/audio-technica-headphones-athchx5isrd,https://cdna.pcpartpicker.com/static/forever/images/product/945fcba4b81f4b55494ca7ebd049fb20.med.256p.jpg,Earbud,20 Hz - 22 kHz,Yes,No,Closed,Red,
Audio-Technica ATH-CHX5ISWH,https://pcpartpicker.com/product/BTvRsY/audio-technica-headphones-athchx5iswh,https://cdna.pcpartpicker.com/static/forever/images/product/6631356d2d52e85b657e1d3a63cbcd31.256p.jpg,Earbud,20 Hz - 22 kHz,Yes,No,Closed,White,
Audio-Technica ATH-CHX7ISBK,https://pcpartpicker.com/product/bwMFf7/audio-technica-headphones-athchx7isbk,/static/forever/img/no-image.png,Earbud,15 Hz - 22 kHz,Yes,No,Closed,Black,
Audio-Technica ATH-CHX7ISRD,https://pcpartpicker.com/product/jBQypg/audio-technica-headphones-athchx7isrd,https://m.media-amazon.com/images/I/41iRUwJjr+L.jpg,Earbud,15 Hz - 22 kHz,Yes,No,Closed,Red,
Audio-Technica ATH-CHX7ISWH,https://pcpartpicker.com/product/VDrG3C/audio-technica-headphones-athchx7iswh,https://images-na.ssl-images-amazon.com/images/I/31ZEOGHn0UL.jpg,Earbud,15 Hz - 22 kHz,Yes,No,Closed,White,
Audio-Technica ATH-CKP200ISBK,https://pcpartpicker.com/product/TPbp99/audio-technica-headphones-athckp200isbk,https://m.media-amazon.com/images/I/41K6JYDZX7L.jpg,Earbud,20 Hz - 23 kHz,Yes,No,Closed,Black,
Audio-Technica ATH-CKP200ISBL,https://pcpartpicker.com/product/JmV48d/audio-technica-headphones-athckp200isbl,https://m.media-amazon.com/images/I/415Mzn4ZE6L.jpg,Earbud,20 Hz - 23 kHz,Yes,No,Closed,Blue,
Audio-Technica ATH-CKP200ISRD,https://pcpartpicker.com/product/972kcf/audio-technica-headphones-athckp200isrd,https://m.media-amazon.com/images/I/415HhiijznL.jpg,Earbud,20 Hz - 23 kHz,Yes,No,Closed,Red,
Audio-Technica ATH-CKR10,https://pcpartpicker.com/product/yRBrxr/audio-technica-headphones-athckr10,https://cdna.pcpartpicker.com/static/forever/images/product/dc39d6f502bd91f9c85024d3dbc5d41d.256p.jpg,In Ear,5 Hz - 40 kHz,No,No,Closed,Black / Silver,
Audio-Technica ATH-CKR3ISBK,https://pcpartpicker.com/product/wFTrxr/audio-technica-headphones-athckr3isbk,https://m.media-amazon.com/images/I/41LpyhYkSfL.jpg,In Ear,5 Hz - 24 kHz,Yes,No,Closed,Black,
Audio-Technica ATH-CKR3ISBL,https://pcpartpicker.com/product/cP648d/audio-technica-headphones-athckr3isbl,/static/forever/img/no-image.png,In Ear,5 Hz - 24 kHz,Yes,No,Closed,Blue,
Audio-Technica ATH-CKR3ISRD,https://pcpartpicker.com/product/DXL7YJ/audio-technica-headphones-athckr3isrd,https://images-na.ssl-images-amazon.com/images/I/41mqaKoC-wL.jpg,In Ear,5 Hz - 24 kHz,Yes,No,Closed,Red,
Audio-Technica ATH-CKR3ISWH,https://pcpartpicker.com/product/NTWrxr/audio-technica-headphones-athckr3iswh,https://m.media-amazon.com/images/I/41yUx6dOZTL.jpg,In Ear,5 Hz - 24 kHz,Yes,No,Closed,White,
ARCTIC P253 BT,https://pcpartpicker.com/product/J9Trxr/arctic-cooling-headphones-heasoerm45gba01,https://cdna.pcpartpicker.com/static/forever/images/product/70e69687197b154c8dfbfb6cbf5508a2.med.256p.jpg,Supra-aural,18 Hz - 22 kHz,Yes,Yes,Closed,Black / Silver,
Bose 715593-0010,https://pcpartpicker.com/product/YMnG3C/bose-headphones-7155930010,https://cdna.pcpartpicker.com/static/forever/images/product/c4c0c847bf20bff99b9fd7843694790c.med.256p.jpg,In Ear,,No,No,Closed,Black / Clear,
Bose 715593-0020,https://pcpartpicker.com/product/9gX2FT/bose-headphones-7155930020,https://cdna.pcpartpicker.com/static/forever/images/product/9d141f556bca5571dde6ea8411021612.med.256p.jpg,In Ear,,No,No,Closed,White,
Bose 715593-0030,https://pcpartpicker.com/product/pkcMnQ/bose-headphones-7155930030,https://cdna.pcpartpicker.com/static/forever/images/product/db41c66d0161d6308e2b15015a76f1ff.med.256p.jpg,In Ear,,No,No,Closed,Red,
Bose 715593-0040,https://pcpartpicker.com/product/nCmxFT/bose-headphones-7155930040,https://cdna.pcpartpicker.com/static/forever/images/product/633b25b3d251b624b4d3b83db50beb85.med.256p.jpg,In Ear,,No,No,Closed,Black / Clear,
Bose 715593-0050,https://pcpartpicker.com/product/GFfmP6/bose-headphones-7155930050,https://cdna.pcpartpicker.com/static/forever/images/product/78c2452e67549111aa721db5a3f93b55.med.256p.jpg,In Ear,,No,No,Closed,White,
Bose 715593-0060,https://pcpartpicker.com/product/fG38TW/bose-headphones-7155930060,https://cdna.pcpartpicker.com/static/forever/images/product/418618205c7b32faa512cc87f8ef349f.med.256p.jpg,In Ear,,No,No,Closed,Red,
Bose 715593-0070,https://pcpartpicker.com/product/LYcMnQ/bose-headphones-7155930070,https://cdna.pcpartpicker.com/static/forever/images/product/633b25b3d251b624b4d3b83db50beb85.med.256p.jpg,In Ear,,No,No,Closed,Black / Clear,
Bose 717534-0010,https://pcpartpicker.com/product/ND4NnQ/bose-headphones-7175340010,https://cdna.pcpartpicker.com/static/forever/images/product/a6b7ba07ad97c94a1bbcc70011ed2a6c.med.256p.jpg,In Ear,,Yes,No,Closed,Black / Blue,
Bose 717534-0020,https://pcpartpicker.com/product/ZH98TW/bose-headphones-7175340020,https://cdna.pcpartpicker.com/static/forever/images/product/10cd4cadfd93223dea720af563906a67.med.256p.jpg,In Ear,,Yes,No,Closed,Orange / White,
Bose 717534-0030,https://pcpartpicker.com/product/4j4NnQ/bose-headphones-7175340030,https://cdna.pcpartpicker.com/static/forever/images/product/0b3599bece5ab99abd1cf22e68dee259.med.256p.jpg,In Ear,,Yes,No,Closed,Green,
Bose 717534-0040,https://pcpartpicker.com/product/YhPzK8/bose-headphones-7175340040,https://cdna.pcpartpicker.com/static/forever/images/product/5fc066b0d562a74f085f1d3fee4a581c.med.256p.jpg,In Ear,,Yes,No,Closed,Green,
Creative Labs Aurvana Live!,https://pcpartpicker.com/product/WRs8TW/creative-labs-headphones-ef0060,https://m.media-amazon.com/images/I/31XKrlMU3-L.jpg,Circumaural,10 Hz - 30 kHz,No,No,Closed,Black,
Hercules 4780548,https://pcpartpicker.com/product/CQzZxr/hercules-headphones-4780548,https://m.media-amazon.com/images/I/51P81Sj4v0L.jpg,Circumaural,10 Hz - 25 kHz,No,No,Closed,Black / Silver,
I/O Magic NE9783,https://pcpartpicker.com/product/FRBrxr/io-magic-headphones-i014e02m,https://images-na.ssl-images-amazon.com/images/I/31VSbTwyY-L.jpg,Earbud,,No,No,Closed,Black / Red,
Philips SHP3000,https://pcpartpicker.com/product/XwrcCJ/philips-headphones-shp3000,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black,
Philips X1/28,https://pcpartpicker.com/product/4frcCJ/philips-headphones-x128,https://images-na.ssl-images-amazon.com/images/I/4119zRE8S9L.jpg,Circumaural,,Yes,No,Open,Black / Silver,
Plantronics 20045001P,https://pcpartpicker.com/product/npgPxr/plantronics-headphones-20045001p,https://cdna.pcpartpicker.com/static/forever/images/product/11d1ef191af04798c82567b79674fc0d.256p.jpg,In Ear,,No,No,Closed,Black / Blue,
Plantronics 20046001,https://pcpartpicker.com/product/DjX2FT/plantronics-headphones-20046001,https://cdna.pcpartpicker.com/static/forever/images/product/fd522c59eb8352a6dfd0fe85e6ba45ce.med.256p.jpg,In Ear,,No,No,Closed,Black / Green,
Polk UltraFit 500,https://pcpartpicker.com/product/rbvZxr/polk-headphones-ultrafit500blkgld,/static/forever/img/no-image.png,In Ear,18 Hz - 23 kHz,No,No,Closed,Black / Gold,
Sennheiser CX 1.00 Black,https://pcpartpicker.com/product/7ttWGX/sennheiser-headphones-cx100black,https://cdna.pcpartpicker.com/static/forever/images/product/8b92bd6a3e098bd0d20750559dd04cad.256p.jpg,Earbud,17 Hz - 20 kHz,No,No,Closed,Black / Silver,
Sennheiser CX 1.00 White,https://pcpartpicker.com/product/sdnG3C/sennheiser-headphones-cx100white,https://m.media-amazon.com/images/I/31+PldSYlEL.jpg,Earbud,17 Hz - 20 kHz,No,No,Closed,White,
Sennheiser CX 2.00G Black,https://pcpartpicker.com/product/VxFXsY/sennheiser-headphones-cx200gblack,https://m.media-amazon.com/images/I/31Dy1wwJP5L.jpg,Earbud,,Yes,No,Closed,Black / Silver,
Sennheiser CX 2.00G White,https://pcpartpicker.com/product/j6M323/sennheiser-headphones-cx200gwhite,https://m.media-amazon.com/images/I/31AsmPw23bL.jpg,Earbud,,Yes,No,Closed,White,
Sennheiser CX 2.00i Black,https://pcpartpicker.com/product/R4DzK8/sennheiser-headphones-cx200iblack,https://m.media-amazon.com/images/I/41yQg+qn7ML.jpg,Earbud,,Yes,No,Closed,Black / Silver,
Sennheiser CX 2.00i White,https://pcpartpicker.com/product/qj4NnQ/sennheiser-headphones-cx200iwhite,https://m.media-amazon.com/images/I/31AsmPw23bL.jpg,Earbud,,Yes,No,Closed,White,
Sennheiser CX 3.00 Black,https://pcpartpicker.com/product/zJ7CmG/sennheiser-headphones-cx300black,https://m.media-amazon.com/images/I/31p2SqQVk4L.jpg,Earbud,,No,No,Closed,Black,
Sennheiser CX 3.00 Red,https://pcpartpicker.com/product/6G38TW/sennheiser-headphones-cx300red,https://m.media-amazon.com/images/I/311SMf9xgYL.jpg,Earbud,,No,No,Closed,Black / Red,
Sennheiser CX 5.00G Black,https://pcpartpicker.com/product/df7CmG/sennheiser-headphones-cx500gblack,https://cdna.pcpartpicker.com/static/forever/images/product/ba31e0925688b332d91f29bb97522d0e.256p.jpg,Earbud,,Yes,No,Closed,Black / Silver,
Sennheiser CX 5.00i Black,https://pcpartpicker.com/product/gWZ2FT/sennheiser-headphones-cx500iblack,https://m.media-amazon.com/images/I/41W+cVVJSDL.jpg,Earbud,,Yes,No,Closed,Black / Silver,
Sennheiser CX 5.00i White,https://pcpartpicker.com/product/hpgPxr/sennheiser-headphones-cx500iwhite,/static/forever/img/no-image.png,Earbud,,Yes,No,Closed,White,
Sennheiser M2 IEG,https://pcpartpicker.com/product/PwrcCJ/sennheiser-headphones-m2ieg,https://cdna.pcpartpicker.com/static/forever/images/product/358914ff2edc06e0d335c79975637108.256p.jpg,In Ear,15 Hz - 22 kHz,Yes,No,Closed,Black / Red,
Sennheiser MOMENTUM BLUE,https://pcpartpicker.com/product/yPx9TW/sennheiser-headphones-momentumblue,/static/forever/img/no-image.png,Supra-aural,16 Hz - 22 kHz,Yes,No,Closed,Blue / Silver,
Sennheiser MOMENTUM GREEN,https://pcpartpicker.com/product/qnTrxr/sennheiser-headphones-momentumgreen,/static/forever/img/no-image.png,Supra-aural,16 Hz - 22 kHz,Yes,No,Closed,Green,
Sennheiser MOMENTUM PINK,https://pcpartpicker.com/product/KmPzK8/sennheiser-headphones-momentumpink,/static/forever/img/no-image.png,Supra-aural,16 Hz - 22 kHz,Yes,No,Closed,Red / Silver,
Sennheiser URBANITEBLACKG,https://pcpartpicker.com/product/vMnG3C/sennheiser-headphones-urbaniteblackg,/static/forever/img/no-image.png,Supra-aural,,No,No,Closed,Black / White,
Thermaltake HT-DRA007OEWH,https://pcpartpicker.com/product/h7PzK8/thermaltake-headphones-htdra007oewh,https://m.media-amazon.com/images/I/51IVcT2sUrL.jpg,Circumaural,10 Hz - 22 kHz,No,No,Closed,White,
Thermaltake DRACCO,https://pcpartpicker.com/product/3dnG3C/thermaltake-headphones-htdra007oeye,https://m.media-amazon.com/images/I/41HLurWr+qL.jpg,Circumaural,10 Hz - 22 kHz,No,No,Closed,Multicolor,
Yamaha EPH-50BL,https://pcpartpicker.com/product/4Twqqs/yamaha-headphones-eph50bl,https://cdna.pcpartpicker.com/static/forever/images/product/6ffdb3c082758ddbdb6806b2666360bc.med.256p.jpg,Earbud,20 Hz - 21 kHz,No,No,Closed,Black,
Adesso Xtream H2B,https://pcpartpicker.com/product/dYV48d/adesso-headphones-xtreamh2b,https://images-na.ssl-images-amazon.com/images/I/41P1XWTgyxL.jpg,Supra-aural,140 Hz - 20 kHz,No,Yes,Closed,Black / Red,
Adesso Xtream H2W,https://pcpartpicker.com/product/dhR48d/adesso-headphones-xtreamh2w,https://images-na.ssl-images-amazon.com/images/I/41tgpgRGU%2BL.jpg,Supra-aural,140 Hz - 20 kHz,No,Yes,Closed,Green / White,
Altec Lansing Foldable OTH,https://pcpartpicker.com/product/H2FXsY/altec-lansing-headphones-mzx662red,https://m.media-amazon.com/images/I/41zcpy++QbL.jpg,Supra-aural,,No,Yes,Closed,Red / White,
Asus CINEVIBE/BLK,https://pcpartpicker.com/product/CLrcCJ/asus-headphones-cinevibeblk,https://cdna.pcpartpicker.com/static/forever/images/product/2035d2e0ff4bc2d9284ed39ad52c1c13.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Asus STRIX PRO,https://pcpartpicker.com/product/ZmGj4D/asus-headphones-strixpro,https://m.media-amazon.com/images/I/415zQeb5MfL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,
Creative Labs Tactic3D Rage V2.0,https://pcpartpicker.com/product/qMp323/creative-labs-headphones-70gh023000004,https://m.media-amazon.com/images/I/41qs4LWtE-L.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Creative Labs Sound Blaster Inferno,https://pcpartpicker.com/product/RkcMnQ/creative-labs-headphones-70gh029000000,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Creative Labs 70GH030000000,https://pcpartpicker.com/product/YnQRsY/creative-labs-headphones-70gh030000000,https://cdna.pcpartpicker.com/static/forever/images/product/fc8d4267dfbef775128170e3a25b1cf3.256p.jpg,Supra-aural,20 Hz - 20 kHz,No,Yes,Closed,Black,
Creative Labs Wireless V2.0,https://pcpartpicker.com/product/4cfmP6/creative-labs-headphones-gh0220v20,https://cdna.pcpartpicker.com/static/forever/images/product/33cf661100effdee8de11b1119b1229d.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,
Genius 31710188100,https://pcpartpicker.com/product/6NnG3C/genius-headphones-31710188100,https://cdna.pcpartpicker.com/static/forever/images/product/8598ebe306613d422d1d9fe205830ef9.256p.jpg,Circumaural,,No,Yes,Closed,White,
Genius 31710188101,https://pcpartpicker.com/product/WJ7CmG/genius-headphones-31710188101,https://images-na.ssl-images-amazon.com/images/I/41hwlsFyuiL.jpg,Circumaural,,No,Yes,Closed,Black,
Genius 31710188102,https://pcpartpicker.com/product/rqqbt6/genius-headphones-31710188102,https://images-na.ssl-images-amazon.com/images/I/41%2BOPw65tWL.jpg,Circumaural,,No,Yes,Closed,Pink,
Genius 31710188103,https://pcpartpicker.com/product/bRs8TW/genius-headphones-31710188103,https://m.media-amazon.com/images/I/210euFRsWRL.jpg,Circumaural,,No,Yes,Closed,Blue,
Gigabyte FORCE H3X,https://pcpartpicker.com/product/gkcMnQ/gigabyte-headphones-gpforceh3x,https://m.media-amazon.com/images/I/31yGA1SsU8L.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Klipsch KG-300,https://pcpartpicker.com/product/7mGj4D/klipsch-headphones-kg300,https://images-na.ssl-images-amazon.com/images/I/41i2mb42PBL.jpg,Circumaural,16 Hz - 23 kHz,Yes,Yes,Closed,Black,
Logitech 981-000574,https://pcpartpicker.com/product/dJ7CmG/logitech-headphones-981000574,https://cdna.pcpartpicker.com/static/forever/images/product/46da272e0a27a71c0db776fee2926292.256p.jpg,Supra-aural,,Yes,No,Closed,Black,33.99
Mad Catz F.R.E.Q. 3,https://pcpartpicker.com/product/bD4NnQ/mad-catz-headphones-mcb434090001021,https://m.media-amazon.com/images/I/41fA3AXas5L.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / White,
Mad Catz F.R.E.Q. 3,https://pcpartpicker.com/product/BZx9TW/mad-catz-headphones-mcb434090002021,https://m.media-amazon.com/images/I/414XwzcFuWL.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Silver,
Mad Catz F.R.E.Q. 3,https://pcpartpicker.com/product/zZL7YJ/mad-catz-headphones-mcb434090013021,https://m.media-amazon.com/images/I/41HhRInZinL.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Red,
Mad Catz TRI903570A04/02/1,https://pcpartpicker.com/product/GcCrxr/mad-catz-headphones-tri903570a04021,https://m.media-amazon.com/images/I/31gz-YEoJrL.jpg,Circumaural,,Yes,No,Closed,Black / Blue,
Mad Catz Titanfall F.R.E.Q.4D,https://pcpartpicker.com/product/q32rxr/mad-catz-headphones-ttf434080001021,https://cdna.pcpartpicker.com/static/forever/images/product/53fbe1ac5daa0df87d458feae69673e3.256p.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Orange / White,
Mionix NASH 20,https://pcpartpicker.com/product/b8Trxr/mionix-headphones-851260002293,https://cdna.pcpartpicker.com/static/forever/images/product/28cd1d9d88000e86139781629c9516de.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Philips SHB7000/BK,https://pcpartpicker.com/product/cJsKHx/philips-headphones-shb7000bk,/static/forever/img/no-image.png,Circumaural,,Yes,Yes,Closed,Black / Red,
Philips SHB7000/WT,https://pcpartpicker.com/product/6k4gXL/philips-headphones-shb7000wt,/static/forever/img/no-image.png,Circumaural,,Yes,Yes,Closed,Blue / White,
Philips SHG7980,https://pcpartpicker.com/product/y48H99/philips-headphones-shg7980,/static/forever/img/no-image.png,Circumaural,,Yes,No,Closed,Black / Red,
Plantronics GAMECOM 308,https://pcpartpicker.com/product/PnTrxr/plantronics-headphones-20125001,https://m.media-amazon.com/images/I/41tzSPC-UgL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Plantronics GAMECOM 388,https://pcpartpicker.com/product/3Zx9TW/plantronics-headphones-20126001,https://images-na.ssl-images-amazon.com/images/I/41ZVd6mO8FL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Plantronics Blackwire C320-M,https://pcpartpicker.com/product/DxFXsY/plantronics-headphones-8561903,https://cdna.pcpartpicker.com/static/forever/images/product/618ed80e0dc30f3f7da25300464f8234.256p.jpg,Supra-aural,,Yes,No,Closed,Black,
Plantronics .Audio 355,https://pcpartpicker.com/product/3ttWGX/plantronics-headphones-audio355,https://m.media-amazon.com/images/I/31ZpDYs4A2L.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Plantronics RIG 7.1,https://pcpartpicker.com/product/Nqqbt6/plantronics-headphones-rig71,https://cdna.pcpartpicker.com/static/forever/images/product/ba71438dbea16ad7cfdd5207892b62b3.256p.jpg,Circumaural,,Yes,No,Closed,Black / Red,
PNY AUD-E-202-WH-A-RB,https://pcpartpicker.com/product/gp98TW/pny-headphones-aude202wharb,https://cdna.pcpartpicker.com/static/forever/images/product/7ec007f55903558ec5ff1d25907840f3.256p.jpg,In Ear,,No,No,Closed,White,
Razer RZ04-00470100-R3U1,https://pcpartpicker.com/product/KBDzK8/razer-headphones-rz0400470100r3u1,/static/forever/img/no-image.png,Circumaural,,Yes,Yes,Closed,Black,
Razer BlackShark,https://pcpartpicker.com/product/TCmxFT/razer-headphones-rz0400720100r3u1,https://images-na.ssl-images-amazon.com/images/I/51ao%2BY%2B3l1L.jpg,Circumaural,,Yes,No,Closed,Black / Green,
ROCCAT SYVA,https://pcpartpicker.com/product/gJ7CmG/roccat-headphones-roc14100,https://m.media-amazon.com/images/I/31X5PeX2HPL.jpg,Earbud,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,
